Fund Name,Category,Subcategory,ISIN,Scheme Code,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Modified Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,Alpha Score (12),Sharpe Score (12),Std Dev Score (6),Beta Score (6),Sortino Score (4),Total Score (40),Risk Label
Invesco India Nifty 50 ETF,equity,equity,INF205K01KT4,120444,Regular,-5.03,8.89,10.05,BSE 100 TRI,-3.49,10.62,11.27,-1.42,0.95,0.25,13.7,9.29,,,,,25,https://www.valueresearchonline.com/funds/12761/,4,2,4,4,N/A,14,Moderately High Risk
JM Large Cap Reg,equity,equity,INF192K01601,100219,Regular,-3.32,11.18,11.37,BSE 100 TRI,-3.49,10.62,11.27,0.64,1.02,0.39,15.3,11.72,,,,,25,https://www.valueresearchonline.com/funds/108/,6,2,3,3,N/A,14,Moderately High Risk
Kotak BSE Sensex ETF,equity,equity,INF174K01KH7,123693,Regular,-7.26,6.92,9.04,BSE 100 TRI,-3.49,10.62,11.27,-3.19,0.93,0.12,13.6,7.44,,,,,25,https://www.valueresearchonline.com/funds/7780/,2,2,4,4,N/A,12,Moderately High Risk
Kotak BSE Sensex Index Reg,equity,equity,INF174KA1US2,153284,Regular,-7.58,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44906/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Large Cap Reg,equity,equity,INF174K01187,103234,Regular,-3.08,11.09,10.53,BSE 100 TRI,-3.49,10.62,11.27,0.53,0.98,0.39,14.12,11.38,,,,,25,https://www.valueresearchonline.com/funds/577/,6,2,3,3,N/A,14,Moderately High Risk
Kotak Nifty 100 Equal Weight ETF,equity,equity,INF174KA1TY2,153146,Regular,3.84,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44953/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Nifty 100 Equal Weight Index Reg,equity,equity,INF174KA1UB8,153145,Regular,3.15,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44794/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Nifty 100 Low Volatility 30 ETF,equity,equity,INF174KA1RZ3,152663,Regular,-0.73,12,,BSE 500 TRI,-1.52,12.67,,0.22,0.86,0.45,14.35,12.2,,,,,25,https://www.valueresearchonline.com/funds/42184/,6,2,3,4,N/A,15,Moderately High Risk
Kotak Nifty 100 Low Volatility 30 Index Reg,equity,equity,INF174KA1RW0,152664,Regular,-1.71,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44349/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Nifty 50 ETF,equity,equity,INF174K01KH7,123693,Regular,-4.96,8.93,10.06,BSE 100 TRI,-3.49,10.62,11.27,-1.38,0.95,0.26,13.7,9.33,,,,,25,https://www.valueresearchonline.com/funds/10843/,4,2,4,4,N/A,14,Moderately High Risk
Kotak Nifty 50 Equal Weight Index Reg,equity,equity,INF174KA1UH5,153148,Regular,1.46,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44798/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Nifty 50 Index Reg,equity,equity,INF174KA1VH3,153351,Regular,-5.32,8.35,9.5,BSE 100 TRI,-3.49,10.62,11.27,-1.92,0.95,0.22,13.68,8.78,,,,,25,https://www.valueresearchonline.com/funds/41515/,4,2,4,4,N/A,14,Moderately High Risk
Kotak Nifty Next 50 ETF,equity,equity,INF174K01KH7,123693,Regular,,,,BSE 100 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45721/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Nifty Next 50 Index Reg,equity,equity,INF174KA1FX3,148743,Regular,4.9,18.09,13.44,BSE 100 TRI,-3.49,10.62,11.27,6.08,1.28,0.63,20.05,18.51,,,,,25,https://www.valueresearchonline.com/funds/41325/,12,4,2,1,N/A,19,Moderate Risk
Kotak Nifty Top 10 Equal Weight Index Reg,equity,equity,INF174KA1WG3,153463,Regular,-14.12,,,BSE 100 TRI,-3.49,,,,,,,,,,,,10,https://www.valueresearchonline.com/funds/45099/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
LIC MF BSE Sensex ETF,equity,equity,INF767K01GI4,120338,Regular,-7.21,7.03,9.18,BSE 100 TRI,-3.49,10.62,11.27,-3.09,0.94,0.13,13.61,7.54,,,,,25,https://www.valueresearchonline.com/funds/31256/,2,2,4,4,N/A,12,Moderately High Risk
LIC MF BSE Sensex Index Reg,equity,equity,INF767K01139,101199,Regular,-8.05,6.01,8.16,BSE 100 TRI,-3.49,10.62,11.27,-4.04,0.93,0.06,13.54,6.57,,,,,25,https://www.valueresearchonline.com/funds/1479/,2,2,4,4,N/A,12,Moderately High Risk
LIC MF Large Cap Reg,equity,equity,INF767K01105,106871,Regular,-6.83,7.9,8.5,BSE 100 TRI,-3.49,10.62,11.27,-2.52,1.03,0.19,14.95,8.59,,,,,25,https://www.valueresearchonline.com/funds/158/,2,2,3,3,N/A,10,High Risk
LIC MF Nifty 100 ETF,equity,equity,INF767K01GI4,120338,Regular,-3.38,10.32,10.39,BSE 100 TRI,-3.49,10.62,11.27,-0.29,1.01,0.34,14.49,10.71,,,,,25,https://www.valueresearchonline.com/funds/32018/,4,2,3,3,N/A,12,Moderately High Risk
LIC MF Nifty 50 ETF,equity,equity,INF767K01GI4,120338,Regular,-5.03,8.86,10.05,BSE 100 TRI,-3.49,10.62,11.27,-1.44,0.95,0.25,13.7,9.26,,,,,25,https://www.valueresearchonline.com/funds/31217/,4,2,4,4,N/A,14,Moderately High Risk
LIC MF Nifty 50 Index Reg,equity,equity,INF767K01162,101201,Regular,-5.97,7.83,9.03,BSE 100 TRI,-3.49,10.62,11.27,-2.4,0.95,0.18,13.68,8.3,,,,,25,https://www.valueresearchonline.com/funds/1478/,2,2,4,4,N/A,12,Moderately High Risk
LIC MF Nifty Next 50 Index Reg,equity,equity,INF397L01174,151935,Regular,4.99,17.96,13.25,BSE 100 TRI,-3.49,10.62,11.27,5.96,1.28,0.63,20.03,18.39,,,,,25,https://www.valueresearchonline.com/funds/11500/,12,4,2,1,N/A,19,Moderate Risk
Mahindra Manulife Large Cap Reg,equity,equity,INF174V01697,146551,Regular,-7.17,9.27,9.11,BSE 100 TRI,-3.49,10.62,11.27,-1.05,0.96,0.28,14.09,9.72,,,,,25,https://www.valueresearchonline.com/funds/39222/,4,2,3,3,N/A,12,Moderately High Risk
Mirae Asset BSE Sensex ETF,equity,equity,INF769K01GK6,148529,Regular,-7.17,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43803/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Mirae Asset Diversified Equity Allocator Passive FoF Reg,equity,equity,INF769K01GB5,148502,Regular,-1.57,12.02,11.8,BSE 100 TRI,-3.49,10.62,11.27,1.25,1.03,0.44,14.96,12.39,,,,,3,https://www.valueresearchonline.com/funds/41119/,6,2,3,3,N/A,14,Moderately High Risk
Mirae Asset Large Cap Reg,equity,equity,INF769K01101,112932,Regular,-2.45,9.44,9.33,BSE 100 TRI,-3.49,10.62,11.27,-0.98,0.97,0.29,14.06,9.81,,,,,25,https://www.valueresearchonline.com/funds/6762/,4,2,3,3,N/A,12,Moderately High Risk
Mirae Asset Nifty 100 Low Volatility 30 ETF,equity,equity,INF769K01CM1,118859,Regular,-1.04,11.78,,BSE 500 TRI,-1.52,12.67,,0.02,0.86,0.43,14.36,12,,,,,25,https://www.valueresearchonline.com/funds/43284/,6,2,3,4,N/A,15,Moderately High Risk
Mirae Asset Nifty 50 ETF,equity,equity,INF769K01FY9,148419,Regular,-4.99,8.95,10.1,BSE 100 TRI,-3.49,10.62,11.27,-1.36,0.95,0.26,13.71,9.34,,,,,25,https://www.valueresearchonline.com/funds/38323/,4,2,4,4,N/A,14,Moderately High Risk
Mirae Asset Nifty 50 Index Reg,equity,equity,INF769K01MO6,152974,Regular,-5.75,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44618/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Mirae Asset Nifty Next 50 ETF,equity,equity,INF579M01AN2,151165,Regular,5.52,18.86,14.04,BSE 100 TRI,-3.49,10.62,11.27,6.72,1.29,0.66,20.12,19.18,,,,,25,https://www.valueresearchonline.com/funds/40538/,12,4,2,1,N/A,19,Moderate Risk
Mirae Asset Nifty Top 20 Equal Wght ETF,equity,equity,INF179K01XW8,119131,Regular,,,,BSE 100 TRI,,,,,,,,,,,,,20,https://www.valueresearchonline.com/funds/45679/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Mirae Asset Nifty50 Equal Wght ETF,equity,equity,INF769K01GX9,148623,Regular,2.17,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45149/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Large Cap Reg,equity,equity,INF247L01CB9,152352,Regular,-2.8,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44062/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Nifty 100 ETF,equity,equity,INF247L01247,124234,Regular,,,,BSE 100 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45555/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Nifty 50 ETF,equity,equity,INF247L01AE7,147794,Regular,-4.98,8.95,10.1,BSE 100 TRI,-3.49,10.62,11.27,-1.36,0.95,0.26,13.71,9.35,,,,,25,https://www.valueresearchonline.com/funds/11348/,4,2,4,4,N/A,14,Moderately High Risk
Motilal Oswal Nifty 50 Equal Weight ETF,equity,equity,INF846K017C5,149243,Regular,2.39,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45170/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Nifty 50 Index Reg,equity,equity,INF247L01AF4,147795,Regular,-5.46,8.39,9.5,BSE 100 TRI,-3.49,10.62,11.27,-1.88,0.95,0.22,13.7,8.82,,,,,25,https://www.valueresearchonline.com/funds/40470/,4,2,4,4,N/A,14,Moderately High Risk
Motilal Oswal Nifty Next 50 ETF,equity,equity,INF247L01AC1,147796,Regular,5.27,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45175/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Nifty Next 50 Index Reg,equity,equity,INF247L01AD9,147797,Regular,4.44,17.76,13.05,BSE 100 TRI,-3.49,10.62,11.27,5.78,1.29,0.62,20.09,18.23,,,,,25,https://www.valueresearchonline.com/funds/40468/,12,4,2,1,N/A,19,Moderate Risk
Navi BSE Sensex Index Reg,equity,equity,INF959L01HJ1,152061,Regular,-7.79,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43744/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Navi Nifty 50 Index Reg,equity,equity,INF959L01FQ0,149040,Regular,-5.26,8.59,,BSE 100 TRI,-3.49,10.62,,-1.69,0.95,0.23,13.7,9.01,,,,,25,https://www.valueresearchonline.com/funds/41573/,4,2,4,4,N/A,14,Moderately High Risk
Navi Nifty Next 50 Index Reg,equity,equity,INF959L01FS6,149448,Regular,4.39,17.84,,BSE 100 TRI,-3.49,10.62,,5.85,1.29,0.62,20.09,18.3,,,,,25,https://www.valueresearchonline.com/funds/41936/,12,4,2,1,N/A,19,Moderate Risk
Nippon India BSE Sensex Next 30 ETF,equity,equity,INF204KC1FD7,153567,Regular,6,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45190/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Nippon India BSE Sensex Next 30 Index Reg,equity,equity,INF204KC1FA3,153566,Regular,5.41,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45195/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Nippon India ETF BSE Sensex,equity,equity,INF204K01K80,118791,Regular,-7.16,7.14,9.26,BSE 100 TRI,-3.49,10.62,11.27,-2.99,0.94,0.14,13.61,7.64,,,,,25,https://www.valueresearchonline.com/funds/28136/,2,2,4,4,N/A,12,Moderately High Risk
Nippon India ETF BSE Sensex Next 50,equity,equity,INF090I01VZ8,148304,Regular,2.02,18.24,15.72,BSE 100 TRI,-3.49,10.62,11.27,6.22,1.19,0.69,17.81,18.18,,,,,25,https://www.valueresearchonline.com/funds/40191/,12,4,2,1,N/A,19,Moderate Risk
Nippon India ETF Nifty 100,equity,equity,INF090I01KR8,129008,Regular,-3.61,10.1,10.12,BSE 100 TRI,-3.49,10.62,11.27,-0.5,1.01,0.32,14.5,10.51,,,,,25,https://www.valueresearchonline.com/funds/18234/,4,2,3,3,N/A,12,Moderately High Risk
Nippon India ETF Nifty 50 BeES,equity,equity,INF204KA1U53,134547,Regular,-4.98,8.96,10.12,BSE 100 TRI,-3.49,10.62,11.27,-1.35,0.95,0.26,13.71,9.36,,,,,25,https://www.valueresearchonline.com/funds/1171/,4,2,4,4,N/A,14,Moderately High Risk
Nippon India ETF Nifty 50 Shariah BeES,equity,equity,INF090I01VZ8,148304,Regular,-14.13,1.7,1.55,BSE 500 TRI,-1.52,12.67,12.33,-8.8,0.84,-0.17,16.2,3.03,,,,,17,https://www.valueresearchonline.com/funds/10218/,1,1,3,5,N/A,10,High Risk
Nippon India ETF Nifty Next 50 Junior BeES,equity,equity,INF204KB1X25,146513,Regular,5.47,18.82,14.01,BSE 100 TRI,-3.49,10.62,11.27,6.69,1.29,0.66,20.12,19.14,,,,,25,https://www.valueresearchonline.com/funds/1545/,12,4,2,1,N/A,19,Moderate Risk
Nippon India Index BSE Sensex Plan,equity,equity,INF761K01462,111712,Regular,-7.59,6.59,8.65,BSE 100 TRI,-3.49,10.62,11.27,-3.5,0.93,0.1,13.59,7.12,,,,,25,https://www.valueresearchonline.com/funds/11541/,2,2,4,4,N/A,12,Moderately High Risk
Nippon India Index-Nifty 50 Plan Reg,equity,equity,INF204KC1DV4,153061,Regular,-5.37,8.42,9.39,BSE 100 TRI,-3.49,10.62,11.27,-1.84,0.95,0.22,13.68,8.85,,,,,25,https://www.valueresearchonline.com/funds/11536/,4,2,4,4,N/A,14,Moderately High Risk
Nippon India Large Cap Reg,equity,equity,INF955L01IY6,152904,Regular,-2.14,13.32,15.27,BSE 100 TRI,-3.49,10.62,11.27,2.67,0.96,0.54,14.03,13.42,,,,,25,https://www.valueresearchonline.com/funds/5270/,8,2,3,3,N/A,16,Moderately High Risk
Nippon India Nifty Next 50 Junior BeES FoF Reg,equity,equity,INF767K01535,105823,Regular,5.48,18.44,13.71,BSE 100 TRI,-3.49,10.62,11.27,6.41,1.27,0.65,19.87,18.77,,,,,1,https://www.valueresearchonline.com/funds/39155/,12,4,2,1,N/A,19,Moderate Risk
PGIM India Large Cap Reg,equity,equity,INF200K01180,103504,Regular,-4.7,7.21,7.22,BSE 100 TRI,-3.49,10.62,11.27,-3.02,0.96,0.14,14.07,7.77,,,,,25,https://www.valueresearchonline.com/funds/1513/,2,2,3,3,N/A,10,High Risk
Parag Parikh Large Cap Reg,equity,equity,INF879O01365,154154,Regular,,,,BSE 100 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45773/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Quant Focused Reg,equity,equity,INF966L01374,109275,Regular,4.22,14.31,13.11,BSE 500 TRI,-1.52,12.67,12.33,0.81,1.17,0.48,19.41,15.08,,,,,11,https://www.valueresearchonline.com/funds/8216/,6,2,2,1,N/A,11,High Risk
Quant Large Cap Reg,equity,equity,INF966L01AW4,150441,Regular,2.06,14.08,,BSE 100 TRI,-3.49,10.62,,2.97,1.13,0.49,17.86,14.62,,,,,13,https://www.valueresearchonline.com/funds/42365/,8,2,2,2,N/A,14,Moderately High Risk
Quantum Nifty 50 ETF,equity,equity,INF082J01416,150390,Regular,-5.03,8.9,10.07,BSE 100 TRI,-3.49,10.62,11.27,-1.41,0.95,0.25,13.7,9.29,,,,,25,https://www.valueresearchonline.com/funds/7834/,4,2,4,4,N/A,14,Moderately High Risk
Quantum Nifty 50 ETF FoF Reg,equity,equity,INF082J01424,150389,Regular,-5.05,8.7,,BSE 100 TRI,-3.49,10.62,,-1.52,0.93,0.25,13.49,9.11,,,,,1,https://www.valueresearchonline.com/funds/42345/,4,2,4,4,N/A,14,Moderately High Risk
SBI BSE 100 ETF,equity,equity,INF200K01V08,125503,Regular,-3.63,10.45,11.09,BSE 100 TRI,-3.49,10.62,11.27,-0.15,1,0.35,14.36,10.82,,,,,25,https://www.valueresearchonline.com/funds/29714/,4,2,3,3,N/A,12,Moderately High Risk
SBI BSE Sensex ETF,equity,equity,INF200K01V08,125503,Regular,-7.16,7.1,9.23,BSE 100 TRI,-3.49,10.62,11.27,-3.03,0.94,0.13,13.61,7.61,,,,,25,https://www.valueresearchonline.com/funds/18077/,2,2,4,4,N/A,12,Moderately High Risk
SBI BSE Sensex Index Reg,equity,equity,INF200KA13Y1,151765,Regular,-7.61,6.61,,BSE 100 TRI,-3.49,10.62,,-3.48,0.93,0.1,13.59,7.15,,,,,25,https://www.valueresearchonline.com/funds/43524/,2,2,4,4,N/A,12,Moderately High Risk
SBI BSE Sensex Next 50 ETF,equity,equity,INF200K01SK7,120137,Regular,2.11,18.39,15.92,BSE 100 TRI,-3.49,10.62,11.27,6.34,1.19,0.7,17.85,18.32,,,,,25,https://www.valueresearchonline.com/funds/37639/,12,4,2,1,N/A,19,Moderate Risk
SBI Large Cap Reg,equity,equity,INF200K01180,103504,Regular,0.23,10.5,11.39,BSE 100 TRI,-3.49,10.62,11.27,0.11,0.94,0.36,13.7,10.74,,,,,25,https://www.valueresearchonline.com/funds/3083/,6,2,4,4,N/A,16,Moderately High Risk
SBI Nifty 50 ETF,equity,equity,INF200K01V08,125503,Regular,-4.99,8.95,10.1,BSE 100 TRI,-3.49,10.62,11.27,-1.36,0.95,0.26,13.71,9.34,,,,,25,https://www.valueresearchonline.com/funds/30710/,4,2,4,4,N/A,14,Moderately High Risk
SBI Nifty 50 Equal Weight ETF,equity,equity,INF200K01SH3,119707,Regular,2.27,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44433/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
SBI Nifty Index Reg,equity,equity,INF200KB1530,153253,Regular,-5.4,8.45,9.58,BSE 100 TRI,-3.49,10.62,11.27,-1.82,0.95,0.22,13.71,8.88,,,,,25,https://www.valueresearchonline.com/funds/1164/,4,2,4,4,N/A,14,Moderately High Risk
SBI Nifty Next 50 ETF,equity,equity,INF200K01SV4,119798,Regular,5.53,18.88,14.06,BSE 100 TRI,-3.49,10.62,11.27,6.74,1.29,0.67,20.13,19.2,,,,,25,https://www.valueresearchonline.com/funds/29715/,12,4,2,1,N/A,19,Moderate Risk
SBI Nifty Next 50 Index Reg,equity,equity,INF200KA1V76,148943,Regular,4.84,18.08,13.3,BSE 100 TRI,-3.49,10.62,11.27,6.05,1.29,0.63,20.12,18.51,,,,,25,https://www.valueresearchonline.com/funds/41490/,12,4,2,1,N/A,19,Moderate Risk
SBI Nifty100 Low Volatility 30 Index Reg,equity,equity,INF200KB1902,153716,Regular,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45359/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
SBI Nifty50 Equal Weight Index Reg,equity,equity,INF200KA18Z7,152372,Regular,1.6,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44073/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Samco Large Cap Reg,equity,equity,INF0K1H01263,153238,Regular,-11.97,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45016/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Sundaram Large Cap Reg,equity,equity,INF903J016H9,134356,Regular,-3.9,8.25,9.13,BSE 100 TRI,-3.49,10.62,11.27,-1.7,0.88,0.22,12.81,8.63,,,,,25,https://www.valueresearchonline.com/funds/41102/,4,2,4,4,N/A,14,Moderately High Risk
Sundaram Nifty 100 Equal Weight Reg,equity,equity,INF903J016H9,134356,Regular,3.36,15.33,12.75,BSE 100 TRI,-3.49,10.62,11.27,3.97,1.11,0.59,16.53,15.48,,,,,25,https://www.valueresearchonline.com/funds/637/,10,2,3,2,N/A,17,Moderately High Risk
Tata BSE Sensex Index Reg,equity,equity,INF767K01139,101199,Regular,-7.68,6.47,8.55,BSE 100 TRI,-3.49,10.62,11.27,-3.61,0.93,0.09,13.6,7.02,,,,,25,https://www.valueresearchonline.com/funds/1551/,2,2,4,4,N/A,12,Moderately High Risk
Tata Large Cap Reg,equity,equity,INF277K01931,100475,Regular,-0.66,11.22,11.1,BSE 100 TRI,-3.49,10.62,11.27,0.55,1.01,0.39,14.71,11.57,,,,,25,https://www.valueresearchonline.com/funds/509/,6,2,3,3,N/A,14,Moderately High Risk
Tata Nifty 50 ETF,equity,equity,INF277KA1224,149361,Regular,-5.03,8.89,10.05,BSE 100 TRI,-3.49,10.62,11.27,-1.42,0.95,0.25,13.7,9.29,,,,,25,https://www.valueresearchonline.com/funds/38578/,4,2,4,4,N/A,14,Moderately High Risk
Tata Nifty 50 Index Reg,equity,equity,INF277KA1EG7,153855,Regular,-5.53,8.31,9.49,BSE 100 TRI,-3.49,10.62,11.27,-1.96,0.95,0.21,13.7,8.75,,,,,25,https://www.valueresearchonline.com/funds/1550/,4,2,4,4,N/A,14,Moderately High Risk
Tata Nifty Next 50 Index Reg,equity,equity,INF277KA1EG7,153855,Regular,,,,BSE 100 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45492/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Taurus Large Cap Reg,equity,equity,INF044D01773,101209,Regular,-1.37,12.38,10.48,BSE 100 TRI,-3.49,10.62,11.27,1.48,0.96,0.44,14.54,12.25,,,,,25,https://www.valueresearchonline.com/funds/43/,6,2,3,3,N/A,14,Moderately High Risk
Taurus Nifty 50 Index Reg,equity,equity,INF044D01948,112948,Regular,-6.03,7.63,8.78,BSE 100 TRI,-3.49,10.62,11.27,-2.56,0.94,0.17,13.57,8.1,,,,,25,https://www.valueresearchonline.com/funds/11215/,2,2,4,4,N/A,12,Moderately High Risk
UTI BSE Sensex ETF,equity,equity,INF789F015Z6,126940,Regular,-7.14,7.11,9.24,BSE 100 TRI,-3.49,10.62,11.27,-3.02,0.94,0.13,13.61,7.62,,,,,25,https://www.valueresearchonline.com/funds/30885/,2,2,4,4,N/A,12,Moderately High Risk
UTI BSE Sensex Index Reg,equity,equity,INF767K01139,101199,Regular,-7.39,6.81,,BSE 100 TRI,-3.49,10.62,,-3.3,0.93,0.11,13.6,7.33,,,,,25,https://www.valueresearchonline.com/funds/42037/,2,2,4,4,N/A,12,Moderately High Risk
UTI BSE Sensex Next 50 ETF,equity,equity,INF789F1APF4,148086,Regular,2.14,18.43,15.92,BSE 100 TRI,-3.49,10.62,11.27,6.38,1.19,0.7,17.85,18.35,,,,,25,https://www.valueresearchonline.com/funds/39221/,12,4,2,1,N/A,19,Moderate Risk
UTI Large Cap Reg,equity,equity,INF789F01976,100651,Regular,-6.28,8.02,8.33,BSE 100 TRI,-3.49,10.62,11.27,-2.14,0.93,0.2,13.51,8.46,,,,,25,https://www.valueresearchonline.com/funds/22/,2,2,4,4,N/A,12,Moderately High Risk
UTI NIFTY50 Equal Wght Index Reg,equity,equity,INF789F1AYQ3,151761,Regular,1.77,13.17,,BSE 100 TRI,-3.49,10.62,,2.44,0.98,0.52,14.5,13.29,,,,,25,https://www.valueresearchonline.com/funds/43522/,8,2,3,3,N/A,16,Moderately High Risk
UTI Nifty 50 ETF,equity,equity,INF789F015Z6,126940,Regular,-4.97,8.96,10.11,BSE 100 TRI,-3.49,10.62,11.27,-1.35,0.95,0.26,13.71,9.35,,,,,25,https://www.valueresearchonline.com/funds/30886/,4,2,4,4,N/A,14,Moderately High Risk
UTI Nifty 50 Index Reg,equity,equity,INF789F01JN2,100822,Regular,-5.23,8.64,9.79,BSE 100 TRI,-3.49,10.62,11.27,-1.65,0.95,0.24,13.7,9.06,,,,,25,https://www.valueresearchonline.com/funds/757/,4,2,4,4,N/A,14,Moderately High Risk
UTI Nifty Next 50 ETF,equity,equity,INF789F1APF4,148086,Regular,5.58,18.95,14.13,BSE 100 TRI,-3.49,10.62,11.27,6.8,1.29,0.67,20.13,19.26,,,,,25,https://www.valueresearchonline.com/funds/34503/,12,4,2,1,N/A,19,Moderate Risk
UTI Nifty Next 50 Index Reg,equity,equity,INF789FC11T3,143340,Regular,4.82,18.1,13.31,BSE 100 TRI,-3.49,10.62,11.27,6.07,1.29,0.63,20.11,18.53,,,,,25,https://www.valueresearchonline.com/funds/36490/,12,4,2,1,N/A,19,Moderate Risk
Union Largecap Reg,equity,equity,INF582M01CQ5,141247,Regular,-3.51,9.04,9.37,BSE 100 TRI,-3.49,10.62,11.27,-1.2,0.93,0.26,13.7,9.41,,,,,25,https://www.valueresearchonline.com/funds/34080/,4,2,4,4,N/A,14,Moderately High Risk
WhiteOak Capital Large Cap Reg,equity,equity,INF03VN01662,150799,Regular,-2.23,12.85,,BSE 100 TRI,-3.49,10.62,,2.27,0.92,0.52,13.5,12.85,,,,,25,https://www.valueresearchonline.com/funds/42711/,8,2,4,4,N/A,18,Moderate Risk
Zerodha Nifty 100 ETF,equity,equity,INF579M01AN2,151165,Regular,-3.19,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44358/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Zerodha Nifty 50 ETF,equity,equity,INF579M01AN2,151165,Regular,,,,BSE 100 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45534/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ABSL Mid Cap Reg,equity,equity,INF209KB1Y23,148918,Regular,4.95,18.05,15.72,BSE 150 MidCap TRI,3.45,19.42,17.39,-0.78,0.97,0.69,18.08,18.23,,,,,25,https://www.valueresearchonline.com/funds/1439/,4,4,2,3,N/A,13,Moderately High Risk
ABSL Nifty Midcap 150 Index Reg,equity,equity,INF209KB1W41,148805,Regular,3.62,19.04,17.27,BSE 150 MidCap TRI,3.45,19.42,17.39,-0.31,1,0.73,18.17,19.13,,,,,25,https://www.valueresearchonline.com/funds/41383/,4,4,2,3,N/A,13,Moderately High Risk
Axis Midcap Reg,equity,equity,INF846K01859,114564,Regular,3.8,16.8,14.37,BSE 150 MidCap TRI,3.45,19.42,17.39,-0.35,0.84,0.69,16.15,16.92,,,,,25,https://www.valueresearchonline.com/funds/12052/,4,4,3,5,N/A,16,Moderately High Risk
Axis Nifty Midcap 50 Index Reg,equity,equity,INF846K012I3,149938,Regular,4.51,19.62,,BSE 150 MidCap TRI,3.45,19.42,,-0.03,1.01,0.74,18.63,19.54,,,,,25,https://www.valueresearchonline.com/funds/42156/,4,4,2,3,N/A,13,Moderately High Risk
