Fund Name,Category,Subcategory,ISIN,Scheme Code,Plan,1Y Return (%),3Y Return (%),5Y Return (%),Benchmark Name,Benchmark 1Y (%),Benchmark 3Y (%),Benchmark 5Y (%),Alpha,Beta,Sharpe Ratio,Std Dev,Mean Return (%),YTM (%),Modified Duration (yrs),Avg Credit Rating,Avg Maturity (yrs),Top Holdings Count,Fund URL,Alpha Score (12),Sharpe Score (12),Std Dev Score (6),Beta Score (6),Sortino Score (4),Total Score (40),Risk Label
Kotak BSE Sensex Index Dir,equity,equity,INF174KA1UV6,153286,Direct,-7.42,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44908/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Large Cap Dir,equity,equity,INF174K01KW6,120152,Direct,-2,12.36,11.85,BSE 100 TRI,-3.49,10.62,11.27,1.68,0.98,0.48,14.14,12.53,,,,,25,https://www.valueresearchonline.com/funds/16337/,8,2,3,3,N/A,16,Moderately High Risk
Kotak Nifty 100 Equal Weight ETF,equity,equity,INF174KA1TY2,153146,Direct,3.84,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44953/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Nifty 100 Equal Weight Index Dir,equity,equity,INF174KA1TY2,153146,Direct,3.67,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44796/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Nifty 100 Low Volatility 30 ETF,equity,equity,INF174KA1RZ3,152663,Direct,-0.73,12,,BSE 500 TRI,-1.52,12.67,,0.22,0.86,0.45,14.35,12.2,,,,,25,https://www.valueresearchonline.com/funds/42184/,6,2,3,4,N/A,15,Moderately High Risk
Kotak Nifty 100 Low Volatility 30 Index Dir,equity,equity,INF174KA1RZ3,152663,Direct,-1.09,,,BSE 500 TRI,-1.52,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44351/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Nifty 50 ETF,equity,equity,INF174K01KH7,123693,Direct,-4.96,8.93,10.06,BSE 100 TRI,-3.49,10.62,11.27,-1.38,0.95,0.26,13.7,9.33,,,,,25,https://www.valueresearchonline.com/funds/10843/,4,2,4,4,N/A,14,Moderately High Risk
Kotak Nifty 50 Equal Weight Index Dir,equity,equity,INF174KA1UE2,153150,Direct,1.98,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44800/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Nifty 50 Index Dir,equity,equity,INF174KA1SR8,152767,Direct,-5.07,8.66,9.83,BSE 100 TRI,-3.49,10.62,11.27,-1.62,0.95,0.24,13.69,9.08,,,,,25,https://www.valueresearchonline.com/funds/41517/,4,2,4,4,N/A,14,Moderately High Risk
Kotak Nifty Next 50 ETF,equity,equity,INF174K01KH7,123693,Direct,,,,BSE 100 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45721/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Kotak Nifty Next 50 Index Dir,equity,equity,INF174KA1GA9,148745,Direct,5.35,18.65,14,BSE 100 TRI,-3.49,10.62,11.27,6.55,1.28,0.66,20.06,18.99,,,,,25,https://www.valueresearchonline.com/funds/41327/,12,4,2,1,N/A,19,Moderate Risk
Kotak Nifty Top 10 Equal Weight Index Dir,equity,equity,INF174KA1WD0,153461,Direct,-13.51,,,BSE 100 TRI,-3.49,,,,,,,,,,,,10,https://www.valueresearchonline.com/funds/45101/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
LIC MF BSE Sensex ETF,equity,equity,INF767K01GI4,120338,Direct,-7.21,7.03,9.18,BSE 100 TRI,-3.49,10.62,11.27,-3.09,0.94,0.13,13.61,7.54,,,,,25,https://www.valueresearchonline.com/funds/31256/,2,2,4,4,N/A,12,Moderately High Risk
LIC MF BSE Sensex Index Dir,equity,equity,INF767K01FJ4,120308,Direct,-7.71,6.64,8.84,BSE 100 TRI,-3.49,10.62,11.27,-3.45,0.93,0.1,13.56,7.17,,,,,25,https://www.valueresearchonline.com/funds/16798/,2,2,4,4,N/A,12,Moderately High Risk
LIC MF Large Cap Dir,equity,equity,INF767K01EJ7,120267,Direct,-5.79,9.13,9.4,BSE 100 TRI,-3.49,10.62,11.27,-1.38,1.03,0.26,14.96,9.73,,,,,25,https://www.valueresearchonline.com/funds/16781/,4,2,3,3,N/A,12,Moderately High Risk
LIC MF Nifty 100 ETF,equity,equity,INF767K01GI4,120338,Direct,-3.38,10.32,10.39,BSE 100 TRI,-3.49,10.62,11.27,-0.29,1.01,0.34,14.49,10.71,,,,,25,https://www.valueresearchonline.com/funds/32018/,4,2,3,3,N/A,12,Moderately High Risk
LIC MF Nifty 50 ETF,equity,equity,INF767K01GI4,120338,Direct,-5.03,8.86,10.05,BSE 100 TRI,-3.49,10.62,11.27,-1.44,0.95,0.25,13.7,9.26,,,,,25,https://www.valueresearchonline.com/funds/31217/,4,2,4,4,N/A,14,Moderately High Risk
LIC MF Nifty 50 Index Dir,equity,equity,INF767K01FF2,120307,Direct,-5.53,8.57,9.77,BSE 100 TRI,-3.49,10.62,11.27,-1.71,0.95,0.23,13.69,8.99,,,,,25,https://www.valueresearchonline.com/funds/16763/,4,2,4,4,N/A,14,Moderately High Risk
LIC MF Nifty Next 50 Index Dir,equity,equity,INF397L01AW2,151937,Direct,5.56,18.62,13.9,BSE 100 TRI,-3.49,10.62,11.27,6.53,1.28,0.66,20.04,18.97,,,,,25,https://www.valueresearchonline.com/funds/16528/,12,4,2,1,N/A,19,Moderate Risk
Mahindra Manulife Large Cap Dir,equity,equity,INF955L01JF3,152898,Direct,-5.64,11.09,11.03,BSE 100 TRI,-3.49,10.62,11.27,0.61,0.96,0.4,14.1,11.38,,,,,25,https://www.valueresearchonline.com/funds/39224/,6,2,3,3,N/A,14,Moderately High Risk
Mirae Asset BSE Sensex ETF,equity,equity,INF769K01GK6,148529,Direct,-7.17,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43803/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Mirae Asset Diversified Equity Allocator Passive FoF Dir,equity,equity,INF769K01GE9,148500,Direct,-1.51,12.08,11.87,BSE 100 TRI,-3.49,10.62,11.27,1.31,1.03,0.44,14.96,12.45,,,,,3,https://www.valueresearchonline.com/funds/41121/,6,2,3,3,N/A,14,Moderately High Risk
Mirae Asset Large Cap Dir,equity,equity,INF769K01AX2,118825,Direct,-1.5,10.51,10.43,BSE 100 TRI,-3.49,10.62,11.27,0,0.97,0.36,14.07,10.8,,,,,25,https://www.valueresearchonline.com/funds/16575/,6,2,3,3,N/A,14,Moderately High Risk
Mirae Asset Nifty 100 Low Volatility 30 ETF,equity,equity,INF769K01CM1,118859,Direct,-1.04,11.78,,BSE 500 TRI,-1.52,12.67,,0.02,0.86,0.43,14.36,12,,,,,25,https://www.valueresearchonline.com/funds/43284/,6,2,3,4,N/A,15,Moderately High Risk
Mirae Asset Nifty 50 ETF,equity,equity,INF769K01FY9,148419,Direct,-4.99,8.95,10.1,BSE 100 TRI,-3.49,10.62,11.27,-1.36,0.95,0.26,13.71,9.34,,,,,25,https://www.valueresearchonline.com/funds/38323/,4,2,4,4,N/A,14,Moderately High Risk
Mirae Asset Nifty 50 Index Dir,equity,equity,INF769K01MQ1,152972,Direct,-5.16,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44620/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Mirae Asset Nifty Next 50 ETF,equity,equity,INF579M01AN2,151165,Direct,5.52,18.86,14.04,BSE 100 TRI,-3.49,10.62,11.27,6.72,1.29,0.66,20.12,19.18,,,,,25,https://www.valueresearchonline.com/funds/40538/,12,4,2,1,N/A,19,Moderate Risk
Mirae Asset Nifty Top 20 Equal Wght ETF,equity,equity,INF179K01XW8,119131,Direct,,,,BSE 100 TRI,,,,,,,,,,,,,20,https://www.valueresearchonline.com/funds/45679/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Mirae Asset Nifty50 Equal Wght ETF,equity,equity,INF769K01GX9,148623,Direct,2.17,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45149/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Large Cap Dir,equity,equity,INF247L01CE3,152354,Direct,-1.66,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44064/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Nifty 100 ETF,equity,equity,INF247L01247,124234,Direct,,,,BSE 100 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45555/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Nifty 50 ETF,equity,equity,INF247L01AE7,147794,Direct,-4.98,8.95,10.1,BSE 100 TRI,-3.49,10.62,11.27,-1.36,0.95,0.26,13.71,9.35,,,,,25,https://www.valueresearchonline.com/funds/11348/,4,2,4,4,N/A,14,Moderately High Risk
Motilal Oswal Nifty 50 Equal Weight ETF,equity,equity,INF846K017C5,149243,Direct,2.39,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45170/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Nifty 50 Index Dir,equity,equity,INF247L01AE7,147794,Direct,-5.07,8.82,9.94,BSE 100 TRI,-3.49,10.62,11.27,-1.48,0.95,0.25,13.71,9.23,,,,,25,https://www.valueresearchonline.com/funds/40471/,4,2,4,4,N/A,14,Moderately High Risk
Motilal Oswal Nifty Next 50 ETF,equity,equity,INF247L01AC1,147796,Direct,5.27,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45175/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Motilal Oswal Nifty Next 50 Index Dir,equity,equity,INF247L01AC1,147796,Direct,5.22,18.6,13.83,BSE 100 TRI,-3.49,10.62,11.27,6.5,1.29,0.65,20.1,18.96,,,,,25,https://www.valueresearchonline.com/funds/40469/,12,4,2,1,N/A,19,Moderate Risk
Navi BSE Sensex Index Dir,equity,equity,INF959L01HK9,152062,Direct,-7.29,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/43745/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Navi Nifty 50 Index Dir,equity,equity,INF959L01FP2,149039,Direct,-5.06,8.81,,BSE 100 TRI,-3.49,10.62,,-1.49,0.95,0.25,13.7,9.22,,,,,25,https://www.valueresearchonline.com/funds/41574/,4,2,4,4,N/A,14,Moderately High Risk
Navi Nifty Next 50 Index Dir,equity,equity,INF959L01FR8,149447,Direct,5.21,18.52,,BSE 100 TRI,-3.49,10.62,,6.43,1.29,0.65,20.1,18.89,,,,,25,https://www.valueresearchonline.com/funds/41937/,12,4,2,1,N/A,19,Moderate Risk
Nippon India BSE Sensex Next 30 ETF,equity,equity,INF204KC1FD7,153567,Direct,6,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45190/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Nippon India BSE Sensex Next 30 Index Dir,equity,equity,INF204KC1FD7,153567,Direct,5.75,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45197/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Nippon India ETF BSE Sensex,equity,equity,INF204K01K80,118791,Direct,-7.16,7.14,9.26,BSE 100 TRI,-3.49,10.62,11.27,-2.99,0.94,0.14,13.61,7.64,,,,,25,https://www.valueresearchonline.com/funds/28136/,2,2,4,4,N/A,12,Moderately High Risk
Nippon India ETF BSE Sensex Next 50,equity,equity,INF090I01VZ8,148304,Direct,2.02,18.24,15.72,BSE 100 TRI,-3.49,10.62,11.27,6.22,1.19,0.69,17.81,18.18,,,,,25,https://www.valueresearchonline.com/funds/40191/,12,4,2,1,N/A,19,Moderate Risk
Nippon India ETF Nifty 100,equity,equity,INF090I01KR8,129008,Direct,-3.61,10.1,10.12,BSE 100 TRI,-3.49,10.62,11.27,-0.5,1.01,0.32,14.5,10.51,,,,,25,https://www.valueresearchonline.com/funds/18234/,4,2,3,3,N/A,12,Moderately High Risk
Nippon India ETF Nifty 50 BeES,equity,equity,INF204KA1U53,134547,Direct,-4.98,8.96,10.12,BSE 100 TRI,-3.49,10.62,11.27,-1.35,0.95,0.26,13.71,9.36,,,,,25,https://www.valueresearchonline.com/funds/1171/,4,2,4,4,N/A,14,Moderately High Risk
Nippon India ETF Nifty 50 Shariah BeES,equity,equity,INF090I01VZ8,148304,Direct,-14.13,1.7,1.55,BSE 500 TRI,-1.52,12.67,12.33,-8.8,0.84,-0.17,16.2,3.03,,,,,17,https://www.valueresearchonline.com/funds/10218/,1,1,3,5,N/A,10,High Risk
Nippon India ETF Nifty Next 50 Junior BeES,equity,equity,INF204KB1X25,146513,Direct,5.47,18.82,14.01,BSE 100 TRI,-3.49,10.62,11.27,6.69,1.29,0.66,20.12,19.14,,,,,25,https://www.valueresearchonline.com/funds/1545/,12,4,2,1,N/A,19,Moderate Risk
Nippon India Index BSE Sensex Plan Dir,equity,equity,INF204K01K80,118791,Direct,-7.32,6.92,9.07,BSE 100 TRI,-3.49,10.62,11.27,-3.19,0.93,0.12,13.59,7.44,,,,,25,https://www.valueresearchonline.com/funds/16859/,2,2,4,4,N/A,12,Moderately High Risk
Nippon India Index-Nifty 50 Plan Dir,equity,equity,INF204K01H36,118741,Direct,-5.05,8.81,9.93,BSE 100 TRI,-3.49,10.62,11.27,-1.49,0.95,0.25,13.69,9.21,,,,,25,https://www.valueresearchonline.com/funds/16856/,4,2,4,4,N/A,14,Moderately High Risk
Nippon India Large Cap Dir,equity,equity,INF204K01XI3,118632,Direct,-1.35,14.28,16.24,BSE 100 TRI,-3.49,10.62,11.27,3.53,0.96,0.6,14.04,14.28,,,,,25,https://www.valueresearchonline.com/funds/16192/,10,4,3,3,N/A,20,Moderate Risk
Nippon India Nifty Next 50 Junior BeES FoF Dir,equity,equity,INF204KB1X25,146513,Direct,5.66,18.64,13.94,BSE 100 TRI,-3.49,10.62,11.27,6.59,1.27,0.66,19.88,18.95,,,,,1,https://www.valueresearchonline.com/funds/39157/,12,4,2,1,N/A,19,Moderate Risk
PGIM India Large Cap Dir,equity,equity,INF663L01GR4,138312,Direct,-3.22,8.86,8.86,BSE 100 TRI,-3.49,10.62,11.27,-1.48,0.97,0.25,14.08,9.31,,,,,25,https://www.valueresearchonline.com/funds/15574/,4,2,3,3,N/A,12,Moderately High Risk
Parag Parikh Large Cap Dir,equity,equity,INF879O01332,154155,Direct,,,,BSE 100 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45775/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Quant Focused Dir,equity,equity,INF966L01853,120834,Direct,5.76,16.05,15.02,BSE 500 TRI,-1.52,12.67,12.33,2.33,1.18,0.56,19.43,16.62,,,,,11,https://www.valueresearchonline.com/funds/17373/,8,2,2,1,N/A,13,Moderately High Risk
Quant Large Cap Dir,equity,equity,INF966L01648,120826,Direct,3.57,15.81,,BSE 100 TRI,-3.49,10.62,,4.49,1.13,0.58,17.88,16.15,,,,,13,https://www.valueresearchonline.com/funds/42367/,10,2,2,2,N/A,16,Moderately High Risk
Quantum Nifty 50 ETF,equity,equity,INF082J01416,150390,Direct,-5.03,8.9,10.07,BSE 100 TRI,-3.49,10.62,11.27,-1.41,0.95,0.25,13.7,9.29,,,,,25,https://www.valueresearchonline.com/funds/7834/,4,2,4,4,N/A,14,Moderately High Risk
Quantum Nifty 50 ETF FoF-Dir,equity,equity,INF082J01416,150390,Direct,-4.94,8.83,,BSE 100 TRI,-3.49,10.62,,-1.4,0.93,0.25,13.5,9.23,,,,,1,https://www.valueresearchonline.com/funds/42346/,4,2,4,4,N/A,14,Moderately High Risk
SBI BSE 100 ETF,equity,equity,INF200K01V08,125503,Direct,-3.63,10.45,11.09,BSE 100 TRI,-3.49,10.62,11.27,-0.15,1,0.35,14.36,10.82,,,,,25,https://www.valueresearchonline.com/funds/29714/,4,2,3,3,N/A,12,Moderately High Risk
SBI BSE Sensex ETF,equity,equity,INF200K01V08,125503,Direct,-7.16,7.1,9.23,BSE 100 TRI,-3.49,10.62,11.27,-3.03,0.94,0.13,13.61,7.61,,,,,25,https://www.valueresearchonline.com/funds/18077/,2,2,4,4,N/A,12,Moderately High Risk
SBI BSE Sensex Index Dir,equity,equity,INF200KA16Y4,151769,Direct,-7.43,6.85,,BSE 100 TRI,-3.49,10.62,,-3.26,0.93,0.12,13.59,7.37,,,,,25,https://www.valueresearchonline.com/funds/43526/,2,2,4,4,N/A,12,Moderately High Risk
SBI BSE Sensex Next 50 ETF,equity,equity,INF200K01SK7,120137,Direct,2.11,18.39,15.92,BSE 100 TRI,-3.49,10.62,11.27,6.34,1.19,0.7,17.85,18.32,,,,,25,https://www.valueresearchonline.com/funds/37639/,12,4,2,1,N/A,19,Moderate Risk
SBI Large Cap Dir,equity,equity,INF200K01QX4,119598,Direct,0.91,11.26,12.17,BSE 100 TRI,-3.49,10.62,11.27,0.8,0.94,0.41,13.7,11.44,,,,,25,https://www.valueresearchonline.com/funds/16198/,6,2,4,4,N/A,16,Moderately High Risk
SBI Nifty 50 ETF,equity,equity,INF200K01V08,125503,Direct,-4.99,8.95,10.1,BSE 100 TRI,-3.49,10.62,11.27,-1.36,0.95,0.26,13.71,9.34,,,,,25,https://www.valueresearchonline.com/funds/30710/,4,2,4,4,N/A,14,Moderately High Risk
SBI Nifty 50 Equal Weight ETF,equity,equity,INF200K01SH3,119707,Direct,2.27,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44433/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
SBI Nifty Index Dir,equity,equity,INF200KB1563,153250,Direct,-5.2,8.73,9.89,BSE 100 TRI,-3.49,10.62,11.27,-1.57,0.95,0.24,13.71,9.14,,,,,25,https://www.valueresearchonline.com/funds/16233/,4,2,4,4,N/A,14,Moderately High Risk
SBI Nifty Next 50 ETF,equity,equity,INF200K01SV4,119798,Direct,5.53,18.88,14.06,BSE 100 TRI,-3.49,10.62,11.27,6.74,1.29,0.67,20.13,19.2,,,,,25,https://www.valueresearchonline.com/funds/29715/,12,4,2,1,N/A,19,Moderate Risk
SBI Nifty Next 50 Index Dir,equity,equity,INF200KA1W00,148945,Direct,5.25,18.59,13.82,BSE 100 TRI,-3.49,10.62,11.27,6.49,1.29,0.65,20.13,18.96,,,,,25,https://www.valueresearchonline.com/funds/41492/,12,4,2,1,N/A,19,Moderate Risk
SBI Nifty100 Low Volatility 30 Index Dir,equity,equity,INF200KB1936,153718,Direct,,,,BSE 500 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45361/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
SBI Nifty50 Equal Weight Index Dir,equity,equity,INF200KB1027,152370,Direct,2.09,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44075/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Samco Large Cap Dir,equity,equity,INF0K1H01255,153239,Direct,-10.55,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45017/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Sundaram Large Cap Dir,equity,equity,INF903J017I5,134363,Direct,-2.69,9.64,10.59,BSE 100 TRI,-3.49,10.62,11.27,-0.42,0.88,0.32,12.82,9.91,,,,,25,https://www.valueresearchonline.com/funds/41104/,4,2,4,4,N/A,14,Moderately High Risk
Sundaram Nifty 100 Equal Weight Dir,equity,equity,INF903J017I5,134363,Direct,3.87,15.89,13.27,BSE 100 TRI,-3.49,10.62,11.27,4.46,1.11,0.61,16.53,15.97,,,,,25,https://www.valueresearchonline.com/funds/16608/,10,4,3,2,N/A,19,Moderate Risk
Tata BSE Sensex Index Dir,equity,equity,INF174KA1UV6,153286,Direct,-7.42,6.79,8.88,BSE 100 TRI,-3.49,10.62,11.27,-3.31,0.93,0.11,13.6,7.32,,,,,25,https://www.valueresearchonline.com/funds/16955/,2,2,4,4,N/A,12,Moderately High Risk
Tata Large Cap Dir,equity,equity,INF277K01QZ7,119160,Direct,0.35,12.35,12.22,BSE 100 TRI,-3.49,10.62,11.27,1.56,1.01,0.46,14.72,12.58,,,,,25,https://www.valueresearchonline.com/funds/16729/,8,2,3,3,N/A,16,Moderately High Risk
Tata Nifty 50 ETF,equity,equity,INF277KA1224,149361,Direct,-5.03,8.89,10.05,BSE 100 TRI,-3.49,10.62,11.27,-1.42,0.95,0.25,13.7,9.29,,,,,25,https://www.valueresearchonline.com/funds/38578/,4,2,4,4,N/A,14,Moderately High Risk
Tata Nifty 50 Index Dir,equity,equity,INF277KA1EJ1,153858,Direct,-5.23,8.65,9.86,BSE 100 TRI,-3.49,10.62,11.27,-1.64,0.95,0.24,13.71,9.07,,,,,25,https://www.valueresearchonline.com/funds/16954/,4,2,4,4,N/A,14,Moderately High Risk
Tata Nifty Next 50 Index Dir,equity,equity,INF277KA1EJ1,153858,Direct,,,,BSE 100 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45494/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Taurus Large Cap Dir,equity,equity,INF044D01BX3,118870,Direct,-1.17,12.55,10.62,BSE 100 TRI,-3.49,10.62,11.27,1.63,0.96,0.45,14.53,12.4,,,,,25,https://www.valueresearchonline.com/funds/17027/,8,2,3,3,N/A,16,Moderately High Risk
Taurus Nifty 50 Index Dir,equity,equity,INF044D01CQ5,118881,Direct,-5.78,7.9,9.09,BSE 100 TRI,-3.49,10.62,11.27,-2.31,0.94,0.19,13.56,8.35,,,,,25,https://www.valueresearchonline.com/funds/17039/,2,2,4,4,N/A,12,Moderately High Risk
UTI BSE Sensex ETF,equity,equity,INF789F015Z6,126940,Direct,-7.14,7.11,9.24,BSE 100 TRI,-3.49,10.62,11.27,-3.02,0.94,0.13,13.61,7.62,,,,,25,https://www.valueresearchonline.com/funds/30885/,2,2,4,4,N/A,12,Moderately High Risk
UTI BSE Sensex Index Dir,equity,equity,INF789F1AVD7,149803,Direct,-7.3,6.91,,BSE 100 TRI,-3.49,10.62,,-3.2,0.93,0.12,13.6,7.43,,,,,25,https://www.valueresearchonline.com/funds/42038/,2,2,4,4,N/A,12,Moderately High Risk
UTI BSE Sensex Next 50 ETF,equity,equity,INF789F1APF4,148086,Direct,2.14,18.43,15.92,BSE 100 TRI,-3.49,10.62,11.27,6.38,1.19,0.7,17.85,18.35,,,,,25,https://www.valueresearchonline.com/funds/39221/,12,4,2,1,N/A,19,Moderate Risk
UTI Large Cap Dir,equity,equity,INF789F01US8,120656,Direct,-5.52,8.94,9.27,BSE 100 TRI,-3.49,10.62,11.27,-1.29,0.93,0.26,13.52,9.31,,,,,25,https://www.valueresearchonline.com/funds/15789/,4,2,4,4,N/A,14,Moderately High Risk
UTI NIFTY50 Equal Wght Index Dir,equity,equity,INF789F1AYP5,151762,Direct,2.24,13.67,,BSE 100 TRI,-3.49,10.62,,2.89,0.98,0.55,14.5,13.75,,,,,25,https://www.valueresearchonline.com/funds/43523/,8,2,3,3,N/A,16,Moderately High Risk
UTI Nifty 50 ETF,equity,equity,INF789F015Z6,126940,Direct,-4.97,8.96,10.11,BSE 100 TRI,-3.49,10.62,11.27,-1.35,0.95,0.26,13.71,9.35,,,,,25,https://www.valueresearchonline.com/funds/30886/,4,2,4,4,N/A,14,Moderately High Risk
UTI Nifty 50 Index Dir,equity,equity,INF789F01XA0,120716,Direct,-5.12,8.77,9.92,BSE 100 TRI,-3.49,10.62,11.27,-1.52,0.95,0.25,13.71,9.18,,,,,25,https://www.valueresearchonline.com/funds/15830/,4,2,4,4,N/A,14,Moderately High Risk
UTI Nifty Next 50 ETF,equity,equity,INF789F1APF4,148086,Direct,5.58,18.95,14.13,BSE 100 TRI,-3.49,10.62,11.27,6.8,1.29,0.67,20.13,19.26,,,,,25,https://www.valueresearchonline.com/funds/34503/,12,4,2,1,N/A,19,Moderate Risk
UTI Nifty Next 50 Index Dir,equity,equity,INF789FC12T1,143341,Direct,5.29,18.63,13.83,BSE 100 TRI,-3.49,10.62,11.27,6.53,1.29,0.66,20.12,18.98,,,,,25,https://www.valueresearchonline.com/funds/36491/,12,4,2,1,N/A,19,Moderate Risk
Union Largecap Dir,equity,equity,INF582M01CU7,141248,Direct,-2.68,9.98,10.25,BSE 100 TRI,-3.49,10.62,11.27,-0.32,0.93,0.33,13.69,10.29,,,,,25,https://www.valueresearchonline.com/funds/34082/,4,2,4,4,N/A,14,Moderately High Risk
WhiteOak Capital Large Cap Dir,equity,equity,INF03VN01696,150797,Direct,-0.66,14.72,,BSE 100 TRI,-3.49,10.62,,3.93,0.93,0.64,13.52,14.51,,,,,25,https://www.valueresearchonline.com/funds/42713/,10,4,4,4,N/A,22,Moderate Risk
Zerodha BSE SENSEX Index Dir,equity,equity,INF955L01JF3,152898,Direct,,,,BSE 100 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45565/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Zerodha Nifty 100 ETF,equity,equity,INF579M01AN2,151165,Direct,-3.19,,,BSE 100 TRI,-3.49,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/44358/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Zerodha Nifty 50 ETF,equity,equity,INF579M01AN2,151165,Direct,,,,BSE 100 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45534/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
Zerodha Nifty 50 Index Dir,equity,equity,INF0R8F01158,153906,Direct,,,,BSE 100 TRI,,,,,,,,,,,,,25,https://www.valueresearchonline.com/funds/45533/,N/A,N/A,N/A,N/A,N/A,,Insufficient Data
ABSL Mid Cap Dir,equity,equity,INF209K01Q30,119620,Direct,5.83,19.05,16.72,BSE 150 MidCap TRI,3.45,19.42,17.39,0.06,0.97,0.73,18.09,19.08,,,,,25,https://www.valueresearchonline.com/funds/15870/,6,4,2,3,N/A,15,Moderately High Risk
ABSL Nifty Midcap 150 Index Dir,equity,equity,INF209KB1W74,148807,Direct,4.21,19.72,18,BSE 150 MidCap TRI,3.45,19.42,17.39,0.26,1,0.76,18.18,19.7,,,,,25,https://www.valueresearchonline.com/funds/41385/,6,4,2,3,N/A,15,Moderately High Risk
Axis Midcap Dir,equity,equity,INF846K01EH3,120505,Direct,4.86,18.01,15.65,BSE 150 MidCap TRI,3.45,19.42,17.39,0.69,0.84,0.75,16.16,17.97,,,,,25,https://www.valueresearchonline.com/funds/15690/,6,4,3,5,N/A,18,Moderate Risk
Axis Nifty Midcap 50 Index Dir,equity,equity,INF846K019H0,149936,Direct,5.32,20.51,,BSE 150 MidCap TRI,3.45,19.42,,0.71,1.01,0.78,18.64,20.29,,,,,25,https://www.valueresearchonline.com/funds/42158/,6,4,2,3,N/A,15,Moderately High Risk
Bandhan Midcap Dir,equity,equity,INF194KB1DJ2,150404,Direct,7.71,20.56,,BSE 150 MidCap TRI,3.45,19.42,,1.45,0.98,0.79,18.61,20.53,,,,,25,https://www.valueresearchonline.com/funds/42342/,6,4,2,3,N/A,15,Moderately High Risk
