fund_name,plan,vr_id,category,isin,scheme_code,ytm,mac_duration,avg_maturity,avg_credit_rating,ytm_score_10,duration_score_10,maturity_score_10,credit_score_10,total_score_40,risk_category,fund_rating,b1y,b3y,b5y,f1y,f3y,f5y,cr_aaa,cr_cash_eq,cr_sov,cr_unrated,num_securities
ICICI Pru Bond,Regular,8811,Debt: Medium to Long Duration,INF109K01BO8,109740,7.56,6.3,14.99,AAA,8,3,3,9,23,Moderate Risk,Average,1.14,5.62,5.2,1.79,6.45,5.71,35.47,7.12,57.08,0.33,55
ICICI Pru Diversified Debt Strategy Active FoF,Regular,1926,Debt: Medium to Long Duration,INF109K01878,102141,--,--,--,AAA,1,1,1,9,12,High Risk,Poor,1.14,5.62,5.2,3.8,6.89,6.11,27.21,3.34,41.58,0.26,4
JM Medium to Long Duration Reg,Regular,110,Debt: Medium to Long Duration,INF192K01AB3,100223,7.13,4.09,4.94,AAA,6,4,6,9,25,Moderate Risk,Average,1.14,5.62,5.2,1.09,5.73,4.81,23.19,4.67,71.82,0.31,7
Kotak Bond Reg,Regular,711,Debt: Medium to Long Duration,INF174K01EM0,100299,7.55,5.71,10.51,AAA,8,3,3,9,23,Moderate Risk,Average,1.14,5.62,5.2,0.5,5.53,4.99,29.09,6.84,59.03,0.32,48
LIC MF Medium to Long Duration Reg,Regular,616,Debt: Medium to Long Duration,INF767K01923,100315,7.16,5.53,10.69,AAA,6,3,3,9,21,Moderate Risk,Average,1.14,5.62,5.2,1.08,5.86,5.19,36.54,6.63,56.51,0.32,14
Nippon India Medium to Long Duration Reg,Regular,479,Debt: Medium to Long Duration,INF204K01CL1,100387,7.21,6.12,12.34,AAA,7,3,3,9,22,Moderate Risk,Average,1.14,5.62,5.2,0.63,5.37,5.02,8.25,10.6,79.48,1.37,16
SBI Medium to Long Duration Reg,Regular,567,Debt: Medium to Long Duration,INF200K01594,100639,7.88,4.59,8.73,AAA,8,4,4,9,25,Moderate Risk,Average,1.14,5.62,5.2,1.31,5.78,5.4,14.1,6.95,37.94,0.31,30
UTI Medium to Long Duration Reg,Regular,541,Debt: Medium to Long Duration,INF789F01406,100741,7.94,5.21,8.49,AAA,8,3,4,9,24,Moderate Risk,Average,1.14,5.62,5.2,0.75,5.49,7.96,31.23,2.94,43.24,0.32,23
UTI Medium to Long Duration Seg Port Reg,Regular,40715,--,INF789F01406,100741,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
ABSL Money Manager Reg,Regular,2952,Debt: Money Market,INF209K01RV7,101976,7.3,0.75,0.75,AAA,7,9,9,9,34,Low Risk,Good,5.63,6.87,6.07,5.74,7.11,6.32,93.01,-6.93,13.65,0.27,165
ABSL Money Manager Ret,Regular,1749,Debt: Money Market,INF209K01RV7,101976,7.3,0.75,0.75,AAA,7,9,9,9,34,Low Risk,Good,5.63,6.87,6.07,5.74,7.11,6.32,93.01,-6.93,13.65,0.27,165
Axis Money Market Reg,Regular,40192,Debt: Money Market,INF846K01R46,147568,7.02,0.65,0.65,AAA,6,9,9,9,33,Low Risk,Good,5.63,6.87,6.07,5.8,7.13,6.31,84.72,3.94,11.04,0.3,104
Bajaj Finserv Money Market Reg,Regular,43658,Debt: Money Market,INF0QA701441,151893,6.93,0.7,0.7,AAA,5,9,9,9,32,Low Risk,Good,5.63,--,--,5.28,--,--,81.16,4.22,14.25,0.37,73
Bandhan Money Market Reg,Regular,1548,Debt: Money Market,INF194K01LJ9,108756,6.96,0.67,0.67,AAA,5,9,9,9,32,Low Risk,Good,5.63,6.87,6.07,5.74,6.77,5.79,85,1.31,13.47,0.22,96
Bank of India Money Market Reg,Regular,44944,Debt: Money Market,INF761K01GS6,153293,7.03,0.67,0.67,AAA,6,9,9,9,33,Low Risk,Good,5.63,--,--,5.54,--,--,89.29,1.93,8.58,0.2,26
Baroda BNP Paribas Money Market Reg,Regular,40012,Debt: Money Market,INF955L01HY8,147382,7.22,0.66,0.66,AAA,7,9,9,9,34,Low Risk,Good,5.63,6.87,6.07,5.76,6.86,5.91,96.8,-6.78,9.64,0.34,53
DSP Savings Reg,Regular,662,Debt: Money Market,INF740K01714,100087,7.18,0.73,0.73,AAA,6,9,9,9,33,Low Risk,Good,5.63,6.87,6.07,5.69,6.81,5.92,88.37,-1.45,12.84,0.24,116
Edelweiss Money Market Inst,Regular,7964,Debt: Money Market,INF843K01344,140229,7.06,0.71,0.66,AAA,6,9,9,9,33,Low Risk,Good,5.63,6.87,6.07,5.26,6.45,5.44,89.73,2.1,7.86,0.31,37
Edelweiss Money Market Reg,Regular,7962,Debt: Money Market,INF843K01344,140229,7.06,0.71,0.66,AAA,6,9,9,9,33,Low Risk,Good,5.63,6.87,6.07,5.26,6.45,5.44,89.73,2.1,7.86,0.31,37
Franklin India Money Market Reg,Regular,1184,Debt: Money Market,INF090I01CA1,101357,7.14,0.51,0.64,AAA,6,9,9,9,33,Low Risk,Good,5.63,6.87,6.07,5.76,7.09,6.18,88.81,10.77,0.18,0.25,41
Groww Money Market Reg,Regular,45612,--,INF666M01MZ6,153992,6.63,0.43,0.43,AAA,4,10,10,9,33,Low Risk,Good,--,--,--,24,22,18,77.97,21.87,--,0.16,12
HDFC Money Market Reg,Regular,695,Debt: Money Market,INF179KB1HR5,101993,7.23,0.7,0.7,AAA,7,9,9,9,34,Low Risk,Good,5.63,6.87,6.07,5.74,7.07,6.25,90.75,-0.56,9.5,0.31,106
HSBC Money Market Reg,Regular,2840,Debt: Money Market,INF917K01BC9,151048,7.03,0.71,0.71,AAA,6,9,9,9,33,Low Risk,Good,5.63,6.87,6.07,5.64,6.89,5.89,84.86,1.02,13.92,0.2,80
ICICI Pru Money Market,Regular,3261,Debt: Money Market,INF109K01TW3,101221,7.11,0.69,0.7,AAA,6,9,9,9,33,Low Risk,Good,5.63,6.87,6.07,5.74,7.11,6.27,85.36,1.07,13.29,0.28,114
Invesco India Money Market,Regular,10627,Debt: Money Market,INF205K01SD1,112123,7.07,0.69,0.69,AAA,6,9,9,9,33,Low Risk,Good,5.63,6.87,6.07,5.55,6.83,5.89,89.15,1.19,9.38,0.28,61
Invesco India Money Market Reg,Regular,10625,Debt: Money Market,INF205K01SD1,112123,7.07,0.69,0.69,AAA,6,9,9,9,33,Low Risk,Good,5.63,6.87,6.07,4.73,6.02,5.11,89.15,1.19,9.38,0.28,61
Kotak Money Market Reg,Regular,1781,Debt: Money Market,INF174K01NA6,101893,7.11,0.68,0.68,AAA,6,9,9,9,33,Low Risk,Good,5.63,6.87,6.07,5.76,7.09,6.3,86.36,-2.36,15.72,0.28,122
LIC MF Money Market Reg,Regular,42407,Debt: Money Market,INF767K01RB6,150393,6.89,0.52,0.52,AAA,5,9,9,9,32,Low Risk,Good,5.63,6.87,--,5.77,6.21,--,85.37,-0.24,14.66,0.22,63
Mirae Asset Money Market Reg,Regular,41641,Debt: Money Market,INF769K01HK4,149115,7.01,0.69,0.69,AAA,6,9,9,9,33,Low Risk,Good,5.63,6.87,--,5.52,6.88,--,86.99,0.14,12.65,0.22,64
Nippon India Money Market Reg,Regular,2792,Debt: Money Market,INF204K01VA4,103048,7.14,0.69,0.7,AAA,6,9,9,9,33,Low Risk,Good,5.63,6.87,6.07,5.75,7.12,6.34,84.92,1.27,13.52,0.29,120
PGIM India Money Market Reg,Regular,40771,Debt: Money Market,INF663L01U24,148159,7,0.63,0.63,AAA,6,9,9,9,33,Low Risk,Good,5.63,6.87,6.07,5.51,6.74,5.89,86.05,12.81,0.49,0.65,10
SBI Savings Reg,Regular,2300,Debt: Money Market,INF200K01636,102503,6.99,0.7,0.73,AAA,5,9,9,9,32,Low Risk,Good,5.63,6.87,6.07,5.36,6.68,5.85,85.45,1.76,12.52,0.27,82
Shriram Money Market Reg,Regular,45777,--,INF680P01489,154143,7.1,0.74,0.74,AAA,6,9,9,9,33,Low Risk,Good,--,--,--,24,22,18,87.78,0.23,11.99,--,13
Sundaram Money Market Reg,Regular,37720,Debt: Money Market,INF903JA1FJ3,145042,7.07,0.65,0.65,AAA,6,9,9,9,33,Low Risk,Good,5.63,6.87,6.07,5.71,6.95,6.09,84.95,8.95,5.85,0.25,40
TRUSTMF Money Market Reg,Regular,42420,Debt: Money Market,INF0GCD01479,150511,6.77,0.59,0.59,AAA,5,9,9,9,32,Low Risk,Good,5.63,6.87,--,5.55,6.76,--,84.28,2.86,12.46,0.4,18
Tata Money Market Reg,Regular,1731,Debt: Money Market,INF277K01LQ7,101847,7.05,0.64,0.64,AAA,6,9,9,9,33,Low Risk,Good,5.63,6.87,6.07,5.8,7.12,6.31,83.99,-0.06,15.8,0.27,92
UTI Money Market Discontinued,Regular,389,Debt: Money Market,,,7.11,0.67,0.67,AAA,6,9,9,9,33,Low Risk,Good,5.63,6.87,6.07,5.82,6.91,5.99,88.36,-2.37,13.73,0.29,104
UTI Money Market Reg,Regular,10556,Debt: Money Market,,,7.11,0.67,0.67,AAA,6,9,9,9,33,Low Risk,Good,5.63,6.87,6.07,5.82,7.16,6.35,88.36,-2.37,13.73,0.29,104
Union Money Market Reg,Regular,41645,Debt: Money Market,INF582M01HO9,149116,6.68,0.45,0.45,AAA,4,10,10,9,33,Low Risk,Good,5.63,6.87,--,5.4,6.28,--,84.02,5.04,10.88,0.06,36
ABSL US Treasury 1-3 Year Bonds ETFs Passive FoF Reg*,Regular,43822,--,INF209KB13W4,152142,3.9,--,1.96,D,1,1,8,1,11,High Risk,Poor,--,--,--,14.87,--,--,--,0.5,--,98.4,2
ABSL US Treasury 3-10 Year Bonds ETFs Passive FoF Reg*,Regular,43818,--,INF209KB19W1,152147,4.11,--,5.66,D,1,1,5,1,8,High Risk,Poor,--,--,--,14.97,--,--,--,0.47,--,99.53,2
Axis US Specific Treasury Dynamic Debt Passive FoF Reg*,Regular,43976,--,INF846K013T8,152239,4.29,--,8.33,D,1,1,4,1,7,High Risk,Poor,--,--,--,15.83,--,--,--,1.63,--,98.37,1
Bandhan US Treasury Bond 0-1 year Specific Debt Passive FoF Reg,Regular,43351,--,INF194KB1FT6,151546,--,--,--,D,1,1,1,1,4,High Risk,Poor,--,--,--,15.68,9.53,--,--,0.73,--,99.27,1
DSP US Specific Debt Passive FoF Reg*,Regular,44194,--,INF740KA1UG2,152527,--,--,--,D,1,1,1,1,4,High Risk,Poor,--,--,--,15.93,--,--,--,0.24,--,99.76,2
360 ONE Overnight Reg,Regular,45314,--,INF579M01BD1,153700,5.38,--,0.01,GOI/Cash,1,1,10,10,22,Moderate Risk,Average,--,--,--,35,33,27,--,96.4,3.6,--,3
ABSL CRISIL Liquid Overnight ETF,Regular,43247,Debt: Overnight,INF209K01RU9,100047,--,--,--,Cash,1,1,1,10,13,High Risk,Poor,5.23,6.1,--,4.91,5.78,--,--,100,--,--,--
ABSL Overnight Reg,Regular,38131,Debt: Overnight,INF209KB1ZC3,145481,5.28,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.23,6.1,5.48,--,97.31,2.69,--,1
Axis Overnight Reg,Regular,39290,Debt: Overnight,INF846K01O23,146678,5.33,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.35,6.21,5.57,--,94.69,5.31,--,7
Bajaj Finserv Overnight Reg,Regular,43598,Debt: Overnight,INF0QA701250,151851,5.34,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,--,--,5.35,--,--,--,94.09,5.91,--,5
Bandhan Overnight Reg,Regular,38833,Debt: Overnight,INF194KB1314,146187,5.3,0.02,0.02,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.25,6.11,5.48,--,91.08,8.67,0.25,4
Bank of India Overnight Reg,Regular,40570,Debt: Overnight,INF761K01EZ6,147936,5.29,0,0,Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.58,6.34,5.67,--,100,--,--,--
Baroda BNP Paribas Overnight Reg,Regular,39815,Debt: Overnight,INF955L01HS0,147193,5.29,0,0.01,Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.29,6.15,5.52,--,98.85,1.15,--,2
Baroda BNP Paribas Overnight Unclaimed,Regular,42288,--,INF955L01HS0,147193,5.29,0,0.01,Cash,1,10,10,10,31,Low Risk,Good,--,--,--,--,--,--,--,98.85,1.15,--,2
Canara Robeco Overnight Reg,Regular,40151,Debt: Overnight,INF760K01JO1,147534,5.24,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.28,6.12,5.51,--,96.62,3.38,--,2
DSP Overnight Reg,Regular,38745,Debt: Overnight,INF740KA1MB0,146061,5.1,--,0.01,GOI/Cash,1,1,10,10,22,Moderate Risk,Average,5.23,6.1,5.49,5.28,6.15,5.51,--,93.88,6.12,--,5
DSP Overnight Uncl,Regular,41887,--,INF740KA1MB0,146061,5.1,--,0.01,GOI/Cash,1,1,10,10,22,Moderate Risk,Average,--,--,--,--,--,--,--,93.88,6.12,--,5
Edelweiss Overnight Reg,Regular,40169,Debt: Overnight,INF754K01KE3,147569,5.34,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.26,6.12,5.48,--,97.6,2.4,--,1
Franklin India Overnight Reg,Regular,39881,Debt: Overnight,INF090I01SO8,147213,5.35,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.37,6.16,5.51,--,94.27,5.73,--,5
Groww Overnight Reg,Regular,40032,Debt: Overnight,INF666M01GT1,147454,5.4,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.15,6.03,5.36,--,100,--,--,--
HDFC Overnight Reg,Regular,1202,Debt: Overnight,INF179KB1HS3,101996,5.27,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.22,6.08,5.44,--,94.08,5.92,--,6
HSBC Overnight Reg,Regular,39917,Debt: Overnight,INF336L01OL4,147290,5.26,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.29,6.13,5.49,--,93.86,6.14,--,4
Helios Overnight Reg,Regular,43833,Debt: Overnight,INF0R8701095,152153,5.24,0,0,Cash,1,10,10,10,31,Low Risk,Good,5.23,--,--,5.15,--,--,--,100,--,--,--
ICICI Pru Overnight,Regular,38253,Debt: Overnight,INF109KC17E3,145535,5.32,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.29,6.14,5.5,--,93.95,6.05,--,6
ITI Overnight Reg,Regular,40350,Debt: Overnight,INF00XX01473,147714,5.27,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.04,5.89,5.3,--,100,--,--,--
Invesco India Overnight Reg,Regular,40510,Debt: Overnight,INF205KA1114,147878,5.28,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.3,6.16,5.52,--,98.52,1.48,--,1
JM Overnight Reg,Regular,40472,Debt: Overnight,INF192K01LX4,147836,5.25,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.14,6.05,5.45,--,100,--,--,--
JioBlackRock Overnight Uncl,Regular,45699,--,INF22M001036,153650,5.34,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,--,--,--,--,--,--,--,96.03,3.97,--,3
Kotak Overnight Reg,Regular,38843,Debt: Overnight,INF174KA1BC6,146142,5.32,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.28,6.13,5.49,--,96.52,3.48,--,6
LIC MF Overnight Reg,Regular,40143,Debt: Overnight,INF767K01QD4,147519,5.33,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.28,6.1,5.47,--,94.34,5.66,--,3
Mahindra Manulife Overnight Reg,Regular,40202,Debt: Overnight,INF174V01812,147565,5.38,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.24,6.11,5.49,--,92.71,7.29,--,3
Mirae Asset Overnight Reg,Regular,40362,Debt: Overnight,INF769K01FE1,147739,5.33,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.29,6.14,5.52,--,94.62,5.38,--,2
NJ Overnight Reg,Regular,42424,Debt: Overnight,INF0J8L01073,150368,5.27,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,--,5.18,6.04,--,--,100,--,--,--
Nippon India Overnight Reg,Regular,38538,Debt: Overnight,INF204KB1Q65,145811,5.32,0.01,0.01,AAA,1,10,10,9,30,Low Risk,Good,5.23,6.1,5.49,5.29,6.15,5.51,--,82.18,4.67,13.15,4
PGIM India Overnight Reg,Regular,40233,Debt: Overnight,INF663L01T43,147600,5.35,0,0,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.22,6.13,5.51,--,95.49,4.51,--,1
Quant Overnight Fund Uncl,Regular,45712,--,INF966L01BC4,151195,4.95,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,--,--,--,--,--,--,--,100,--,--,--
Quant Overnight Reg,Regular,42930,Debt: Overnight,INF966L01BC4,151195,4.95,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,--,5.09,6.25,--,--,100,--,--,--
SBI Overnight Reg,Regular,1443,Debt: Overnight,INF200K01LQ9,101206,5.24,0,0,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.26,6.1,5.48,--,96.1,3.9,--,6
Samco Overnight Reg,Regular,42550,Debt: Overnight,INF0K1H01032,150632,5.27,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,--,4.88,5.79,--,--,100,--,--,--
Shriram Overnight Reg,Regular,42465,Debt: Overnight,INF680P01505,154399,5.37,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,--,5.26,6.07,--,--,96.12,3.88,--,1
Sundaram Overnight Reg,Regular,39560,Debt: Overnight,INF903JA1GZ7,146959,5.23,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.22,6.1,5.47,--,95.2,4.8,--,2
TRUSTMF Overnight Reg,Regular,42044,Debt: Overnight,INF0GCD01438,149795,5.28,0.01,0.01,Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,--,5.2,6.11,--,--,98.19,1.81,--,1
Tata Overnight Reg,Regular,39636,Debt: Overnight,INF277K016T9,146977,5.34,0,0,Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.26,6.12,5.48,--,98.06,1.94,--,3
UTI Overnight Reg,Regular,1976,Debt: Overnight,INF789F01604,100814,5.25,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.31,6.17,5.53,--,95.56,4.44,--,6
Union Overnight Reg,Regular,39660,Debt: Overnight,INF582M01FJ3,146997,5.37,0.01,0.01,GOI/Cash,1,10,10,10,31,Low Risk,Good,5.23,6.1,5.49,5.25,6.11,5.48,--,93.92,6.08,--,4
ABSL Retirement 50s + Debt Reg,Regular,39191,Debt: Short Duration,INF209KB1J71,146941,6.32,3.24,5.91,GOI/Cash,3,5,5,10,23,Moderate Risk,Average,3.7,6.44,5.83,1.92,4.62,3.87,7.23,48.78,43.99,--,6
ABSL Short Term Reg,Regular,1682,Debt: Short Duration,INF209K01942,101844,7.49,2.57,3.1,AAA,7,6,6,9,28,Low Risk,Good,3.7,6.44,5.83,3.93,6.7,6,65.74,6.83,12.58,0.41,93
Axis Short Duration Reg,Regular,10857,Debt: Short Duration,INF846K01644,112354,7.67,2.37,3,AAA,8,6,7,9,30,Low Risk,Good,3.7,6.44,5.83,4.42,6.9,5.99,71.12,2.8,11.49,0.4,195
Axis Short Duration Ret,Regular,10996,Debt: Short Duration,INF846K01644,112354,7.67,2.37,3,AAA,8,6,7,9,30,Low Risk,Good,3.7,6.44,5.83,4.42,6.88,5.98,71.12,2.8,11.49,0.4,195
Bandhan Short Duration Reg,Regular,903,Debt: Short Duration,INF194K01HF5,108768,7.38,2.82,3.74,AAA,7,6,6,9,28,Low Risk,Good,3.7,6.44,5.83,4.09,6.77,5.73,79.24,2.59,17.8,0.37,57
Bank of India Short Term Income Reg,Regular,10053,Debt: Short Duration,INF761K01579,111585,7.19,2.77,3.39,AAA,6,6,6,9,27,Moderate Risk,Average,3.7,6.44,5.83,3.85,6.7,10,52.79,4.35,23.07,0.29,30
Baroda BNP Paribas Short Duration Reg,Regular,11291,Debt: Short Duration,INF955L01153,113036,7.5,1.9,2.21,AAA,8,7,7,9,31,Low Risk,Good,3.7,6.44,5.83,3.54,6.52,5.62,80.44,4.21,9.16,0.39,36
Canara Robeco Short Duration Reg,Regular,12602,Debt: Short Duration,INF760K01BM2,115077,7.05,1.43,1.56,AAA,6,8,8,9,31,Low Risk,Good,3.7,6.44,5.83,3.72,6.19,5.21,81.71,8.03,9.72,0.54,15
DSP Short Term Reg,Regular,1437,Debt: Short Duration,INF740K01656,101304,7.63,2.69,3.29,AAA,8,6,6,9,29,Low Risk,Good,3.7,6.44,5.83,3.47,6.35,5.43,72.29,0.3,18.87,0.34,62
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL SD Index Reg,Regular,43107,Debt: Short Duration,INF754K01PB8,150720,6.56,2.46,2.71,GOI/Cash,4,6,7,10,27,Moderate Risk,Average,3.7,6.44,--,3.87,6.63,--,--,3.65,96.35,--,12
Franklin Ind ST Incm Ret Seg Port 3 Inst,Regular,40851,--,,,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
Franklin Ind ST Incm Ret Seg Port 3 Reg,Regular,40843,--,,,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
Groww Short Term Reg,Regular,20847,Debt: Short Duration,INF666M01AJ5,123708,7.09,2.44,4.26,AAA,6,6,6,9,27,Moderate Risk,Average,3.7,6.44,5.83,3.59,6.02,4.83,71.82,12.68,15.12,0.38,16
HDFC Short Term Debt Reg,Regular,11308,Debt: Short Duration,INF179K01CU6,113047,7.62,2.43,3.21,AAA,8,6,6,9,29,Low Risk,Good,3.7,6.44,5.83,4.19,7,6.07,68.86,4.04,12.04,0.33,149
HSBC Short Duration Reg,Regular,13736,Debt: Short Duration,INF917K01CL8,151065,7.49,2.19,2.5,AAA,7,6,7,9,29,Low Risk,Good,3.7,6.44,5.83,3.8,6.55,5.48,82.63,1.89,15.12,0.34,88
ICICI Pru Short Term,Regular,1110,Debt: Short Duration,INF109K01654,101758,7.8,2.8,4.31,AAA,8,6,6,9,29,Low Risk,Good,3.7,6.44,5.83,4.71,7.04,6.31,61.06,1.57,17.5,0.29,179
Invesco India Short Duration Plan B,Regular,4671,Debt: Short Duration,INF205K01UR7,105189,7.64,2.49,3.01,AAA,8,6,6,9,29,Low Risk,Good,3.7,6.44,5.83,3.39,6.35,5.26,68.8,4.72,16.72,0.38,46
Invesco India Short Duration Reg,Regular,4668,Debt: Short Duration,INF205K01UR7,105189,7.64,2.49,3.01,AAA,8,6,6,9,29,Low Risk,Good,3.7,6.44,5.83,3.54,6.46,5.32,68.8,4.72,16.72,0.38,46
JM Short Duration Reg,Regular,42461,Debt: Short Duration,INF192K01MM5,150542,7.29,1.93,2.14,AAA,7,7,7,9,30,Low Risk,Good,3.7,6.44,--,3.51,6.1,--,74.77,4.27,20.5,0.46,19
Kotak Bond Short Term Reg,Regular,1313,Debt: Short Duration,INF174K01ES7,101373,7.62,2.5,3.41,AAA,8,6,6,9,29,Low Risk,Good,3.7,6.44,5.83,3.38,6.41,5.53,79.81,2.84,16.88,0.32,117
LIC MF Short Duration Reg,Regular,38777,Debt: Short Duration,INF767K01PT2,145952,7.19,2.77,3.15,AAA,6,6,6,9,27,Moderate Risk,Average,3.7,6.44,5.83,3.31,6.18,5.13,40.88,10.41,32.87,0.53,14
Mahindra Manulife Short Duration Reg,Regular,41313,Debt: Short Duration,INF174V01AJ1,148727,7.64,2.24,2.84,AAA,8,6,7,9,30,Low Risk,Good,3.7,6.44,5.83,3.98,6.44,5.45,52.75,5.67,11.69,0.29,22
Mirae Asset Short Duration Reg,Regular,35429,Debt: Short Duration,INF769K01DU2,142642,7.46,2.92,5.87,AAA,7,6,5,9,27,Moderate Risk,Average,3.7,6.44,5.83,3.19,6.23,5.36,70.68,5.03,13.71,0.5,47
Nippon India Short Duration Reg,Regular,1499,Debt: Short Duration,INF204K01FL4,101665,7.76,2.49,2.82,AAA,8,6,7,9,30,Low Risk,Good,3.7,6.44,5.83,3.91,6.81,5.86,62.21,2.75,21.7,0.39,114
SBI Short Horizon Debt ST Ret,Regular,5485,Debt: Short Duration,INF200K01IG6,106227,7.77,2.2,2.55,AAA,8,6,7,9,30,Low Risk,Good,3.7,6.44,5.83,3.85,6.62,5.73,65.05,3.52,14.87,0.36,80
SBI Short Term Debt Reg,Regular,5489,Debt: Short Duration,INF200K01HZ8,106231,7.77,2.2,2.55,AAA,8,6,7,9,30,Low Risk,Good,3.7,6.44,5.83,3.85,6.62,5.73,65.05,3.52,14.87,0.36,80
Sundaram Short Duration Reg,Regular,1717,Debt: Short Duration,INF173K01BA3,149585,7.36,1.77,1.96,AAA,7,7,8,9,31,Low Risk,Good,3.7,6.44,5.83,4.01,6.62,7.17,58.21,6.78,18.65,0.34,25
TRUSTMF Short Duration Reg,Regular,41602,Debt: Short Duration,INF0GCD01313,149073,6.99,1.4,1.48,AAA,5,8,8,9,30,Low Risk,Good,3.7,6.44,--,3.67,6.32,--,73.52,24.09,2.02,0.37,10
Tata Short Term Bond Reg,Regular,1398,Debt: Short Duration,INF277K01972,101548,7.45,2,2.33,AAA,7,7,7,9,30,Low Risk,Good,3.7,6.44,5.83,3.24,6.09,5.28,79.76,6.61,13.28,0.31,50
UTI Short Duration Discontinued Reg,Regular,1763,Debt: Short Duration,INF789F01AJ9,106384,7.6,2.6,3.39,AAA,8,6,6,9,29,Low Risk,Good,3.7,6.44,5.83,3.87,6.46,6.58,67.3,5.46,13.92,0.34,54
UTI Short Duration Reg,Regular,5923,Debt: Short Duration,INF789F01QA4,106624,7.6,2.6,3.39,AAA,8,6,6,9,29,Low Risk,Good,3.7,6.44,5.83,3.87,6.64,6.83,67.3,5.46,13.92,0.34,54
Union Short Duration Reg,Regular,44888,Debt: Short Duration,INF582M01KK1,153240,7.32,2.25,2.54,AAA,7,6,7,9,29,Low Risk,Good,3.7,--,--,3.67,--,--,78.13,8.65,11.46,1.76,9
ABSL CRISIL IBX 50:50 Gilt+SDL Apr 2028 Index Reg,Regular,42599,Debt: Target Maturity,INF209KB12N5,150703,6.59,1.67,1.76,GOI/Cash,4,7,8,10,29,Low Risk,Good,3.94,6.85,--,4.11,6.99,--,--,3,97,--,24
ABSL CRISIL IBX 60:40 SDL+ AAA PSU Apr 2026 Index Reg,Regular,42830,--,INF209KB18O0,150936,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
ABSL CRISIL IBX 60:40 SDL+AAA PSU-Apr 2027 Reg,Regular,42262,Debt: Target Maturity,INF209KB17H6,150351,6.44,0.7,0.71,AAA,3,9,9,9,30,Low Risk,Good,3.94,6.85,--,5.52,6.98,--,38.13,2.4,59.47,--,53
ABSL CRISIL IBX Gilt Apr 2028 Index Reg,Regular,43264,Debt: Target Maturity,INF209KB19T7,151583,6.14,1.51,1.6,GOI/Cash,2,7,8,10,27,Moderate Risk,Average,3.94,6.85,--,4.47,6.55,--,--,4.23,95.77,--,3
