fund_name,plan,vr_id,category,isin,scheme_code,ytm,mac_duration,avg_maturity,avg_credit_rating,ytm_score_10,duration_score_10,maturity_score_10,credit_score_10,total_score_40,risk_category,fund_rating,b1y,b3y,b5y,f1y,f3y,f5y,cr_aaa,cr_cash_eq,cr_sov,cr_unrated,num_securities
ABSL CRISIL IBX Gilt April 2033 Index Reg,Regular,43981,Debt: Target Maturity,INF209KB17Y1,152268,7.06,5.23,6.58,GOI/Cash,6,3,5,10,24,Moderate Risk,Average,3.94,--,--,1.97,--,--,--,4.52,95.48,--,1
ABSL CRISIL IBX Gilt June 2027 Index Reg,Regular,44341,Debt: Target Maturity,INF209KC1050,152660,6.03,1.04,1.09,GOI/Cash,2,8,8,10,28,Low Risk,Good,3.94,--,--,4.92,--,--,--,6.94,93.06,--,1
ABSL CRISIL IBX Gilt-Apr 2029 Index Reg,Regular,42683,Debt: Target Maturity,INF209KB10O7,150777,6.51,2.65,2.88,GOI/Cash,4,6,7,10,27,Moderate Risk,Average,3.94,6.85,--,3.73,7.06,--,--,2.65,97.35,--,8
ABSL CRISIL IBX Gilt-April 2026 Index Reg,Regular,42595,--,INF209KB18M4,150701,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
ABSL CRISIL IBX SDL Jun 2032 Index Reg,Regular,43136,Debt: Target Maturity,INF209KB12S4,151428,7.47,4.66,5.72,GOI/Cash,7,4,5,10,26,Moderate Risk,Average,3.94,6.85,--,1.06,6.39,--,--,4.4,95.6,--,11
ABSL CRISIL-IBX AAA Fin Srvices Index-Sep 2027 Reg,Regular,44683,Debt: Target Maturity,INF209KC1316,153033,7.53,1.08,1.13,AAA,8,8,8,9,33,Low Risk,Good,3.94,--,--,5.64,--,--,91.54,8.46,--,--,12
ABSL CRISIL-IBX AAA NBFC-HFC Index-Sep 2026 Reg,Regular,44614,Debt: Target Maturity,INF209KC1233,152945,6.99,0.2,0.21,AAA,5,10,10,9,34,Low Risk,Good,3.94,--,--,6.49,--,--,92.19,7.81,--,--,12
ABSL Nifty SDL Apr 2027 Reg,Regular,42025,Debt: Target Maturity,INF209KB19E9,149792,5.86,0.62,0.64,GOI/Cash,1,9,9,10,29,Low Risk,Good,3.94,6.85,--,5.32,6.88,--,--,3.18,96.82,--,88
ABSL Nifty SDL Sep 2027 Index Reg,Regular,43268,Debt: Target Maturity,INF209KB14T8,151560,6.41,1.21,1.26,GOI/Cash,3,8,8,10,29,Low Risk,Good,3.94,6.85,--,4.85,6.99,--,--,4.35,95.65,--,10
ABSL SDL + PSU Bond Sep 2026 60:40 Reg,Regular,41724,Debt: Target Maturity,INF209KB16B1,149198,6.08,0.27,0.27,AAA,2,10,10,9,31,Low Risk,Good,3.94,6.85,--,5.73,6.95,--,37.58,3.12,59.3,--,86
Axis CRISIL IBX 50:50 Gilt Plus SDL Jun 2028 Index Reg,Regular,43025,Debt: Target Maturity,INF846K013N1,151297,6.72,1.76,1.88,GOI/Cash,4,7,8,10,29,Low Risk,Good,3.94,6.85,--,3.98,6.94,--,--,4.48,95.52,--,7
Axis CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Reg,Regular,43144,Debt: Target Maturity,INF846K015O4,151433,6.24,1.1,1.16,GOI/Cash,3,8,8,10,29,Low Risk,Good,3.94,6.85,--,4.88,6.95,--,--,5.06,94.94,--,8
Axis CRISIL IBX SDL May 2027 Reg,Regular,42094,Debt: Target Maturity,INF846K010H9,149872,6.29,0.94,0.98,GOI/Cash,3,9,9,10,31,Low Risk,Good,3.94,6.85,--,5.32,7.19,--,--,3.32,96.68,--,27
Axis CRISIL-IBX AAA Bond Fin Srvices-Sep 2027 Index Reg,Regular,44718,Debt: Target Maturity,INF846K014Y6,153050,7.47,1.13,1.19,AAA,7,8,8,9,32,Low Risk,Good,3.94,--,--,5.36,--,--,93.65,6.35,--,--,13
Axis CRISIL-IBX AAA Bond NBFC-HFC-Jun 2027 Index Reg,Regular,44814,Debt: Target Maturity,INF846K016Z8,153174,7.56,0.95,1,AAA,8,9,9,9,35,Low Risk,Good,3.94,--,--,5.71,--,--,94.45,5.55,--,--,11
Axis CRISIL-IBX AAA Bond NBFC-Jun 2027 Index Reg,Regular,44560,Debt: Target Maturity,INF846K016X3,152886,7.56,0.96,1.02,AAA,8,9,8,9,34,Low Risk,Good,3.94,--,--,5.7,--,--,94.53,5.47,--,--,19
Axis Nifty AAA Bond + SDL Apr 2026 50:50 ETF,Regular,41480,--,INF754K01MD1,148795,--,--,--,--,3,10,10,9,32,Low Risk,Good,--,--,--,--,--,--,--,--,--,--,--
Axis Nifty AAA Bond + SDL Apr 2026 50:50 ETF FoF Reg,Regular,41764,--,INF754K01LZ6,148797,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
Axis Nifty SDL September 2026 Debt Index Reg,Regular,42737,Debt: Target Maturity,INF846K011L9,150851,5.69,0.33,0.33,GOI/Cash,1,10,10,10,31,Low Risk,Good,3.94,6.85,--,5.59,7.02,--,--,2.74,97.26,--,9
BHARAT Bond ETF FOF-April 2032 Reg*,Regular,41898,Debt: Target Maturity,INF754K01NV1,149399,7.57,4.82,5.8,AAA,8,4,5,9,26,Moderate Risk,Average,3.94,6.85,--,1.55,6.51,--,92.07,2.99,4.94,--,1
BHARAT Bond ETF FOF-April 2033 Reg*,Regular,42894,Debt: Target Maturity,INF754K01QY8,150991,7.52,5.33,6.63,AAA,8,3,5,9,25,Moderate Risk,Average,3.94,6.85,--,0.92,6.48,--,85.42,3.4,11.17,--,1
BHARAT Bond ETF-April 2030,Regular,40483,Debt: Target Maturity,INF754K01KO2,147849,7.48,3.2,3.59,AAA,6,5,6,9,26,Moderate Risk,Average,3.94,6.85,6.12,3.22,6.95,6.38,88.7,2.8,8.5,--,82
BHARAT Bond ETF-April 2031,Regular,41060,Debt: Target Maturity,INF754K01LE1,148445,7.54,4.05,4.74,AAA,7,4,5,9,25,Moderate Risk,Average,3.94,6.85,6.12,2.42,6.83,6.22,91.15,4.19,4.66,--,47
BHARAT Bond ETF-April 2032,Regular,41897,Debt: Target Maturity,INF754K01OB1,149398,7.58,4.84,5.82,AAA,7,4,5,9,25,Moderate Risk,Average,3.94,6.85,--,1.99,6.81,--,92.46,2.58,4.96,--,32
BHARAT Bond ETF-April 2033,Regular,42893,Debt: Target Maturity,INF754K01QX0,150987,7.54,5.34,6.65,AAA,7,3,5,9,24,Moderate Risk,Average,3.94,6.85,--,1.6,6.8,--,85.62,3.18,11.2,--,24
BHARAT Bond FOF-April 2030 Reg*,Regular,40488,Debt: Target Maturity,INF754K01KV7,147854,7.47,3.2,3.59,AAA,7,5,6,9,27,Moderate Risk,Average,3.94,6.85,6.12,2.82,6.64,6.25,88.58,2.93,8.49,--,1
BHARAT Bond FOF-April 2031 Reg*,Regular,41065,Debt: Target Maturity,INF754K01LL6,148452,7.53,4.04,4.73,AAA,8,4,6,9,27,Moderate Risk,Average,3.94,6.85,6.12,1.92,6.7,6.1,90.95,4.4,4.65,--,1
Bandhan CRISIL IBX 90:10 SDL+Gilt-April 2032 Index Reg,Regular,42789,Debt: Target Maturity,INF194KB1EQ5,150873,7.45,4.61,5.62,GOI/Cash,7,4,5,10,26,Moderate Risk,Average,3.94,6.85,--,1.29,6.64,--,--,4,96,0,33
Bandhan CRISIL IBX 90:10 SDL+Gilt-November 2026 Index Reg,Regular,42785,Debt: Target Maturity,INF194KB1EW3,150869,5.7,0.41,0.42,GOI/Cash,1,10,10,10,31,Low Risk,Good,3.94,6.85,--,5.48,6.92,--,--,5.7,94.3,0,16
Bandhan CRISIL IBX 90:10 SDL+Gilt-September 2027 Index Reg,Regular,42818,Debt: Target Maturity,INF194KB1FC2,150890,6.49,1.19,1.25,GOI/Cash,3,8,8,10,29,Low Risk,Good,3.94,6.85,--,4.71,6.99,--,--,3.71,96.29,0,12
Bandhan CRISIL IBX Gilt April 2028 Index Reg,Regular,41370,Debt: Target Maturity,INF194KB1BS7,148790,6.11,1.5,1.59,GOI/Cash,2,8,8,10,28,Low Risk,Good,3.94,6.85,6.12,4.72,6.91,5.94,--,2.11,97.89,0,4
Bandhan CRISIL IBX Gilt June 2027 Index Reg,Regular,41374,Debt: Target Maturity,INF194KB1BL2,148786,5.97,1,1.05,GOI/Cash,1,9,8,10,28,Low Risk,Good,3.94,6.85,6.12,4.97,6.82,5.81,--,2.9,97.1,0,4
Bandhan CRISIL-IBX 10:90 Gilt + SDL Index-Dec 2029 Reg,Regular,45032,Debt: Target Maturity,INF194KB1JO9,153391,6.4,3.18,3.61,GOI/Cash,3,5,6,10,24,Moderate Risk,Average,3.94,--,--,2.7,--,--,--,3.6,96.4,--,1
Bandhan Crisil IBX Gilt April 2026 Index Reg,Regular,42667,--,INF194KB1EK8,150744,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
Bandhan Crisil IBX Gilt April 2032 Index Reg,Regular,43148,Debt: Target Maturity,INF194KB1FI9,151409,6.97,4.65,5.57,GOI/Cash,5,4,5,10,24,Moderate Risk,Average,3.94,6.85,--,2,6.84,--,--,2.67,97.33,0,2
Baroda BNP Paribas NIFTY SDL December 2028 Index Reg,Regular,43303,Debt: Target Maturity,INF251K01RO4,151576,6.87,2.27,2.53,GOI/Cash,5,6,7,10,28,Low Risk,Good,3.94,6.85,--,2.95,6.74,--,--,7.11,92.89,--,4
Baroda BNP Paribas Nifty SDL December 2026 Index Reg,Regular,43044,Debt: Target Maturity,INF251K01RI6,151279,5.73,0.62,0.64,GOI/Cash,1,9,9,10,29,Low Risk,Good,3.94,6.85,--,5.29,6.89,--,--,3.94,96.06,--,7
DSP CRISIL-IBX 50:50 Gilt Plus SDL-April 2033 Index Reg,Regular,43068,Debt: Target Maturity,INF740KA1RY1,151327,7.34,5.1,6.42,GOI/Cash,7,3,5,10,25,Moderate Risk,Average,3.94,6.85,--,1.16,6.54,--,--,3.13,96.87,--,12
DSP Nifty SDL + G-Sec Jun 2028 30:70 Reg,Regular,42185,Debt: Target Maturity,INF740KA1QS5,149968,6.42,1.63,1.75,GOI/Cash,3,7,8,10,28,Low Risk,Good,3.94,6.85,--,4.49,7.02,--,--,1.92,98.08,--,32
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Reg,Regular,43111,Debt: Target Maturity,INF740KA1SE1,151370,6.28,1.17,1.23,GOI/Cash,3,8,8,10,29,Low Risk,Good,3.94,6.85,--,4.87,6.98,--,--,3.06,96.94,--,10
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Reg,Regular,42587,Debt: Target Maturity,INF754K01PB8,150720,7.56,7.54,10.49,GOI/Cash,8,2,3,10,23,Moderate Risk,Average,3.94,6.85,--,0.07,6.34,--,--,2.45,97.55,--,15
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Reg,Regular,42635,Debt: Target Maturity,INF754K01PJ1,150771,6.1,0.99,1,GOI/Cash,2,9,9,10,30,Low Risk,Good,3.94,6.85,--,5.1,6.91,--,--,3.49,96.51,--,7
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Reg,Regular,42707,Debt: Target Maturity,INF754K01PR4,150848,6.65,1.83,1.92,GOI/Cash,4,7,8,10,29,Low Risk,Good,3.94,6.85,--,3.88,6.91,--,--,3.11,96.89,--,6
Edelweiss CRISIL IBX AAA Fin Srvices Bond-Jan 2028 Index Reg,Regular,44746,Debt: Target Maturity,INF754K01TT2,153130,7.65,1.43,1.51,AAA,8,8,8,9,33,Low Risk,Good,3.94,--,--,5.41,--,--,94.76,5.24,--,--,14
Edelweiss CRISIL-IBX AAA Bond NBFC-HFC-Jun 2027 Index Reg,Regular,44974,Debt: Target Maturity,INF754K01UK9,153334,7.61,0.98,1.02,AAA,8,9,8,9,34,Low Risk,Good,3.94,--,--,5.89,--,--,91.34,8.66,--,--,14
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Reg,Regular,41378,--,INF754K01LZ6,148797,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Reg,Regular,41768,Debt: Target Maturity,INF754K01MP5,149249,6.68,0.84,0.85,AAA,4,9,9,9,31,Low Risk,Good,3.94,6.85,--,5.17,6.92,--,50.69,2.7,46.61,--,32
HDFC NIFTY G-Sec Jun 2036 Index Reg,Regular,43250,Debt: Target Maturity,INF179KC1FT4,151490,7.21,7.03,10.02,GOI/Cash,7,2,3,10,22,Moderate Risk,Average,3.94,6.85,--,1.19,6.86,--,--,3.3,96.7,--,2
HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Reg,Regular,43337,Debt: Target Maturity,INF179KC1GB0,151571,6.07,0.97,1.01,GOI/Cash,2,9,8,10,29,Low Risk,Good,3.94,6.85,--,5.2,7.02,--,--,3.57,96.43,--,10
HDFC Nifty G-Sec Apr 2029 Index Reg,Regular,43248,Debt: Target Maturity,INF179KC1FR8,151496,6.49,2.62,2.87,GOI/Cash,3,6,7,10,26,Moderate Risk,Average,3.94,6.85,--,3.75,7.06,--,--,3.38,96.62,--,2
HDFC Nifty G-Sec July 2031 Index Reg,Regular,42763,Debt: Target Maturity,INF179KC1EI0,150846,6.92,4.34,5.09,GOI/Cash,5,4,5,10,24,Moderate Risk,Average,3.94,6.85,--,2.15,6.93,--,--,2.5,97.5,--,6
HDFC Nifty G-Sec Jun 2027 Index Reg,Regular,42926,Debt: Target Maturity,INF179KC1EK6,151180,6.04,1.06,1.12,GOI/Cash,2,8,8,10,28,Low Risk,Good,3.94,6.85,--,5.06,6.92,--,--,3.2,96.8,--,2
HDFC Nifty G-Sec Sep 2032 Index Reg,Regular,42928,Debt: Target Maturity,INF179KC1EM2,151182,7.09,5.07,6.26,GOI/Cash,6,3,5,10,24,Moderate Risk,Average,3.94,6.85,--,1.6,6.77,--,--,1.97,98.03,--,4
HDFC Nifty G-sec Dec 2026 Index Reg,Regular,42761,Debt: Target Maturity,INF179KC1EG4,150844,5.69,0.49,0.51,GOI/Cash,1,10,9,10,30,Low Risk,Good,3.94,6.85,--,5.36,6.76,--,--,2.88,97.12,--,4
HDFC Nifty SDL Oct 2026 Index Reg,Regular,43193,Debt: Target Maturity,INF179KC1FJ5,151455,5.55,0.3,0.31,GOI/Cash,1,10,10,10,31,Low Risk,Good,3.94,6.85,--,5.55,6.96,--,--,2.76,97.24,--,30
HSBC CRISIL IBX 50:50 Gilt+SDL Apr 2028 Reg,Regular,42189,Debt: Target Maturity,INF336L01QK1,149963,6.6,1.67,1.78,GOI/Cash,4,7,8,10,29,Low Risk,Good,3.94,6.85,--,4.27,6.94,--,--,1.23,98.77,--,30
HSBC CRISIL IBX Gilt June 2027 Index Reg,Regular,43205,Debt: Target Maturity,INF336L01QW6,151480,6.01,1.02,1.07,GOI/Cash,2,8,8,10,28,Low Risk,Good,3.94,6.85,--,5.06,6.83,--,--,2.63,97.37,--,4
ICICI Pru Nifty G-Sec Dec 2030 Index,Regular,42649,Debt: Target Maturity,INF109KC15K4,150732,6.96,3.71,4.47,GOI/Cash,5,5,6,10,26,Moderate Risk,Average,3.94,6.85,--,2.92,7.01,--,--,3.58,96.42,--,7
ICICI Pru Nifty PSU Bond + SDL Sep 2027 40:60 Index,Regular,41728,Debt: Target Maturity,INF109KC1S13,149208,6.88,1.21,1.26,AAA,5,8,8,9,30,Low Risk,Good,3.94,6.85,--,4.72,6.93,--,38.47,2.64,58.89,--,99
ICICI Pru Nifty SDL Dec 2028 Index,Regular,42645,Debt: Target Maturity,INF109KC11L1,150728,7.13,2.29,2.55,GOI/Cash,6,6,7,10,29,Low Risk,Good,3.94,6.85,--,3.16,6.94,--,--,2.85,97.15,--,37
ICICI Pru Nifty SDL Sep 2026 Index,Regular,42952,Debt: Target Maturity,INF109KC10P4,151208,5.51,0.23,0.24,GOI/Cash,1,10,10,10,31,Low Risk,Good,3.94,6.85,--,5.48,6.88,--,--,5.14,94.86,--,26
ICICI Pru Nifty SDL Sep 2027 Index,Regular,42227,Debt: Target Maturity,INF109KC11B2,149998,6.57,1.22,1.28,GOI/Cash,4,8,8,10,30,Low Risk,Good,3.94,6.85,--,4.77,7.08,--,--,1.63,98.37,--,47
Invesco India Nifty G-sec Jul 2027 Index Reg,Regular,43343,Debt: Target Maturity,INF205KA1759,151590,6.02,1.04,1.09,GOI/Cash,2,8,8,10,28,Low Risk,Good,3.94,6.85,--,5.14,6.96,--,--,3.01,96.99,--,3
Invesco India Nifty G-sec Sep 2032 Index Reg,Regular,43347,Debt: Target Maturity,INF205KA1791,151594,7.04,4.82,5.86,GOI/Cash,6,4,5,10,25,Moderate Risk,Average,3.94,6.85,--,2.01,6.93,--,--,2.75,97.25,--,3
Kotak CRISIL IBX AAA Financial Services Index-Sep 2027 Reg,Regular,44549,Debt: Target Maturity,INF174KA1SW8,152866,7.55,1.15,1.22,AAA,8,8,8,9,33,Low Risk,Good,3.94,--,--,5.44,--,--,93.11,6.89,--,--,19
Kotak CRISIL-IBX AAA Bond Fin Srvices Index-Dec 2026 Reg,Regular,44940,Debt: Target Maturity,INF174KA1VA8,153311,7.2,0.47,0.48,AAA,7,10,10,9,36,Low Risk,Good,3.94,--,--,5.9,--,--,96,4,--,--,19
Kotak Nifty AAA Bond Financial Services Mar 2028 Index Reg,Regular,45289,--,INF174KA1WV2,153683,7.73,1.69,1.77,AAA,8,7,8,9,32,Low Risk,Good,--,--,--,93,78,6,98.2,1.8,--,--,11
Kotak Nifty G-Sec July 2033 Index Reg,Regular,43808,Debt: Target Maturity,INF174KA1PG7,152100,7.07,5.19,6.5,GOI/Cash,6,3,5,10,24,Moderate Risk,Average,3.94,--,--,1.75,--,--,--,3.7,96.3,--,2
Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Reg,Regular,42082,Debt: Target Maturity,INF174KA1II8,149852,6.07,0.82,0.84,GOI/Cash,2,9,9,10,30,Low Risk,Good,3.94,6.85,--,5.46,7.15,--,--,2.44,97.56,--,57
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Reg,Regular,42086,Debt: Target Maturity,INF174KA1IO6,149862,7.57,4.64,5.68,GOI/Cash,8,4,5,10,27,Moderate Risk,Average,3.94,6.85,--,1.07,6.52,--,--,3.71,96.29,--,52
Kotak Nifty SDL Jul 2026 Index Reg,Regular,42956,Debt: Target Maturity,INF174KA1KZ8,151216,5.46,0.19,0.19,GOI/Cash,1,10,10,10,31,Low Risk,Good,3.94,6.85,--,5.49,6.81,--,--,3.19,96.81,--,5
Kotak Nifty SDL Jul 2033 Index Reg,Regular,43164,Debt: Target Maturity,INF174KA1MG4,151417,7.64,5.16,6.59,GOI/Cash,8,3,5,10,26,Moderate Risk,Average,3.94,6.85,--,0.5,6.27,--,--,6.2,93.8,--,12
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Reg,Regular,42641,Debt: Target Maturity,INF174KA1JQ9,150723,7.17,1.78,1.91,AAA,6,7,8,9,30,Low Risk,Good,3.94,6.85,--,3.92,6.86,--,38.78,3.42,57.8,--,36
Mirae Asset CRISIL IBX Gilt Index-April 2033 Index Reg,Regular,42695,Debt: Target Maturity,INF769K01IU1,150790,7.06,5.34,6.4,GOI/Cash,6,3,5,10,24,Moderate Risk,Average,3.94,6.85,--,1.44,6.54,--,--,2.71,97.29,--,6
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Reg,Regular,42699,--,INF754K01LZ6,148797,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
Mirae Asset Nifty SDL Jun 2027 Index Reg,Regular,42236,Debt: Target Maturity,INF769K01IE5,150360,6.36,1.01,1.03,GOI/Cash,3,8,8,10,29,Low Risk,Good,3.94,6.85,--,5.21,7.15,--,--,2.94,97.06,--,26
Mirae Asset Nifty SDL June 2028 Index Reg,Regular,43393,Debt: Target Maturity,INF769K01JW5,151694,7,1.9,2,GOI/Cash,6,7,8,10,31,Low Risk,Good,3.94,6.85,--,3.61,6.84,--,--,3.46,96.54,--,15
Nippon India CRISIL IBX AAA Fin Srvices-Dec 2026 Index Reg,Regular,44652,Debt: Target Maturity,INF204KC1DJ9,152994,7.19,0.46,0.46,AAA,6,10,10,9,35,Low Risk,Good,3.94,--,--,6.13,--,--,94.89,5.07,--,0.04,17
Nippon India CRISIL IBX AAA Fin Srvices-Jan 2028 Index Reg,Regular,44656,Debt: Target Maturity,INF204KC1DP6,152998,7.65,1.47,1.55,AAA,8,8,8,9,33,Low Risk,Good,3.94,--,--,5.22,--,--,95.57,4.42,--,0.01,16
Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Wght,Regular,41392,--,INF204KC1022,148798,--,--,--,--,1,10,10,10,31,Low Risk,Good,--,--,--,--,--,--,--,--,--,--,--
Nippon India Nifty AAA CPSE Bond + SDL-Apr 2027 Mtrty 60:40 Reg,Regular,42219,Debt: Target Maturity,INF204KC1493,150011,6.66,0.65,0.67,AAA,4,9,9,9,31,Low Risk,Good,3.94,6.85,--,5.5,6.99,--,59.15,2.93,37.92,0,96
Nippon India Nifty AAA PSU Bond+SDL-Sep 2026 Mtrty 50:50 Index Reg,Regular,42661,Debt: Target Maturity,INF204KC1659,150752,6.16,0.26,0.26,AAA,2,10,10,9,31,Low Risk,Good,3.94,6.85,--,5.75,6.89,--,46.7,5.12,48.17,0.01,29
Nippon India Nifty G-Sec Jun 2036 Mtrty Index Reg,Regular,42826,Debt: Target Maturity,INF204KC1998,150923,7.21,7.02,9.97,GOI/Cash,7,2,4,10,23,Moderate Risk,Average,3.94,6.85,--,1.12,6.8,--,--,3.42,96.58,0,4
Nippon India Nifty G-Sec Oct 2028 Mtrty Index Reg,Regular,43173,Debt: Target Maturity,INF204KC1AL1,151439,6.37,2.09,2.24,GOI/Cash,3,6,7,10,26,Moderate Risk,Average,3.94,6.85,--,4.17,6.96,--,--,3.1,96.89,0.01,4
Nippon India Nifty G-Sec Sep 2027 Mtrty Index Reg,Regular,42814,Debt: Target Maturity,INF204KC1857,150904,6.05,1.1,1.16,GOI/Cash,2,8,8,10,28,Low Risk,Good,3.94,6.85,--,4.98,6.86,--,--,3.64,96.35,0.01,3
Nippon India Nifty SDL Plus G-Sec-Jun 2028 Mtrty 70:30 Index Reg,Regular,42733,Debt: Target Maturity,INF204KC1717,150825,6.76,1.69,1.82,GOI/Cash,5,7,8,10,30,Low Risk,Good,3.94,6.85,--,4.1,6.97,--,--,3.31,96.69,0,29
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Mtrty 70:30 Index Reg,Regular,43169,Debt: Target Maturity,INF204KC1AF3,151392,7.02,2.6,2.88,GOI/Cash,6,6,7,10,29,Low Risk,Good,3.94,6.85,--,3.33,6.94,--,--,2.22,97.78,0,29
PGIM India CRISIL IBX Gilt Index-Apr 2028 Reg,Regular,43156,Debt: Target Maturity,INF663L01X54,151404,6.08,1.46,1.52,GOI/Cash,2,8,8,10,28,Low Risk,Good,3.94,6.85,--,4.52,6.8,--,--,3.6,96.4,--,3
SBI CPSE Bond + SDL Sep 2026 50:50 Reg,Regular,41948,Debt: Target Maturity,INF200KA10D1,149472,6.09,0.23,0.23,AAA,2,10,10,9,31,Low Risk,Good,3.94,6.85,--,5.75,6.92,--,48.82,4.88,46.3,--,76
SBI CRISIL IBX Gilt Index-April 2029 Reg,Regular,42611,Debt: Target Maturity,INF200KA15Q2,150707,6.5,2.63,2.87,GOI/Cash,4,6,7,10,27,Moderate Risk,Average,3.94,6.85,--,3.63,6.96,--,--,3.64,96.36,--,1
SBI CRISIL IBX Gilt Index-June 2036 Reg,Regular,42591,Debt: Target Maturity,INF200KA19P6,150683,7.2,7.03,10.05,GOI/Cash,7,2,3,10,22,Moderate Risk,Average,3.94,6.85,--,1.1,6.71,--,--,3.36,96.64,--,1
SBI CRISIL IBX SDL Index-September 2027 Reg,Regular,42615,Debt: Target Maturity,INF200KA11R9,150712,6.53,1.19,1.25,GOI/Cash,4,8,8,10,30,Low Risk,Good,3.94,6.85,--,4.74,7.03,--,--,2.82,97.18,--,19
Tata Nifty G-Sec Dec 2026 Index Reg,Regular,43056,Debt: Target Maturity,INF277KA1828,151306,5.78,0.53,0.55,GOI/Cash,1,9,9,10,29,Low Risk,Good,3.94,6.85,--,5.24,6.68,--,--,5.57,94.43,--,2
Tata Nifty G-Sec Dec 2029 Index Reg,Regular,43009,Debt: Target Maturity,INF277KA1760,151275,6.56,2.89,3.21,GOI/Cash,4,6,6,10,26,Moderate Risk,Average,3.94,6.85,--,3.35,6.9,--,--,3.81,96.19,--,2
Tata Nifty SDL+AAA PSU Bond Dec 27 60:40 Reg,Regular,42258,Debt: Target Maturity,INF277KA1406,150330,6.94,1.44,1.53,AAA,5,8,8,9,30,Low Risk,Good,3.94,6.85,--,4.33,6.8,--,37.41,3.79,58.8,--,26
UTI CRISIL SDL Maturity April 2033 Index Reg,Regular,42944,Debt: Target Maturity,INF789F1AWW5,151184,7.5,4.82,6.13,GOI/Cash,8,4,5,10,27,Moderate Risk,Average,3.94,6.85,--,0.55,6.3,--,--,11.33,88.67,--,29
UTI CRISIL SDL Maturity June 2027 Index Reg,Regular,42990,Debt: Target Maturity,INF789F1AWY1,151238,6.28,0.93,0.97,GOI/Cash,3,9,9,10,31,Low Risk,Good,3.94,6.85,--,5.25,7.06,--,--,3.24,96.76,--,15
UTI Nifty SDL Plus AAA PSU Bond Apr 2026 75:25 Index Reg,Regular,43130,--,INF789F1AXK8,151363,--,--,--,--,,,,,,,,--,--,--,--,--,--,--,--,--,--,--
UTI Nifty SDL Plus AAA PSU Bond Apr 2028 75:25 Index Reg,Regular,43245,Debt: Target Maturity,INF789F1AXQ5,151488,7.13,1.78,1.89,AAA,6,7,8,9,30,Low Risk,Good,3.94,6.85,--,3.91,6.87,--,24.37,2.08,73.55,--,16
ABSL CRISIL-IBX Fin Srvices 3 to 6 Months Debt Index Reg,Regular,44827,Debt: Ultra Short Duration,INF209KC1472,153177,6.81,0.3,0.3,AAA,5,10,10,9,34,Low Risk,Good,5.67,--,--,6.25,--,--,92.81,7.19,--,--,32
ABSL Savings Reg,Regular,1684,Debt: Ultra Short Duration,INF209K01LZ1,101317,7.37,0.52,0.59,AAA,7,9,9,9,34,Low Risk,Good,5.67,6.56,5.8,5.91,7.14,6.3,57.99,-4.43,12.56,0.33,146
ABSL Savings Ret,Regular,1129,Debt: Ultra Short Duration,INF209K01LZ1,101317,7.37,0.52,0.59,AAA,7,9,9,9,34,Low Risk,Good,5.67,6.56,5.8,5.91,7.14,6.3,57.99,-4.43,12.56,0.33,146
Axis CRISIL-IBX Fin Srvices 3-6 Months Debt Index Reg,Regular,45517,--,INF846KA1218,153880,6.7,0.27,0.27,AAA,4,10,10,9,33,Low Risk,Good,--,--,--,30,24,24,97.26,2.74,--,--,17
Axis Ultra Short Duration Reg,Regular,37531,Debt: Ultra Short Duration,INF846K01G23,144759,7.07,0.47,0.48,AAA,6,10,10,9,35,Low Risk,Good,5.67,6.56,5.8,5.39,6.44,5.61,65.36,10.62,2.01,0.3,89
Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Reg,Regular,45044,Debt: Ultra Short Duration,INF194KB1JS0,153408,6.77,0.3,0.3,AAA,5,10,10,9,34,Low Risk,Good,5.67,--,--,5.63,--,--,94.15,5.82,--,0.03,17
Bandhan Ultra Short Duration Reg,Regular,36950,Debt: Ultra Short Duration,INF194KA10Q8,144171,6.83,0.46,0.54,AAA,5,10,9,9,33,Low Risk,Good,5.67,6.56,5.8,5.79,6.85,5.98,83.5,-0.77,13.85,0.63,55
