Fund Name,Plan,Category,VR ID,Scheme Code,ISIN,Alpha,Beta,Sharpe,Standard Deviation,Mean Return,Sortino,No. of Stocks,Top 10 Stocks (%),Top 5 Stocks (%),Top 3 Sectors (%),P/B Ratio,P/E Ratio,Alpha Score (/12),Sharpee Score(/12),Std Dev Score(/6),Beta Score(/6),Sortino Score(/4),Total Score(/40),Risk Category,Yield to Maturity (%),Macaulay Duration (yrs),Average Maturity (yrs),Avg Credit Rating,Fund 1Y,Fund 3Y,Fund 5Y,Bench 1Y,Bench 3Y,Bench 5Y
Helios Flexi Cap Dir,Direct,Solution: Children - Debt,43839,152135,INF0R8701046,--,--,--,--,--,--,64,37.79%,23.25%,66.34%,3.71,27.36,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HSBC Flexi Cap Dir,Direct,Solution: Children - Debt,16320,120046,INF336L01DH5,2.23,1.04,0.62,15.74,15.74,0.74,78,27.61%,16.88%,56.88%,2.92,23.52,8,6,3,3,1,21,Moderate Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HSBC Focused Dir,Direct,Solution: Children - Debt,41022,148411,INF336L01PB2,1.8,1.01,0.57,15.82,15.09,0.64,28,52.61%,30.64%,64.47%,3.71,27.1,8,6,3,3,1,21,Moderate Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ICICI Pru BSE 500 ETF,Direct,Solution: Children - Debt,36037,143247,INF109KC1V59,-0.33,1,0.47,14.62,12.91,0.57,500,32.26%,22.38%,53.75%,2.97,20.31,4,4,3,3,1,15,Moderately High Risk,N/A,N/A,N/A,N/A,35.86,N/A,N/A,10.42,N/A,N/A
ICICI Pru BSE 500 ETF FOF Dir,Direct,Solution: Children - Debt,41852,149331,INF109KC1V91,-0.58,0.98,0.45,14.44,12.56,0.54,N/A,N/A,N/A,N/A,N/A,N/A,4,4,3,3,1,15,Moderately High Risk,N/A,N/A,N/A,N/A,35.54,N/A,N/A,10.42,N/A,N/A
ICICI Pru Diversified Equity All Cap Active FoF Dir,Direct,Solution: Children - Debt,45888,154266,INF109K1A468,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ICICI Pru Diversified Equity All Cap Omni FoF Dir*,Direct,Solution: Children - Debt,40662,148035,INF109KC1I49,4.38,0.91,0.81,13.63,17,1,N/A,N/A,N/A,N/A,N/A,N/A,10,10,4,4,2,30,Low Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ICICI Pru Flexicap Dir,Direct,Solution: Children - Debt,41525,148990,INF109KC1R14,3.39,0.95,0.7,14.62,16.31,0.77,75,46.55%,32.15%,69.49%,4.5,31.18,10,8,3,4,1,26,Moderate Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ICICI Pru Focused Equity Dir,Direct,Solution: Children - Debt,17412,120722,INF109K018N2,5.8,0.97,0.87,14.71,18.82,1.07,30,43.97%,27.45%,63.27%,3.76,18.58,12,10,3,3,2,30,Low Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ICICI Pru Nifty 500 Index Dir,Direct,Solution: Children - Debt,44820,153161,INF109KC16Y3,--,--,--,--,--,--,500,30.53%,21.25%,52.18%,3.16,21.19,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ICICI Pru Retirement Pure Equity Dir,Direct,Solution: Children - Debt,39055,146349,INF109KC1TS2,9.51,1.02,1.08,15.55,22.89,1.45,98,28.82%,17.75%,48.34%,3.78,29.85,12,12,3,3,2,32,Low Risk,N/A,N/A,N/A,N/A,33,N/A,N/A,10.42,N/A,N/A
Invesco India Flexi Cap Dir,Direct,Solution: Children - Debt,42014,149763,INF205KA1494,3.81,1.02,0.69,16.12,17.22,0.76,63,34.18%,20.37%,64.64%,5.18,34.72,10,8,3,3,1,25,Moderate Risk,N/A,N/A,N/A,N/A,9.24,17.22,16.18,10.42,15.47,13.24
Invesco India Focused Dir,Direct,Solution: Children - Debt,41096,148481,INF205KA1213,5.99,0.98,0.81,16.25,19.11,1.14,20,61.15%,36.90%,74.10%,5.11,32.42,12,10,3,3,2,30,Low Risk,N/A,N/A,N/A,N/A,9.46,9.73,N/A,10.42,15.47,N/A
ITI Flexi Cap Dir,Direct,Solution: Children - Debt,43120,151379,INF00XX01CO7,5.37,1.06,0.8,16.4,19.07,0.96,74,30.17%,19.88%,53.44%,3.42,23.84,12,10,3,2,2,29,Low Risk,N/A,N/A,N/A,N/A,-2.82,N/A,N/A,10.42,N/A,N/A
ITI Focused Dir,Direct,Solution: Children - Debt,43534,151777,INF00XX01CS8,--,--,--,--,--,--,31,46.22%,26.62%,53.83%,3.52,25.15,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,17.01,N/A,N/A,10.42,N/A,N/A
JioBlackRock Flexi Cap Dir,Direct,Solution: Children - Debt,45482,153859,INF22M001093,--,--,--,--,--,--,107,39.79%,25.66%,55.06%,2.93,18.66,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JM Flexicap Dir,Direct,Solution: Children - Debt,16547,120492,INF192K01CC7,3.65,1.05,0.68,16.57,17.22,0.83,77,29.98%,17.36%,54.47%,2.72,20.23,10,8,3,3,2,26,Moderate Risk,N/A,N/A,N/A,N/A,31.05,21.21,21.38,10.42,15.47,13.24
JM Focused Dir,Direct,Solution: Children - Debt,16539,120488,INF192K01BW7,1.41,1.02,0.55,16.06,14.79,0.68,28,47.01%,25.74%,59.67%,3.96,30.19,6,6,3,3,1,19,Moderately High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kotak Flexicap Dir,Direct,Solution: Children - Debt,17140,120166,INF174K01LS2,1.32,0.95,0.57,14.37,14.23,0.67,59,42.60%,25.95%,62.03%,3.04,22.76,6,6,3,4,1,20,Moderate Risk,N/A,N/A,N/A,N/A,9.57,N/A,N/A,10.42,N/A,N/A
Kotak Focused Dir,Direct,Solution: Children - Debt,40098,147473,INF174KA1EN7,2.79,0.93,0.69,13.86,15.53,0.76,29,47.15%,27.04%,65.27%,3.7,25.96,8,8,4,4,1,25,Moderate Risk,N/A,N/A,N/A,N/A,9.98,19.11,17.36,10.42,15.47,13.24
Kotak Nifty500 Momentum 50 Index Dir,Direct,Solution: Children - Debt,45646,154032,INF174KA1YC8,--,--,--,--,--,--,50,44.60%,24.34%,75.58%,4.37,26.75,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,-11.07,2.52,8.88,10.42,15.47,13.24
Kotak Nifty Alpha 50 ETF,Direct,Solution: Children - Debt,41896,149397,INF174KA1IA5,4.37,1.35,0.63,22.29,20.16,0.81,50,32.32%,18.37%,77.84%,3.38,24.17,10,6,1,1,2,20,Moderate Risk,N/A,N/A,N/A,N/A,10.78,16.85,N/A,10.42,15.47,N/A
Kotak Nifty Alpha 50 Index Dir,Direct,Solution: Children - Debt,45402,153781,INF174KA1XG1,--,--,--,--,--,--,50,32.29%,18.36%,77.73%,3.15,20,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,13.35,22.76,23.04,10.42,15.47,13.24
LIC MF Children's Dir,Direct,Solution: Children - Debt,17648,120285,INF767K01FB1,-2.95,0.89,0.24,14.12,9.47,0.26,58,24.89%,14.66%,47.95%,3.74,25.8,2,2,3,4,1,12,High Risk,N/A,N/A,N/A,N/A,10.45,16.85,14.53,10.42,15.47,13.24
LIC MF Flexi Cap Dir,Direct,Solution: Children - Debt,16756,120264,INF767K01EG3,-1.3,1,0.38,15.53,11.93,0.44,69,29.58%,18.17%,52.13%,3.36,24.68,4,4,3,3,1,15,Moderately High Risk,N/A,N/A,N/A,N/A,23.76,20.84,N/A,10.42,15.47,N/A
LIC MF Focused Dir,Direct,Solution: Children - Debt,34738,152010,INF397L01KA7,-4.04,0.97,0.2,15.03,8.98,0.24,30,50.58%,29.59%,51.18%,3.38,21.06,2,2,3,3,1,11,High Risk,N/A,N/A,N/A,N/A,-11.68,3.01,N/A,10.42,15.47,N/A
Mahindra Manulife Flexi Cap Dir,Direct,Solution: Children - Debt,41633,149104,INF174V01AS2,1.08,0.95,0.56,14.07,13.95,0.69,70,37.38%,25.23%,55.52%,3.18,25.06,6,6,3,4,1,20,Moderate Risk,N/A,N/A,N/A,N/A,58.21,N/A,N/A,10.42,N/A,N/A
Mahindra Manulife Focused Dir,Direct,Solution: Children - Debt,41169,148567,INF174V01AG7,4.78,0.92,0.81,14.09,17.43,1.02,30,47.89%,28.61%,56.88%,2.37,18.37,10,10,3,4,2,29,Low Risk,N/A,N/A,N/A,N/A,12.05,N/A,N/A,10.42,N/A,N/A
Mirae Asset Flexi Cap Dir,Direct,Solution: Children - Debt,43134,151412,INF769K01JJ2,1.9,0.94,0.62,13.93,14.72,0.75,85,31.26%,21.24%,56.63%,3.41,22.61,8,6,4,4,1,23,Moderate Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mirae Asset Focused Dir,Direct,Solution: Children - Debt,39823,147206,INF769K01EU0,-5.19,0.92,0.1,14.48,7.48,0.12,28,52.33%,33.35%,60.03%,3.5,24.87,1,2,3,4,1,11,High Risk,N/A,N/A,N/A,N/A,9.24,N/A,N/A,10.42,N/A,N/A
Mirae Asset Nifty Total Market Index Dir,Direct,Solution: Children - Debt,44601,152968,INF769K01MD9,--,--,--,--,--,--,750,30.54%,21.25%,53.20%,3.14,21.34,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Motilal Oswal BSE 1000 Index Dir,Direct,Solution: Children - Debt,45219,153596,INF247L01FM9,--,--,--,--,--,--,1,30.48%,21.15%,51.96%,3.05,20.99,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Diversified Equity Flexicap Passive FoF Dir,Direct,Solution: Children - Debt,45729,154112,INF247L01GL9,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,1.71,N/A,N/A,10.42,N/A,N/A
Motilal Oswal Flexi Cap Dir,Direct,Solution: Children - Debt,26125,129046,INF247L01502,5.71,0.98,0.75,17.05,18.83,0.99,26,53.09%,31.48%,71.58%,4.12,31.58,12,8,2,3,2,27,Low Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Focused Dir,Direct,Solution: Children - Debt,19514,122389,INF247L01189,-3.13,1.03,0.24,17.93,10.35,0.3,29,40.85%,22.13%,55.35%,4.55,42.03,2,2,2,3,1,10,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Nifty 500 ETF,Direct,Solution: Children - Debt,43812,152106,INF247L01BU1,--,--,--,--,--,--,501,31.75%,22.10%,54.26%,3,20.29,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,22.76,N/A,N/A,10.42,N/A,N/A
Motilal Oswal Nifty 500 Index Dir,Direct,Solution: Children - Debt,40240,147625,INF247L01957,0.01,1,0.49,14.63,13.25,0.6,501,31.74%,22.09%,54.26%,3.15,21.12,6,4,3,3,1,17,Moderately High Risk,N/A,N/A,N/A,N/A,-16.28,N/A,N/A,10.42,N/A,N/A
Motilal Oswal Nifty 500 Momentum 50 ETF,Direct,Solution: Children - Debt,44555,152874,INF247L01DK8,--,--,--,--,--,--,50,44.68%,24.41%,75.68%,3.74,25.59,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Nifty 500 Momentum 50 Index Dir,Direct,Solution: Children - Debt,44554,152875,INF247L01DL6,--,--,--,--,--,--,50,44.67%,24.41%,75.65%,4.37,26.75,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Nifty Alpha 50 ETF,Direct,Solution: Children - Debt,45363,153724,INF247L01FR8,--,--,--,--,--,--,50,32.36%,18.40%,77.86%,3.38,24.17,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,14.13,N/A,N/A,10.42,N/A,N/A
Navi Flexi Cap Dir,Direct,Solution: Children - Debt,36686,143793,INF959L01DT9,-0.61,0.96,0.43,14.67,12.37,0.54,65,31.57%,19.04%,60.91%,3.24,20.99,4,4,3,3,1,15,Moderately High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nippon India Diversified Equity Flexicap Passive FoF Dir,Direct,Solution: Children - Debt,41241,148642,INF204KB16X6,-0.22,1,0.48,14.71,13.03,0.61,N/A,N/A,N/A,N/A,N/A,N/A,4,4,3,3,1,15,Moderately High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nippon India Flexi Cap Dir,Direct,Solution: Children - Debt,41616,149094,INF204KC1121,0.73,0.98,0.53,14.77,13.87,0.63,83,34.67%,23.14%,56.46%,3.31,23.26,6,6,3,3,1,19,Moderately High Risk,N/A,N/A,N/A,N/A,3.14,N/A,N/A,10.42,N/A,N/A
Nippon India Focused Dir,Direct,Solution: Children - Debt,16129,118692,INF204K01F95,0.1,0.92,0.48,14.09,12.78,0.64,29,52.33%,32.27%,61.58%,3.14,25.93,6,4,3,4,1,18,Moderately High Risk,N/A,N/A,N/A,N/A,2.18,N/A,N/A,10.42,N/A,N/A
Nippon India Nifty 500 Low Volatility 50 Index Dir,Direct,Solution: Children - Debt,45109,153474,INF204KC1EQ2,--,--,--,--,--,--,50,44.01%,24.45%,48.74%,3.91,20.36,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nippon India Nifty 500 Momentum 50 Index Dir,Direct,Solution: Children - Debt,44558,152881,INF204KC1DG5,--,--,--,--,--,--,50,44.39%,24.24%,75.18%,4.37,26.75,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nippon India Nifty 500 Quality 50 Index Dir,Direct,Solution: Children - Debt,45105,153470,INF204KC1EW0,--,--,--,--,--,--,49,39.07%,22.72%,60.51%,7.25,23.2,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,58.3,N/A,N/A,10.42,N/A,N/A
Nippon India Retirement Wealth Creation Dir,Direct,Solution: Children - Debt,29291,133568,INF204KA1B72,2.06,0.97,0.62,14.54,15.1,0.74,74,41.79%,26.68%,60.02%,3.25,22.73,8,6,3,3,1,21,Moderate Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NJ Flexi Cap Dir,Direct,Solution: Children - Debt,43714,151917,INF0J8L01156,--,--,--,--,--,--,51,40.90%,23.86%,60.11%,4.27,24.16,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,25.63,N/A,N/A,10.42,N/A,N/A
Old Bridge Flexi Cap Dir,Direct,Solution: Children - Debt,45846,154225,INF0S5R01133,--,--,--,--,--,--,19,25.60%,14.79%,26.35%,2.66,14.25,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Old Bridge Focused Dir,Direct,Solution: Children - Debt,44038,152358,INF0S5R01042,--,--,--,--,--,--,23,47.86%,27.65%,48.99%,2.58,13.8,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Parag Parikh Flexi Cap Dir,Direct,Solution: Children - Debt,19701,122639,INF879O01027,6.06,0.62,1.08,9.76,16.55,1.41,43,48.82%,31.26%,53.24%,2.92,16.06,12,12,6,6,2,38,Very Low Risk,N/A,N/A,N/A,N/A,51.06,N/A,N/A,10.42,N/A,N/A
PGIM India Flexi Cap Dir,Direct,Solution: Children - Debt,29473,133839,INF663L01FF1,-1.45,0.9,0.37,13.88,11.11,0.48,78,34.67%,23.78%,56.11%,4.25,27.12,4,4,4,4,1,17,Moderately High Risk,N/A,N/A,N/A,N/A,51.05,N/A,N/A,10.42,N/A,N/A
Quant Flexi Cap Dir,Direct,Solution: Children - Debt,17377,120843,INF966L01911,1.91,1.1,0.56,17.5,15.86,0.89,31,56.17%,35.36%,68.33%,3.19,23.94,8,6,2,2,2,20,Moderate Risk,N/A,N/A,N/A,N/A,36.01,N/A,N/A,10.42,N/A,N/A
Quantum Diversified Equity All Cap Active FoF Dir*,Direct,Solution: Children - Debt,10550,112039,INF082J01093,0.6,0.93,0.53,13.77,13.36,0.61,N/A,N/A,N/A,N/A,N/A,N/A,6,6,4,4,1,21,Moderate Risk,N/A,N/A,N/A,N/A,35.95,N/A,N/A,10.42,N/A,N/A
Samco Flexi Cap Dir,Direct,Solution: Children - Debt,41935,149450,INF0K1H01024,-10.75,1.08,-0.16,18.89,3.09,-0.17,25,48.86%,26.19%,67.24%,5.07,24.39,1,1,2,2,1,7,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SBI Flexicap Dir,Direct,Solution: Children - Debt,17514,119718,INF200K01UG1,-1.48,0.89,0.37,13.24,10.95,0.42,69,38.33%,22.00%,64.16%,2.74,20.69,4,4,4,4,1,17,Moderately High Risk,N/A,N/A,N/A,N/A,3.31,N/A,N/A,10.42,N/A,N/A
SBI Focused Dir,Direct,Solution: Children - Debt,16324,119727,INF200K01RJ1,4.7,0.75,0.84,12.02,16.15,1.06,26,47.28%,27.72%,62.08%,3.93,23,10,10,4,6,2,32,Low Risk,N/A,N/A,N/A,N/A,-2.71,N/A,N/A,10.42,N/A,N/A
SBI Nifty 500 Index Dir,Direct,Solution: Children - Debt,44567,152908,INF200KB1381,--,--,--,--,--,--,501,31.77%,22.11%,54.31%,3.15,21.12,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SBI Retirement Benefit Aggressive Dir,Direct,Solution: Children - Debt,41271,148683,INF200KA1S55,-2.16,0.93,0.33,13.95,10.58,0.38,53,42.44%,27.21%,60.46%,3.51,26.19,2,2,4,4,1,13,Moderately High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shriram Flexi Cap Dir,Direct,Solution: Children - Debt,37581,144905,INF680P01109,-3.14,1.02,0.26,16.49,10.24,0.29,71,37.44%,23.50%,56.11%,3.06,17.87,2,2,3,3,1,11,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sundaram Flexi Cap Dir,Direct,Solution: Children - Debt,42504,150571,INF903JA1LE2,0.18,0.91,0.49,13.71,12.78,0.59,56,41.51%,25.52%,61.96%,2.81,20.4,6,4,4,4,1,19,Moderately High Risk,N/A,N/A,N/A,N/A,16.89,N/A,N/A,10.42,N/A,N/A
Sundaram Focused Dir,Direct,Solution: Children - Debt,16614,149533,INF173K01EK6,-0.07,0.84,0.47,12.77,12,0.57,29,54.01%,32.94%,64.30%,3.94,28.14,4,4,4,5,1,18,Moderately High Risk,N/A,N/A,N/A,N/A,-2.89,N/A,N/A,10.42,N/A,N/A
Tata Children's Dir,Direct,Solution: Children - Debt,16957,119312,INF277K01QW4,-4.38,0.97,0.18,14.64,8.68,0.23,52,38.98%,23.15%,57.46%,2.51,16.83,2,2,3,3,1,11,High Risk,N/A,N/A,N/A,N/A,14.65,N/A,N/A,10.42,N/A,N/A
Tata Flexi Cap Dir,Direct,Solution: Children - Debt,37437,144546,INF277K015K0,2.11,0.87,0.63,13.21,14.39,0.81,56,36.81%,23.58%,54.47%,2.76,21.48,8,6,4,4,2,24,Moderate Risk,N/A,N/A,N/A,N/A,8.56,N/A,N/A,10.42,N/A,N/A
Tata Focused Dir,Direct,Solution: Children - Debt,40405,147757,INF277K017X9,0.64,0.93,0.52,14.1,13.35,0.6,27,49.61%,30.16%,55.85%,2.91,22.16,6,6,3,4,1,20,Moderate Risk,N/A,N/A,N/A,N/A,7.39,N/A,N/A,10.42,N/A,N/A
Tata Retirement Savings Progressive Dir,Direct,Solution: Children - Debt,17020,119251,INF277K01QO1,0.89,0.94,0.53,14.62,13.73,0.66,45,38.62%,22.88%,58.41%,3.75,25.31,6,6,3,4,1,20,Moderate Risk,N/A,N/A,N/A,N/A,26.03,21.41,15.08,10.42,15.47,13.24
Taurus Flexi Cap Dir,Direct,Solution: Children - Debt,16705,118883,INF044D01BU9,-1.35,0.99,0.38,15.03,11.79,0.49,43,49.01%,31.01%,57.22%,2.51,16.67,4,4,3,3,1,15,Moderately High Risk,N/A,N/A,N/A,N/A,5.08,12.01,11.17,10.42,15.47,13.24
The Wealth Company Flexi Cap Dir,Direct,Solution: Children - Debt,45499,153872,INF2F0001040,--,--,--,--,--,--,40,33.49%,19.25%,64.09%,3.52,21.88,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRUST MF Flexi Cap Dir,Direct,Solution: Children - Debt,44271,152584,INF0GCD01743,--,--,--,--,--,--,58,37.81%,23.74%,53.11%,4.02,27.23,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,-4.33,N/A,N/A,10.42,N/A,N/A
Unifi Flexi Cap Dir,Direct,Solution: Children - Debt,45189,153543,INF1MIY01031,--,--,--,--,--,--,55,38.17%,22.55%,56.00%,2.95,19.82,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,8.77,N/A,N/A,10.42,N/A,N/A
Union Children's Dir,Direct,Solution: Children - Debt,43924,152219,INF582M01JK3,--,--,--,--,--,--,63,28.40%,17.20%,61.79%,3.61,27.88,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,2.24,N/A,N/A,10.42,N/A,N/A
Union Diversified Equity All Cap Active FoF Dir,Direct,Solution: Children - Debt,45473,153824,INF582M01LZ7,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Union Flexi Cap Dir,Direct,Solution: Children - Debt,16412,119292,INF582M01633,0.59,0.94,0.52,14.23,13.43,0.57,72,31.47%,19.76%,59.08%,3.48,24.81,6,6,3,4,1,20,Moderate Risk,N/A,N/A,N/A,N/A,10.17,17.85,17.63,10.42,15.47,13.24
Union Focused Dir,Direct,Solution: Children - Debt,40108,147492,INF582M01FS4,-0.03,0.85,0.45,13.47,12.15,0.52,29,47.99%,28.18%,64.79%,4.4,31.74,4,4,4,5,1,18,Moderately High Risk,N/A,N/A,N/A,N/A,17.78,N/A,N/A,10.42,N/A,N/A
Union Retirement Dir,Direct,Solution: Children - Debt,42492,150554,INF582M01IK5,3.38,0.91,0.73,13.7,16,0.85,73,31.29%,19.89%,60.16%,3.86,26.35,10,8,4,4,2,28,Low Risk,N/A,N/A,N/A,N/A,3.62,10.15,10.41,10.42,15.47,13.24
UTI Children's Equity Dir,Direct,Solution: Children - Debt,15867,120724,INF789F1AZV0,-1.62,0.96,0.37,14.41,11.33,0.46,64,44.57%,28.84%,60.21%,3.55,24.67,4,4,3,3,1,15,Moderately High Risk,N/A,N/A,N/A,N/A,7.59,13.1,N/A,10.42,15.47,N/A
UTI Flexi Cap Dir,Direct,Solution: Children - Debt,15714,120662,INF789F01TC4,-4.07,0.87,0.16,13.85,8.25,0.22,59,44.52%,27.49%,63.56%,4.68,34.39,2,2,4,4,1,13,Moderately High Risk,N/A,N/A,N/A,N/A,50.38,N/A,N/A,10.42,N/A,N/A
UTI Focused Dir,Direct,Solution: Children - Debt,41629,149091,INF789F1AVA3,0.28,0.96,0.49,14.63,13.27,0.6,29,53.50%,33.54%,65.68%,3.78,27.44,6,4,3,3,1,17,Moderately High Risk,N/A,N/A,N/A,N/A,-16.34,N/A,N/A,10.42,N/A,N/A
UTI Nifty500 Shariah Index Dir,Direct,Solution: Children - Debt,45821,154197,INF789F1AD04,--,--,--,--,--,--,198,33.57%,22.94%,55.28%,4.1,22.3,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,-2.91,N/A,N/A,10.42,N/A,N/A
WhiteOak Capital Flexi Cap Dir,Direct,Solution: Children - Debt,42320,150346,INF03VN01530,4.36,0.91,0.79,13.89,16.99,1,N/A,N/A,N/A,N/A,N/A,N/A,10,8,4,4,2,28,Low Risk,N/A,N/A,N/A,N/A,8.76,16.15,11.87,10.42,15.47,13.24
ABSL Global Emerging Opportunities Dir*,Direct,Equity: International,17094,132140,INF084M01EB0,--,--,0.56,13.61,13.7,0.82,N/A,N/A,N/A,N/A,N/A,N/A,1,6,4,1,2,14,Moderately High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ABSL Global Excellence Equity FoF Dir*,Direct,Equity: International,17099,132009,INF084M01EH7,--,--,0.96,13.27,18.72,1.33,N/A,N/A,N/A,N/A,N/A,N/A,1,10,4,1,2,18,Moderately High Risk,N/A,N/A,N/A,N/A,1.59,N/A,N/A,10.42,N/A,N/A
ABSL International Equity Dir,Direct,Equity: International,15903,119517,INF209K01WS3,--,--,0.75,12.66,15.53,1.34,72,N/A,N/A,57.51%,4.8,24.83,1,8,4,1,2,16,Moderately High Risk,N/A,N/A,N/A,N/A,11.1,N/A,N/A,10.42,N/A,N/A
ABSL US Equity Passive FoF Dir,Direct,Equity: International,41797,149291,INF209KB18C5,--,--,1.18,16.25,25.14,1.93,N/A,N/A,N/A,N/A,N/A,N/A,1,12,3,1,3,20,Moderate Risk,N/A,N/A,N/A,N/A,3.14,N/A,N/A,10.42,N/A,N/A
Axis Global Equity Alpha FoF Dir,Direct,Equity: International,41100,148485,INF846K01X06,--,--,1.09,12.05,19.17,1.55,N/A,N/A,N/A,N/A,N/A,N/A,1,12,4,1,3,21,Moderate Risk,N/A,N/A,N/A,N/A,16.89,N/A,N/A,10.42,N/A,N/A
Axis Global Innovation FoF Dir,Direct,Equity: International,41496,148954,INF846K01Z20,--,--,0.78,14.98,17.67,1.24,N/A,N/A,N/A,N/A,N/A,N/A,1,8,3,1,2,15,Moderately High Risk,N/A,N/A,N/A,N/A,12.34,15.88,11.81,9.21,13.75,12.37
Axis Greater China Equity FoF Dir,Direct,Equity: International,41287,148699,INF846K01Y39,--,--,0.36,19.8,13.18,0.8,N/A,N/A,N/A,N/A,N/A,N/A,1,4,2,1,2,10,High Risk,N/A,N/A,N/A,N/A,5.3,12.63,8.98,9.21,13.75,12.37
Axis NASDAQ 100 US Specific Equity Passive FoF Dir,Direct,Equity: International,42633,150751,INF846K012K9,--,--,1.22,15.62,25.03,1.98,N/A,N/A,N/A,N/A,N/A,N/A,1,12,3,1,3,20,Moderate Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bandhan US specific Equity Active FoF Dir,Direct,Equity: International,41620,149098,INF194KB1CF2,--,--,1.07,16.37,23.46,1.74,N/A,N/A,N/A,N/A,N/A,N/A,1,12,3,1,3,20,Moderate Risk,N/A,N/A,N/A,N/A,6.26,17.4,13.27,9.21,13.75,12.37
Baroda BNP Paribas Aqua FoF Dir,Direct,Equity: International,41454,150285,INF251K01QT5,--,--,0.47,15.64,13.42,0.84,N/A,N/A,N/A,N/A,N/A,N/A,1,4,3,1,2,11,High Risk,N/A,N/A,N/A,N/A,2.22,12.24,11,9.21,13.75,12.37
