Fund Name,Plan,Category,VR ID,Scheme Code,ISIN,Alpha,Beta,Sharpe,Standard Deviation,Mean Return,Sortino,No. of Stocks,Top 10 Stocks (%),Top 5 Stocks (%),Top 3 Sectors (%),P/B Ratio,P/E Ratio,Alpha Score (/12),Sharpee Score(/12),Std Dev Score(/6),Beta Score(/6),Sortino Score(/4),Total Score(/40),Risk Category,Yield to Maturity (%),Macaulay Duration (yrs),Average Maturity (yrs),Avg Credit Rating,Fund 1Y,Fund 3Y,Fund 5Y,Bench 1Y,Bench 3Y,Bench 5Y
Motilal Oswal Nifty MidSmall India Consumption Index Dir,Direct,Equity: Thematic (Infra),44680,153025,INF247L01DU7,--,--,--,--,--,--,30,49.15%,28.78%,64.97%,7.99,168.18,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,15.15,N/A,N/A,10.42,N/A,N/A
Nippon India Consumption Dir,Direct,Equity: Thematic (Infra),16131,118724,INF204K01G52,-1.72,0.8,0.43,15.43,12.68,0.49,N/A,N/A,N/A,N/A,N/A,N/A,4,4,3,5,1,17,Moderately High Risk,N/A,N/A,N/A,N/A,9.96,N/A,N/A,10.42,N/A,N/A
Nippon India ETF Nifty India Consumption,Direct,Equity: Thematic (Infra),25700,128331,INF204KA1LD7,-0.58,0.82,0.51,15.86,14.07,0.59,30,60.56%,40.00%,83.35%,6.64,31.8,4,6,3,5,1,19,Moderately High Risk,N/A,N/A,N/A,N/A,12.84,14.89,N/A,10.42,15.47,N/A
Quant Consumption Dir,Direct,Equity: Thematic (Infra),44053,152336,INF966L01DN7,--,--,--,--,--,--,16,77.76%,44.20%,89.13%,3.66,37.85,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,12.14,17.6,N/A,10.42,15.47,N/A
SBI Consumption Opportunities Dir,Direct,Equity: Thematic (Infra),17525,120575,INF200K01RM5,-3.43,0.83,0.33,15.83,11.26,0.41,46,41.23%,22.14%,78.77%,6.94,44.84,2,2,3,5,1,13,Moderately High Risk,N/A,N/A,N/A,N/A,8.43,N/A,N/A,10.42,N/A,N/A
SBI Nifty Consumption ETF,Direct,Equity: Thematic (Infra),41572,149041,INF200KA1X17,-0.53,0.83,0.51,15.88,14.13,0.6,30,60.57%,40.01%,83.38%,6.64,31.81,4,6,3,5,1,19,Moderately High Risk,N/A,N/A,N/A,N/A,9.2,N/A,N/A,10.42,N/A,N/A
SBI Nifty India Consmpn Index Dir,Direct,Equity: Thematic (Infra),44672,153015,INF200KB1449,--,--,--,--,--,--,30,60.63%,40.05%,83.48%,7.14,33.57,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,11.75,16.87,N/A,10.42,15.47,N/A
Sundaram Consumption Dir,Direct,Equity: Thematic (Infra),16163,119595,INF903J01NH5,-1.94,0.82,0.42,15.68,12.62,0.48,27,61.17%,39.85%,82.27%,5.91,31.47,4,4,3,5,1,17,Moderately High Risk,N/A,N/A,N/A,N/A,13.4,N/A,N/A,10.42,N/A,N/A
Tata BSE Multicap Consmpn 50:30:20 Index Dir,Direct,Equity: Thematic (Infra),45705,154066,INF277KA1EP8,--,--,--,--,--,--,100,34.54%,22.63%,84.70%,5.69,25.22,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,15.37,N/A,N/A,10.42,N/A,N/A
Tata India Consumer Dir,Direct,Equity: Thematic (Infra),31360,135805,INF277K013A6,0.88,0.79,0.59,15.53,15.2,0.72,33,51.36%,31.28%,76.42%,8.26,44.08,6,6,3,5,1,21,Moderate Risk,N/A,N/A,N/A,N/A,9.18,13.62,N/A,10.42,15.47,N/A
Union Consumption Dir,Direct,Equity: Thematic (Infra),45669,154020,INF582M01MH3,--,--,--,--,--,--,50,44.98%,28.15%,75.60%,6.47,42.72,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,9.99,19.43,17.01,10.42,15.47,13.24
UTI India Consumer Dir,Direct,Equity: Thematic (Infra),15894,120780,INF789F01VF3,-2.39,0.84,0.41,15.9,12.47,0.46,41,56.29%,38.78%,82.35%,6.45,37.97,2,4,3,5,1,15,Moderately High Risk,N/A,N/A,N/A,N/A,14.52,22.04,19.37,10.42,15.47,13.24
WhiteOak Capital Consumption Opportunities Dir,Direct,Equity: Thematic (Infra),45780,154161,INF03VN01AD3,--,--,--,--,--,--,45,46.92%,31.70%,76.24%,6.4,41.76,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ABSL ESG Integration Strategy Dir,Direct,Equity: Thematic (ESG),41221,148637,INF209KB1U76,1.41,0.99,0.49,14.48,13.1,0.59,56,40.00%,25.36%,74.62%,3.44,24.01,6,4,3,3,1,17,Moderately High Risk,N/A,N/A,N/A,N/A,22.44,N/A,N/A,10.42,N/A,N/A
Axis ESG Integration Strategy Dir,Direct,Equity: Thematic (ESG),40536,147928,INF846K01W23,-0.33,0.92,0.37,13.22,10.96,0.47,37,46.44%,28.69%,59.64%,3.05,21.12,4,4,4,4,1,17,Moderately High Risk,N/A,N/A,N/A,N/A,15.18,18.72,N/A,10.42,15.47,N/A
Baroda BNP Paribas ESG Best-in-class strategy Dir,Direct,Equity: Thematic (ESG),45837,154195,INF251K01VP3,--,--,--,--,--,--,33,22.40%,13.39%,29.24%,3.89,24.76,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,18.36,N/A,N/A,10.42,N/A,N/A
ICICI Pru ESG Exclusionary Strategy Dir,Direct,Equity: Thematic (ESG),41127,148516,INF109KC1O09,3.64,0.96,0.64,14.14,15.15,0.88,50,N/A,N/A,N/A,N/A,24.5,10,6,3,3,2,24,Moderate Risk,N/A,N/A,N/A,N/A,4.34,N/A,N/A,10.42,N/A,N/A
Invesco India ESG Integration Strategy Dir,Direct,Equity: Thematic (ESG),41339,148751,INF205KA1338,-1.73,0.99,0.27,14.75,9.97,0.33,40,46.54%,28.23%,75.21%,3.87,26.52,4,2,3,3,1,13,Moderately High Risk,N/A,N/A,N/A,N/A,9.18,N/A,N/A,10.42,N/A,N/A
Kotak ESG Exclusionary Strategy Dir,Direct,Equity: Thematic (ESG),41202,148606,INF174KA1FI4,0.8,0.95,0.46,13.57,12.3,0.52,48,46.57%,27.54%,64.96%,3.28,21.63,6,4,4,4,1,19,Moderately High Risk,N/A,N/A,N/A,N/A,3.84,N/A,N/A,10.42,N/A,N/A
Mirae Asset Nifty 100 ESG Sector Leaders ETF,Direct,Equity: Thematic (ESG),41157,148572,INF769K01GS9,-0.9,0.95,0.34,13.32,10.58,0.43,64,55.82%,41.17%,71.01%,3.03,21.45,4,2,4,4,1,15,Moderately High Risk,N/A,N/A,N/A,N/A,8.74,18.19,N/A,10.42,15.47,N/A
Mirae Asset Nifty 100 ESG Sector Leaders FoF Dir,Direct,Equity: Thematic (ESG),41160,148574,INF769K01GQ3,-0.96,0.95,0.34,13.35,10.52,0.42,N/A,N/A,N/A,N/A,N/A,N/A,4,2,4,4,1,15,Moderately High Risk,N/A,N/A,N/A,N/A,12.53,N/A,N/A,10.42,N/A,N/A
Quant ESG Integration Strategy Dir,Direct,Equity: Thematic (ESG),41165,148564,INF966L01AD4,2.11,1.14,0.48,17.98,14.65,0.69,22,66.35%,40.95%,73.59%,3.21,32.22,8,4,2,2,1,17,Moderately High Risk,N/A,N/A,N/A,N/A,15.16,17.55,12.72,10.42,15.47,13.24
Quantum ESG Best In Class Strategy Dir,Direct,Equity: Thematic (ESG),40010,147372,INF082J01382,-1.67,1.01,0.28,14.58,10.13,0.32,53,34.26%,20.20%,69.61%,4.32,30.46,4,2,3,3,1,13,Moderately High Risk,N/A,N/A,N/A,N/A,19.98,N/A,N/A,10.42,N/A,N/A
SBI ESG Exclusionary Strategy Dir,Direct,Equity: Thematic (ESG),16219,119709,INF200K01SE0,-0.46,0.97,0.37,13.89,11.15,0.41,41,50.60%,31.93%,63.86%,3.49,24.55,4,4,4,3,1,16,Moderately High Risk,N/A,N/A,N/A,N/A,20.5,N/A,N/A,10.42,N/A,N/A
WhiteOak Capital ESG Best-In-Class Strategy Dir,Direct,Equity: Thematic (ESG),44645,152962,INF03VN01951,--,--,--,--,--,--,63,45.98%,31.14%,65.81%,3.96,26.74,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ABSL CRISIL 10 Year Gilt ETF,Direct,Debt: Others (Structured/Credit),44486,152802,INF209KC1142,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,7.14,6.97,9.52,GOI/Cash,11.1,N/A,N/A,10.42,N/A,N/A
Bandhan Gilt Fund with 10 year Constant Duration Dir,Direct,Debt: Others (Structured/Credit),16728,118387,INF194K01P38,--,--,0.41,3.08,7.28,0.52,N/A,N/A,N/A,N/A,N/A,N/A,1,4,6,1,1,13,Moderately High Risk,6.75,6.69,9.17,GOI/Cash,18.24,21.43,15.87,10.42,15.47,13.24
DSP 10Y G-Sec Dir,Direct,Debt: Others (Structured/Credit),28175,131301,INF740K019I5,--,--,0.19,2.77,6.57,0.27,N/A,N/A,N/A,N/A,N/A,N/A,1,2,6,1,1,11,High Risk,6.77,7.06,9.56,GOI/Cash,N/A,N/A,N/A,N/A,N/A,N/A
ICICI Pru Constant Maturity Gilt Dir,Direct,Debt: Others (Structured/Credit),27957,131061,INF109KA1O37,--,--,0.4,2.85,7.16,0.53,N/A,N/A,N/A,N/A,N/A,N/A,1,4,6,1,1,13,Moderately High Risk,6.87,7.2,10.17,GOI/Cash,17.23,N/A,N/A,10.42,N/A,N/A
ICICI Pru Nifty 10 yr Benchmark G-Sec ETF,Direct,Debt: Others (Structured/Credit),42946,151196,INF109KC18O0,--,--,0.19,2.79,6.56,0.27,N/A,N/A,N/A,N/A,N/A,N/A,1,2,6,1,1,11,High Risk,6.77,7.07,9.58,GOI/Cash,10.94,N/A,N/A,10.42,N/A,N/A
SBI Constant Maturity 10-Year Gilt Dir,Direct,Debt: Others (Structured/Credit),17173,120137,INF200K01SK7,--,--,0.31,2.91,6.93,0.41,N/A,N/A,N/A,N/A,N/A,N/A,1,2,6,1,1,11,High Risk,6.81,7.13,9.76,GOI/Cash,8.07,N/A,N/A,10.42,N/A,N/A
SBI Nifty 10Y Benchmark G-Sec ETF,Direct,Debt: Others (Structured/Credit),32486,139430,INF200KA1JT1,--,--,0.25,2.86,6.74,0.35,N/A,N/A,N/A,N/A,N/A,N/A,1,2,6,1,1,11,High Risk,6.78,7.09,9.61,GOI/Cash,8.97,N/A,N/A,10.42,N/A,N/A
UTI Gilt Fund with 10 year Constant Duration Dir,Direct,Debt: Others (Structured/Credit),42374,150410,INF789F1AVR7,--,--,0.31,2.88,6.92,0.41,N/A,N/A,N/A,N/A,N/A,N/A,1,2,6,1,1,11,High Risk,6.78,6.84,9.27,GOI/Cash,0.85,N/A,N/A,10.42,N/A,N/A
UTI Nifty 10 yr Benchmark G-Sec ETF,Direct,Debt: Others (Structured/Credit),44082,152369,INF789F1AZF3,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,--,--,--,GOI/Cash,16.57,N/A,N/A,10.42,N/A,N/A
ABSL Business Cycle Reg,Regular,Solution: Retirement - Equity,41812,149296,INF209KB12D6,-1.36,0.95,0.39,14.12,11.52,0.5,68,33.12%,20.42%,58.72%,3.47,25.59,,,,,,,,N/A,N/A,N/A,N/A,2.28,N/A,N/A,2.49,N/A,N/A
Axis Business Cycles Reg,Regular,Solution: Retirement - Equity,43122,151366,INF846K019N8,0.31,0.99,0.5,14.88,13.49,0.56,76,29.16%,16.83%,56.61%,3.37,28.56,,,,,,,,N/A,N/A,N/A,N/A,3.6,7.45,5.66,2.49,6.93,5.27
Bandhan Business Cycle Reg,Regular,Solution: Retirement - Equity,44518,152877,INF194KB1IP8,--,--,--,--,--,--,89,34.34%,20.37%,61.14%,2.6,20.57,,,,,,,,N/A,N/A,N/A,N/A,1.82,6.53,4.49,2.49,6.93,5.27
Bank of India Business Cycle Reg,Regular,Solution: Retirement - Equity,44472,152790,INF761K01GC0,--,--,--,--,--,--,54,38.45%,22.62%,54.78%,3.64,24.47,,,,,,,,N/A,N/A,N/A,N/A,3.37,7.25,5.79,2.49,6.93,5.27
Baroda BNP Paribas Business Cycle Reg,Regular,Solution: Retirement - Equity,41669,149140,INF955L01KH7,-0.1,1.01,0.47,15.17,13.22,0.58,58,37.47%,25.06%,54.13%,3.81,27.01,,,,,,,,N/A,N/A,N/A,N/A,2.15,6.9,N/A,2.49,6.93,N/A
DSP Business Cycle Fund Reg,Regular,Solution: Retirement - Equity,44758,153122,INF740KA1US7,--,--,--,--,--,--,50,41.43%,24.90%,55.69%,3.6,26.12,,,,,,,,N/A,N/A,N/A,N/A,2.57,6.82,5.54,2.49,6.93,5.27
Edelweiss Business Cycle Reg,Regular,Solution: Retirement - Equity,44392,152724,INF754K01SW8,--,--,--,--,--,--,71,28.98%,16.18%,66.31%,2.84,18.57,,,,,,,,N/A,N/A,N/A,N/A,2.24,6.92,4.85,2.49,6.93,5.27
HDFC Business Cycle Reg,Regular,Solution: Retirement - Equity,42725,150803,INF179KC1EB5,-2.63,0.92,0.29,13.79,10,0.35,59,45.10%,28.22%,54.90%,3.41,28.75,,,,,,,,N/A,N/A,N/A,N/A,2.44,6.66,N/A,2.49,6.93,N/A
HSBC Business Cycles Reg,Regular,Solution: Retirement - Equity,27581,151144,INF917K01RF8,0.9,1.15,0.5,18.47,15.21,0.65,70,32.07%,20.33%,73.34%,2.8,21.55,,,,,,,,N/A,N/A,N/A,N/A,1.98,N/A,N/A,2.49,N/A,N/A
ICICI Pru Business Cycle,Regular,Solution: Retirement - Equity,41243,148653,INF109KC1O90,N/A,N/A,N/A,N/A,N/A,N/A,77,49.99%,33.89%,63.82%,2.94,22.43,4,4,3,4,1,16,Moderately High Risk,N/A,N/A,N/A,N/A,25.35,16.03,8.92,10.42,15.47,13.24
Invesco India Business Cycle Reg,Regular,Solution: Retirement - Equity,44928,153288,INF205KA1AF4,--,--,--,--,--,--,35,48.16%,27.42%,64.96%,3.91,40.81,6,6,3,3,1,19,Moderately High Risk,N/A,N/A,N/A,N/A,30.37,20.82,13,10.42,15.47,13.24
ITI Business Cycle Reg,Regular,Solution: Retirement - Equity,45805,154159,INF00XX01DJ5,--,--,--,--,--,--,47,28.19%,18.70%,42.85%,2.76,19.73,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,38.46,16.66,10.12,10.42,15.47,13.24
Kotak Business Cycle Reg,Regular,Solution: Retirement - Equity,42531,150626,INF174KA1JK2,1.43,0.94,0.56,14.63,14.28,0.64,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,55.62,29.4,N/A,10.42,15.47,N/A
Mahindra Manulife Business Cycle Reg,Regular,Solution: Retirement - Equity,43734,152046,INF174V01BN1,--,--,--,--,--,--,64,30.28%,18.52%,51.80%,2.36,20.82,4,4,3,3,1,15,Moderately High Risk,N/A,N/A,N/A,N/A,44.93,21.49,13.27,10.42,15.47,13.24
Motilal Oswal Business Cycle Reg,Regular,Solution: Retirement - Equity,44478,152794,INF247L01DD3,--,--,--,--,--,--,22,63.21%,40.59%,67.07%,4.21,36.04,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,45.08,20.18,N/A,10.42,15.47,N/A
Quant Business Cycle Reg,Regular,Solution: Retirement - Equity,43516,151758,INF966L01BU6,--,--,--,--,--,--,21,74.80%,47.23%,70.10%,2.87,28.88,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,66.1,12.92,2.96,10.42,15.47,13.24
Sundaram Business Cycle Reg,Regular,Solution: Retirement - Equity,44360,152678,INF903JA1LN3,--,--,--,--,--,--,43,38.13%,21.62%,68.06%,3.93,31.39,2,2,4,4,1,13,Moderately High Risk,N/A,N/A,N/A,N/A,54.43,28.75,N/A,10.42,15.47,N/A
Tata Business Cycle Reg,Regular,Solution: Retirement - Equity,41579,149068,INF277KA1190,0.76,0.97,0.53,14.66,13.82,0.67,51,38.34%,23.89%,62.82%,2.98,26.17,6,6,2,2,1,17,Moderately High Risk,N/A,N/A,N/A,N/A,37.99,25.62,N/A,10.42,15.47,N/A
Union Business Cycle Reg,Regular,Solution: Retirement - Equity,44136,152411,INF582M01JM9,--,--,--,--,--,--,55,33.10%,18.49%,62.32%,3.5,25.26,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,32.09,14.38,N/A,10.42,15.47,N/A
Axis Innovation Reg,Regular,Solution: Retirement - Hybrid,41223,148631,INF846K01Y05,2.06,0.77,0.61,12.51,13.62,0.82,71,31.18%,18.67%,64.27%,6.11,52.37,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,95.85,17.14,12.24,10.42,15.47,13.24
Bandhan Innovation Reg,Regular,Solution: Retirement - Hybrid,44245,152606,INF194KB1IB8,--,--,--,--,--,--,73,32.42%,21.24%,49.01%,4.53,38.62,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,41.33,25.02,N/A,10.42,15.47,N/A
Baroda BNP Paribas Innovation Reg,Regular,Solution: Retirement - Hybrid,44100,152472,INF251K01TB7,--,--,--,--,--,--,44,35.90%,20.00%,56.91%,5.9,47.49,6,6,3,4,1,20,Moderate Risk,N/A,N/A,N/A,N/A,67.69,24.61,15.67,10.42,15.47,13.24
HDFC Innovation Reg,Regular,Solution: Retirement - Hybrid,45273,153619,INF179KC1JL3,--,--,--,--,--,--,59,42.37%,26.72%,55.11%,5.5,46.55,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,145.23,50.03,27.54,10.42,15.47,13.24
ICICI Pru Innovation,Regular,Solution: Retirement - Hybrid,43442,151579,INF109KC19S9,--,--,--,--,--,--,60,32.59%,18.96%,53.02%,3.73,19.3,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,130.35,26.41,18.4,10.42,15.47,13.24
Kotak Pioneer Reg,Regular,Solution: Retirement - Hybrid,40374,147724,INF174KA1EW8,5.03,0.89,0.79,14.49,17.49,0.94,49,30.33%,17.83%,41.78%,5.12,40.52,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,41.41,11.19,8.36,10.42,15.47,13.24
Mahindra Manulife Innovation Opportunities Reg,Regular,Solution: Retirement - Hybrid,45735,154120,INF174V01CX8,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,79.36,22.26,6.62,10.42,15.47,13.24
Motilal Oswal Innovation Opportunities Reg,Regular,Solution: Retirement - Hybrid,44900,153256,INF247L01EM2,--,--,--,--,--,--,28,41.74%,22.55%,63.06%,4.68,36.96,6,6,3,3,1,19,Moderately High Risk,N/A,N/A,N/A,N/A,52.37,22.26,14.55,10.42,15.47,13.24
Nippon India Innovation Reg,Regular,Solution: Retirement - Hybrid,43719,152034,INF204KC1BL9,--,--,--,--,--,--,49,37.36%,20.03%,59.78%,4.5,28.77,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,74,15.07,1.74,10.42,15.47,13.24
SBI Innovative Opportunities Reg,Regular,Solution: Retirement - Hybrid,44457,152774,INF200KB1290,--,--,--,--,--,--,37,46.31%,28.68%,65.77%,5.02,39.92,8,6,4,5,2,25,Moderate Risk,N/A,N/A,N/A,N/A,48.35,28.82,10.52,10.42,15.47,13.24
Tata India Innovation Reg,Regular,Solution: Retirement - Hybrid,44714,153059,INF277KA1CR8,--,--,--,--,--,--,61,35.22%,20.60%,57.32%,3.55,26.05,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,37.1,16.43,12.02,10.42,15.47,13.24
Union Innovation & Opportunities Reg,Regular,Solution: Retirement - Hybrid,43668,151903,INF582M01JA4,--,--,--,--,--,--,50,35.33%,20.43%,61.71%,4.8,49.09,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,47.74,14.22,3.34,10.42,15.47,13.24
UTI Innovation Reg,Regular,Solution: Retirement - Hybrid,43797,152086,INF789F1AYY7,--,--,--,--,--,--,28,58.70%,36.73%,84.32%,4.01,48.54,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,22.68,21.36,8.89,10.42,15.47,13.24
360 ONE Flexicap Reg,Regular,Solution: Children - Debt,43545,151799,INF579M01AP7,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,47.39,22.41,N/A,10.42,15.47,N/A
360 ONE Focused Reg,Regular,Solution: Children - Debt,28456,131578,INF579M01878,-0.93,0.92,0.41,13.94,11.75,0.51,30,50.36%,30.45%,72.14%,4.14,25.07,12,8,3,4,2,29,Low Risk,N/A,N/A,N/A,N/A,70.33,21.98,10.54,10.42,15.47,13.24
Abakkus Flexi Cap Reg,Regular,Solution: Children - Debt,45681,154041,INF2JJD01169,--,--,--,--,--,--,44,32.03%,19.27%,55.63%,2.96,22.32,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,89.77,24.2,10.65,10.42,15.47,13.24
ABSL Bal Bhavishya Yojna Reg,Regular,Solution: Children - Debt,38819,146409,INF209KB1E76,-1.19,0.94,0.39,14.15,11.61,0.49,71,32.68%,20.80%,53.63%,2.98,23.65,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,73.2,22.88,7.94,10.42,15.47,13.24
ABSL BSE 500 Momentum 50 Index Reg,Regular,Solution: Children - Debt,45375,153735,INF209KC1605,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,35.25,16.88,7.37,10.42,15.47,13.24
ABSL BSE 500 Quality 50 Index Reg,Regular,Solution: Children - Debt,45379,153742,INF209KC1639,--,--,--,--,--,--,50,40.98%,20.96%,59.55%,7.65,22.31,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,25.08,11.42,9.59,10.42,15.47,13.24
ABSL Flexi Cap Reg,Regular,Solution: Children - Debt,561,103166,INF209K01AJ8,2.21,0.95,0.65,14.02,15.09,0.82,78,31.98%,20.25%,59.33%,3.5,25.24,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,39.42,29.1,N/A,10.42,15.47,N/A
ABSL Focused Reg,Regular,Solution: Children - Debt,2865,103309,INF209K01462,1.31,0.91,0.58,13.61,13.9,0.78,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,83.28,27.67,N/A,10.42,15.47,N/A
ABSL Retirement 30s Reg,Regular,Solution: Children - Debt,39179,146577,INF209KB1H99,0.51,0.94,0.51,14.34,13.32,0.65,74,24.36%,13.75%,53.10%,3.48,24.63,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,22.87,13.42,9.96,10.42,15.47,13.24
Angel One Nifty Total Market ETF,Regular,Solution: Children - Debt,44964,153332,INF1J2R01015,--,--,--,--,--,--,751,30.57%,21.28%,53.25%,2.97,20.44,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,40.73,20.77,14.97,10.42,15.47,13.24
Angel One Nifty Total Market Index Reg,Regular,Solution: Children - Debt,44962,153331,INF1J2R01031,--,--,--,--,--,--,751,30.50%,21.23%,53.12%,3.14,21.34,4,4,4,4,1,17,Moderately High Risk,N/A,N/A,N/A,N/A,57.31,17.46,13.71,10.42,15.47,13.24
Angel One Nifty Total Market Momentum Quality 50 ETF,Regular,Solution: Children - Debt,45605,153957,INF1J2R01148,--,--,--,--,--,--,50,48.57%,26.19%,69.61%,5.95,28.19,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,55.55,29.53,N/A,10.42,15.47,N/A
Angel One Nifty Total Market Momentum Quality 50 Index Reg,Regular,Solution: Children - Debt,45606,153955,INF1J2R01130,--,--,--,--,--,--,50,48.71%,26.24%,69.86%,5.54,27.38,4,4,3,4,1,16,Moderately High Risk,N/A,N/A,N/A,N/A,55.09,21.38,0.36,10.42,15.47,13.24
Axis Flexi Cap Reg,Regular,Solution: Children - Debt,34709,141927,INF846K01B51,-0.73,0.97,0.43,14.71,12.29,0.5,60,40.48%,24.27%,56.98%,4.35,30.28,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,68.11,21.21,8.13,10.42,15.47,13.24
Axis Focused Reg,Regular,Solution: Children - Debt,14951,117560,INF846K01CH7,-3.23,0.92,0.24,14.48,9.47,0.33,28,48.57%,28.44%,55.78%,4.51,29.48,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,36.18,19.96,N/A,10.42,15.47,N/A
Axis Nifty 500 Index Reg,Regular,Solution: Children - Debt,44412,152730,INF846K018W1,--,--,--,--,--,--,N/A,N/A,N/A,N/A,N/A,N/A,8,8,3,4,2,25,Moderate Risk,N/A,N/A,N/A,N/A,29.16,6.86,2.32,10.42,15.47,13.24
Axis Nifty500 Momentum 50 Index Reg,Regular,Solution: Children - Debt,44904,153245,INF846KA1036,--,--,--,--,--,--,50,44.54%,24.34%,75.37%,4.37,26.75,6,6,4,4,1,21,Moderate Risk,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Axis Nifty500 Quality 50 Index Reg,Regular,Solution: Children - Debt,45467,153830,INF846KA1192,--,--,--,--,--,--,50,38.54%,22.41%,61.28%,7.29,23.31,6,6,3,4,1,20,Moderate Risk,N/A,N/A,N/A,N/A,50.57,29.27,17.4,10.42,15.47,13.24
Bajaj Finserv Flexi Cap Reg,Regular,Solution: Children - Debt,43651,151898,INF0QA701383,--,--,--,--,--,--,58,35.54%,20.15%,57.08%,3.87,27.71,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,35.98,5.68,N/A,10.42,15.47,N/A
Bandhan Flexi Cap Reg,Regular,Solution: Children - Debt,2886,108594,INF194K01391,0.55,0.87,0.52,13.11,12.88,0.63,94,37.97%,25.29%,58.18%,3.01,21.81,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,100.37,17.81,N/A,10.42,15.47,N/A
Bandhan Focused Reg,Regular,Solution: Children - Debt,3151,108592,INF194K01466,2.37,0.94,0.59,15.46,15.19,0.76,29,54.05%,32.31%,66.71%,2.25,15.97,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,67.98,31.94,N/A,10.42,15.47,N/A
Bandhan Nifty 500 Momentum 50 Index Reg,Regular,Solution: Children - Debt,44629,153002,INF194KB1IX2,--,--,--,--,--,--,50,44.64%,24.39%,75.58%,4.37,26.75,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,10.07,9.41,N/A,10.42,15.47,N/A
Bandhan Nifty Alpha 50 Index Reg,Regular,Solution: Children - Debt,43862,152179,INF194KB1GX6,--,--,--,--,--,--,50,32.42%,18.42%,78.06%,3.15,20,4,4,3,3,1,15,Moderately High Risk,N/A,N/A,N/A,N/A,19.13,15.71,N/A,10.42,15.47,N/A
Bandhan Nifty Total Mkt Index Reg,Regular,Solution: Children - Debt,44402,152717,INF194KB1IH5,--,--,--,--,--,--,750,30.50%,21.22%,53.17%,3.14,21.34,2,2,3,4,1,12,High Risk,N/A,N/A,N/A,N/A,54.46,40.11,N/A,10.42,15.47,N/A
Bank of India Flexi Cap Reg,Regular,Solution: Children - Debt,41016,148405,INF761K01FI9,5.12,1.08,0.73,17.79,18.97,1.02,58,31.88%,18.45%,56.27%,3.13,20.69,1,1,1,1,1,5,High Risk,N/A,N/A,N/A,N/A,49.47,47.65,N/A,10.42,15.47,N/A
