Fund Name,Plan,Category,VR ID,ISIN,Scheme Code,Mapping Status,Alpha,Beta,Sharpe,Std Dev,Mean Return,Sortino,"Alpha Score
(/12)","Sharpe Score
(/12)","Std Dev Score
(/6)","Beta Score
(/6)","Sortino Score
(/4)","TOTAL
(/40)",RISK CATEGORY,Verification Status,Note,Return_1Y,Return_3Y,Return_5Y,Return_7Y,Return_10Y,Benchmark_Name,BM_Return_1Y,BM_Return_3Y,BM_Return_5Y,BM_Return_7Y,BM_Return_10Y
Kotak Multi Factor Passive FoF Reg,Regular,Thematic,45898,INF174KA1ZH4,154276,Algorithm Match (97% Confidence),,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code 154276 nor ISIN INF174KA1ZH4 confirmed in NAV,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Kotak Nifty Chemicals ETF,Regular,Thematic,45570,INF174KA1XV0,153934,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,-0.65,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Kotak Nifty Commodities Index Reg,Regular,Thematic,44989,INF174KA1VH3,153351,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Kotak Nifty India Tourism Index Reg,Regular,Thematic,44537,INF174KA1TC8,152872,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Kotak Rural Opportunities Reg,Regular,Thematic,45595,INF174KA1XZ1,153969,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,18.49,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Kotak Services Reg,Regular,Thematic,45795,INF174KA1YY2,154151,Algorithm Match (93% Confidence),,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code 154151 nor ISIN INF174KA1YY2 confirmed in NAV,-18.84,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Kotak Special Opportunities Reg,Regular,Thematic,44380,INF174KA1SC0,152703,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Mirae Asset BSE India Defence ETF,Regular,Thematic,45790,INF769K01QC2,154182,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Mirae Asset BSE India Defence ETF FoF Reg,Regular,Thematic,45809,INF769K01QF5,154190,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,8.52,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Mirae Asset BSE Select IPO ETF,Regular,Thematic,45020,INF769K01ON4,153384,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Mirae Asset BSE Select IPO ETF FoF Reg,Regular,Thematic,45021,INF769K01ON4,153384,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Mirae Asset Multi Factor Passive FoF Reg,Regular,Thematic,45434,INF769K01PE0,153818,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,-0.11,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Mirae Asset Nifty India Internet ETF,Regular,Thematic,45250,INF769K01PB6,153642,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,-1.44,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Mirae Asset Nifty Metal ETF,Regular,Thematic,44588,INF769K01LY7,152924,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Mirae Asset Nifty Metal ETF FoF Reg,Regular,Thematic,45831,INF769K01QL3,154219,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Active Momentum Reg,Regular,Thematic,45000,INF247L01ES9,153365,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,51.4,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Motilal Oswal BSE Select IPO ETF,Regular,Thematic,45639,INF247L01GI5,154003,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Multi Factor Passive FoF Reg,Regular,Thematic,45873,INF247L01GU0,154238,Algorithm Match (84% Confidence),,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code 154238 nor ISIN INF247L01GU0 confirmed in NAV,22.45,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Motilal Oswal Nifty Capital Market ETF,Regular,Thematic,45051,INF247L01EV3,153406,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Nifty Capital Market Index Reg,Regular,Thematic,44754,INF247L01EC3,153137,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Nifty India Defence ETF,Regular,Thematic,44517,INF247L01DJ0,152846,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,46.45,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Motilal Oswal Nifty India Defence Index Reg,Regular,Thematic,44396,INF247L01CV7,152711,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,45.48,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Motilal Oswal Nifty India Tourism ETF,Regular,Thematic,45240,INF247L01FP2,153618,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,32.83,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Motilal Oswal Nifty MidSmall IT and Telecom Index Reg,Regular,Thematic,44681,INF247L01DZ6,153028,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,31.9,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Motilal Oswal Nifty Realty ETF,Regular,Thematic,44250,INF247L01CI4,152541,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Motilal Oswal Nifty Services Sector ETF,Regular,Thematic,45660,INF247L01GJ3,154033,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,0.49,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Motilal Oswal Services Reg,Regular,Thematic,45184,INF247L01GJ3,154033,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,-4.16,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Motilal Oswal Special Opportunities Reg,Regular,Thematic,45391,INF247L01FV0,153751,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Nippon India Active Momentum Reg,Regular,Thematic,44936,INF204KC1EH1,153276,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Nippon India Nifty Realty Index Reg,Regular,Thematic,44710,INF204KC1DV4,153061,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Quant Commodities Reg,Regular,Thematic,43964,INF966L01DC0,152256,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,12.96,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Quant Momentum Reg,Regular,Thematic,43880,INF966L01CW0,152190,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,-4.84,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Quantum Ethical Reg,Regular,Thematic,44770,INF082J01481,153095,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,9.78,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
SBI Comma Reg,Regular,Thematic,2812,INF200K01339,103145,NAV-verified,5.55,0.95,0.79,15.78,18.44,1.18,12,8,3,4,2,29,Low Risk,OK,Verified ✓,5.38,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
SBI Equity Minimum Variance Reg,Regular,Thematic,39362,INF200KA1A48,146644,NAV-verified,-1.78,0.9,0.33,14.12,10.71,0.42,4,2,3,4,1,14,Moderately High Risk,OK,Verified ✓,3.01,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
SBI Quality Reg,Regular,Thematic,45791,INF200KA1WX6,145648,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,21.31,19.77,14.89,17.74,16.46,BSE 500 TRI,7.45,14.75,13.7,13.76,14.21
Samco Active Momentum Reg,Regular,Thematic,43514,INF0K1H01073,151752,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,2.21,11.01,11.09,12.07,N/A,BSE 500 TRI,7.45,14.75,13.7,13.76,N/A
Samco Special Opportunities Reg,Regular,Thematic,44279,INF0K1H01172,152587,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Shriram Multi Sector Rotation Reg,Regular,Thematic,44668,INF680P01463,153077,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,-6.89,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Sundaram Multi-Factor Reg,Regular,Thematic,45283,INF903JA1LY0,153667,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,4.39,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Sundaram Services Reg,Regular,Thematic,37575,INF903JA1EX7,144838,NAV-verified,1.07,0.91,0.54,14.25,13.68,0.73,6,6,3,4,1,20,Moderate Risk,OK,Verified ✓,-1.42,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Tata BSE Select Business Groups Index Reg,Regular,Thematic,44790,INF277KA1CX6,153134,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Tata Ethical Reg,Regular,Thematic,213,INF277K01956,100415,NAV-verified,-4.85,0.91,0.12,14.27,7.76,0.15,2,2,3,4,1,12,High Risk,OK,Verified ✓,8.91,16.5,16.17,17.14,N/A,BSE 500 TRI,7.45,14.75,13.7,13.76,N/A
Tata Housing Opportunities Reg,Regular,Thematic,42445,INF277KA1521,150537,NAV-verified,-4.21,1.13,0.22,17.71,9.97,0.27,2,2,2,2,1,9,High Risk,OK,Verified ✓,13.02,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Tata Nifty Capital Markets Index Fund Reg,Regular,Thematic,44636,INF277KA1CL1,152954,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,-0.11,8.42,9.7,12.21,10.77,BSE 500 TRI,7.45,14.75,13.7,13.76,14.21
Tata Nifty India Tourism Index Reg,Regular,Thematic,44424,INF277KA1BZ3,152746,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,3.74,10.72,N/A,N/A,N/A,BSE 500 TRI,7.45,14.75,N/A,N/A,N/A
Tata Nifty Realty Index Reg,Regular,Thematic,44259,INF277KA1AL5,152573,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,44.89,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Taurus Ethical Reg,Regular,Thematic,10244,INF044D01864,111787,NAV-verified,0.25,0.95,0.47,15.06,13.14,0.6,6,4,3,4,1,18,Moderately High Risk,OK,Verified ✓,-18.89,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
The Wealth Company Ethical Reg,Regular,Thematic,45523,INF2F0001248,153897,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,-4.96,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
UTI BSE Housing Index Reg,Regular,Thematic,43520,INF789F1AYS9,151763,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,4.67,14.13,11.11,12.95,12.16,BSE 500 TRI,7.45,14.75,13.7,13.76,14.21
Union Active Momentum Reg,Regular,Thematic,44782,INF582M01KC8,153111,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
WhiteOak Capital Quality Equity Reg,Regular,Thematic,44852,INF03VN01985,153190,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,-0.71,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
WhiteOak Capital Special Opportunities Reg,Regular,Thematic,44332,INF03VN01894,152643,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,5.75,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
ABSL MNC Reg,Regular,Thematic-Consumption,25,INF209K01322,100064,NAV-verified,-2.63,0.95,0.27,15.55,10.25,0.36,2,2,3,4,1,12,High Risk,OK,Verified ✓,-0.48,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
HDFC MNC Reg,Regular,Thematic-Consumption,43177,INF179KC1FF3,151457,NAV-verified,-6.18,0.96,0.05,15.19,6.76,0.05,1,1,3,3,1,9,High Risk,OK,Verified ✓,12.41,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
ICICI Pru MNC,Regular,Thematic-Consumption,39975,INF109KC1D69,147345,NAV-verified,0.53,0.81,0.5,12.77,12.39,0.54,6,6,4,5,1,22,Moderate Risk,OK,Verified ✓,6.19,11.58,6.17,6.87,8.38,BSE 500 TRI,7.45,14.75,13.7,13.76,14.21
Kotak MNC Reg,Regular,Thematic-Consumption,44577,INF174KA1JF2,150531,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,5.35,7.87,N/A,N/A,N/A,BSE 500 TRI,7.45,14.75,N/A,N/A,N/A
Kotak Nifty MNC ETF,Regular,Thematic-Consumption,42418,INF174KA1JF2,150531,NAV-verified,1.74,0.93,0.55,15.38,14.49,0.58,8,6,3,4,1,22,Moderate Risk,OK,Verified ✓,12.19,14.02,12.72,N/A,N/A,BSE 500 TRI,7.45,14.75,13.7,N/A,N/A
Motilal Oswal Nifty MNC ETF,Regular,Thematic-Consumption,45678,INF247L01GK1,154062,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,20.9,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Nippon India MNC Reg,Regular,Thematic-Consumption,45294,INF204KC1FO4,153691,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,16.96,16.67,N/A,N/A,N/A,BSE 500 TRI,7.45,14.75,N/A,N/A,N/A
SBI MNC Reg,Regular,Thematic-Consumption,201,INF200K01271,103034,NAV-verified,-5.22,0.7,-0.01,11.89,5.9,-0.01,1,1,5,6,1,14,Moderately High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
UTI MNC Reg,Regular,Thematic-Consumption,544,INF789F01844,100740,NAV-verified,-2.34,0.89,0.29,14,10.15,0.34,2,2,4,4,1,13,Moderately High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Baroda BNP Paribas Energy Opportunities Reg,Regular,Thematic-Dividend Yield,44848,INF251K01UH2,153224,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,5.08,6.87,8.89,11.01,10.3,BSE 500 TRI,7.45,14.75,13.7,13.76,14.21
DSP Natural Resources and New Energy Reg,Regular,Thematic-Dividend Yield,7128,INF740K01060,108202,NAV-verified,8.08,0.63,1.01,15.63,21.84,1.77,12,12,3,6,3,36,Very Low Risk,OK,Verified ✓,6.22,11.1,9.81,9.48,9.63,BSE 500 TRI,7.45,14.75,13.7,13.76,14.21
ICICI Pru Energy Opportunities Reg,Regular,Thematic-Dividend Yield,44416,INF109KC15W9,152726,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,10.79,N/A,N/A,N/A,N/A,BSE Energy TRI,9.36,N/A,N/A,N/A,N/A
Kotak Energy Opportunities Reg,Regular,Thematic-Dividend Yield,45064,INF174KA1WA6,153449,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,39.35,23.92,18.79,18.7,19.17,BSE Energy TRI,9.36,17.24,16.26,15.7,18.76
Mirae Asset Nifty Energy ETF,Regular,Thematic-Dividend Yield,45587,INF769K01PR2,153945,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,16.75,N/A,N/A,N/A,N/A,BSE Energy TRI,9.36,N/A,N/A,N/A,N/A
Motilal Oswal Nifty Energy ETF,Regular,Thematic-Dividend Yield,45556,INF247L01GH7,153931,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE Energy TRI,N/A,N/A,N/A,N/A,N/A
SBI Energy Opportunities Reg,Regular,Thematic-Dividend Yield,44144,INF200KB1092,152418,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE Energy TRI,N/A,N/A,N/A,N/A,N/A
Tata Resources & Energy Reg,Regular,Thematic-Dividend Yield,31362,INF277K012B6,135815,NAV-verified,1.67,0.67,0.62,16.03,15.96,0.93,8,6,3,6,2,25,Moderate Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE Energy TRI,N/A,N/A,N/A,N/A,N/A
ABSL ESG Integration Strategy Reg,Regular,Thematic-ESG,41219,INF209KB1U43,148635,NAV-verified,0.25,0.98,0.41,14.46,11.93,0.5,6,4,3,3,1,17,Moderately High Risk,OK,Verified ✓,9.35,N/A,N/A,N/A,N/A,BSE Energy TRI,9.36,N/A,N/A,N/A,N/A
Axis ESG Integration Strategy Reg,Regular,Thematic-ESG,40534,INF846K01W56,147929,NAV-verified,-1.28,0.91,0.3,13.2,9.99,0.38,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,13.48,18.05,15.26,18.37,16.01,BSE Energy TRI,9.36,17.24,16.26,15.7,18.76
Baroda BNP Paribas ESG Best-in-class strategy Reg,Regular,Thematic-ESG,45835,INF251K01VM0,154194,Algorithm Match (84% Confidence),,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code 154194 nor ISIN INF251K01VM0 confirmed in NAV,8.48,13.98,10.92,N/A,N/A,BSE 100 TRI,6.25,12.99,12.73,N/A,N/A
ICICI Pru ESG Exclusionary Strategy,Regular,Thematic-ESG,41125,INF109KC1N75,148517,NAV-verified,2.44,0.96,0.56,14.14,13.95,0.77,8,6,3,3,1,21,Moderate Risk,OK,Verified ✓,2.18,10.79,8.06,N/A,N/A,BSE 100 TRI,6.25,12.99,12.73,N/A,N/A
Invesco India ESG Integration Strategy Reg,Regular,Thematic-ESG,41337,INF205KA1304,148753,NAV-verified,-3.14,0.99,0.17,14.73,8.55,0.21,2,2,3,3,1,11,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 100 TRI,N/A,N/A,N/A,N/A,N/A
Kotak ESG Exclusionary Strategy Reg,Regular,Thematic-ESG,41200,INF174KA1FF0,148602,NAV-verified,-0.7,0.95,0.35,13.55,10.79,0.4,4,4,4,4,1,17,Moderately High Risk,OK,Verified ✓,2.51,15.75,12.17,N/A,N/A,BSE 100 TRI,6.25,12.99,12.73,N/A,N/A
Mirae Asset Nifty 100 ESG Sector Leaders ETF,Regular,Thematic-ESG,41157,INF769K01GS9,148572,NAV-verified,-0.9,0.95,0.34,13.32,10.58,0.43,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,-1.94,10.08,9.5,N/A,N/A,BSE 100 TRI,6.25,12.99,12.73,N/A,N/A
Mirae Asset Nifty 100 ESG Sector Leaders FoF Reg,Regular,Thematic-ESG,41158,INF769K01GS9,148572,NAV-verified,-1.34,0.95,0.31,13.35,10.13,0.39,4,2,4,4,1,15,Moderately High Risk,OK,Verified ✓,6.49,12.05,9.45,N/A,N/A,BSE 100 TRI,6.25,12.99,12.73,N/A,N/A
Quant ESG Integration Strategy Reg,Regular,Thematic-ESG,41163,INF966L01AB8,148560,NAV-verified,0.52,1.13,0.39,17.96,13.05,0.57,6,4,2,2,1,15,Moderately High Risk,OK,Verified ✓,5.39,11.99,10.22,N/A,N/A,BSE 100 TRI,6.25,12.99,12.73,N/A,N/A
Quantum ESG Best In Class Strategy Reg,Regular,Thematic-ESG,40009,INF082J01390,147371,NAV-verified,-2.94,1,0.19,14.58,8.85,0.22,2,2,3,3,1,11,High Risk,OK,Verified ✓,4.83,11.5,9.6,N/A,N/A,BSE 100 TRI,6.25,12.99,12.73,N/A,N/A
SBI ESG Exclusionary Strategy Reg,Regular,Thematic-ESG,190,INF200K01214,104523,NAV-verified,-1.07,0.97,0.32,13.88,10.53,0.36,4,2,4,3,1,14,Moderately High Risk,OK,Verified ✓,6.85,15,18.45,N/A,N/A,BSE 100 TRI,6.25,12.99,12.73,N/A,N/A
WhiteOak Capital ESG Best-In-Class Strategy Reg,Regular,Thematic-ESG,44644,INF03VN01969,152963,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,1.83,10.32,9.12,N/A,N/A,BSE 100 TRI,6.25,12.99,12.73,N/A,N/A
ABSL Nifty PSE ETF,Regular,Thematic-Energy,44301,INF209KB19Z4,152620,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,6.15,12.46,11.44,11.94,12.01,BSE 100 TRI,6.25,12.99,12.73,12.76,13.62
ABSL PSU Equity Reg,Regular,Thematic-Energy,40478,INF209KB1O66,147846,NAV-verified,-3.22,0.96,0.86,22.85,25.78,1.36,2,10,1,3,2,18,Moderately High Risk,OK,Verified ✓,1.86,N/A,N/A,N/A,N/A,BSE 100 TRI,6.25,N/A,N/A,N/A,N/A
CPSE ETF,Regular,Thematic-Energy,25711,INF457M01133,140107,NAV-verified,7,0.85,1.29,21.29,33.41,2.12,12,12,2,5,4,35,Very Low Risk,OK,Verified ✓,11.98,N/A,N/A,N/A,N/A,BSE PSU TRI,21.74,N/A,N/A,N/A,N/A
Groww Nifty India Railways PSU ETF,Regular,Thematic-Energy,44875,INF666M01JJ6,153229,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,16.34,28.34,26.71,N/A,N/A,BSE PSU TRI,21.74,33.56,31.02,N/A,N/A
Groww Nifty India Railways PSU Index Reg,Regular,Thematic-Energy,44876,INF666M01JN8,153232,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,20,36.26,36.19,21.05,18.04,BSE PSU TRI,21.74,33.56,31.02,20.07,16.96
Groww Nifty PSE ETF,Regular,Thematic-Energy,45783,INF666M01NQ3,154163,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,-9.39,N/A,N/A,N/A,N/A,BSE PSU TRI,21.74,N/A,N/A,N/A,N/A
Groww Nifty PSE ETF FOF Reg,Regular,Thematic-Energy,45784,INF666M01NV3,154174,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,-10.14,N/A,N/A,N/A,N/A,BSE PSU TRI,21.74,N/A,N/A,N/A,N/A
ICICI Pru PSU Equity,Regular,Thematic-Energy,42449,INF109KC19H2,150538,NAV-verified,-1.4,0.83,0.94,19.76,24.53,1.5,4,10,2,5,3,24,Moderate Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE PSU TRI,N/A,N/A,N/A,N/A,N/A
Invesco India PSU Equity Reg,Regular,Thematic-Energy,10694,INF205K01338,112171,NAV-verified,-3.05,0.96,0.85,23.39,25.96,1.3,2,10,1,3,2,18,Moderately High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE PSU TRI,N/A,N/A,N/A,N/A,N/A
Kotak BSE PSU Index Reg,Regular,Thematic-Energy,44428,INF174KA1SI7,152752,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,12.36,27.09,N/A,N/A,N/A,BSE PSU TRI,21.74,33.56,N/A,N/A,N/A
Motilal Oswal Nifty PSE ETF,Regular,Thematic-Energy,45230,INF247L01FO5,153608,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,17.01,29.21,25.78,21.03,17.57,BSE PSU TRI,21.74,33.56,31.02,20.07,16.96
Quant PSU Reg,Regular,Thematic-Energy,44140,INF966L01DQ0,152413,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,20.42,N/A,N/A,N/A,N/A,BSE PSU TRI,21.74,N/A,N/A,N/A,N/A
SBI PSU Reg,Regular,Thematic-Energy,11198,INF200KB1712,153435,NAV-verified,0.01,0.94,0.99,22.6,28.47,1.61,6,10,1,4,3,24,Moderate Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE PSU TRI,N/A,N/A,N/A,N/A,N/A
ABSL Consumption Reg,Regular,Thematic-Infrastructure,2787,INF209K01447,103111,NAV-verified,-3.05,0.8,0.35,15.11,11.34,0.42,2,4,3,5,1,15,Moderately High Risk,OK,Verified ✓,5.73,N/A,N/A,N/A,N/A,BSE PSU TRI,21.74,N/A,N/A,N/A,N/A
Axis Consumption Reg,Regular,Thematic-Infrastructure,44464,INF846K016C7,149156,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,19.85,31.95,27.62,18.94,15.42,BSE PSU TRI,21.74,33.56,31.02,20.07,16.96
