Fund Name,Plan,Category,VR ID,ISIN,Scheme Code,Mapping Status,Alpha,Beta,Sharpe,Std Dev,Mean Return,Sortino,"Alpha Score
(/12)","Sharpe Score
(/12)","Std Dev Score
(/6)","Beta Score
(/6)","Sortino Score
(/4)","TOTAL
(/40)",RISK CATEGORY,Verification Status,Note,Return_1Y,Return_3Y,Return_5Y,Return_7Y,Return_10Y,Benchmark_Name,BM_Return_1Y,BM_Return_3Y,BM_Return_5Y,BM_Return_7Y,BM_Return_10Y
DSP Small Cap Reg,Regular,Small Cap,5069,INF740K01797,105989,NAV-verified,1.47,0.94,0.6,20.14,18.06,0.88,6,6,2,4,2,20,Moderate Risk,OK,Verified ✓,1.78,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,N/A,N/A,N/A,N/A
Edelweiss Nifty Smallcap 250 Index Reg,Regular,Small Cap,42806,INF754K01QP6,150894,NAV-verified,0.51,1.01,0.58,20.61,17.89,0.82,6,6,2,3,2,19,Moderately High Risk,OK,Verified ✓,16,20.06,19.46,19.47,16.33,BSE 250 SmallCap TRI,5.9,18.86,17.67,16.47,15.08
Edelweiss Small Cap Reg,Regular,Small Cap,38849,INF754K01JJ4,146193,NAV-verified,1.23,0.82,0.61,17.2,16.53,0.81,6,6,2,5,2,21,Moderate Risk,OK,Verified ✓,5.78,19.32,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,18.86,N/A,N/A,N/A
Franklin India Small Cap Reg,Regular,Small Cap,3019,INF090I01569,103360,NAV-verified,-0.47,0.86,0.51,18.24,15.29,0.7,4,6,2,4,1,17,Moderately High Risk,OK,Verified ✓,9.01,18.37,19.15,20.73,N/A,BSE 250 SmallCap TRI,5.9,18.86,17.67,16.47,N/A
Groww Nifty Smallcap 250 ETF,Regular,Small Cap,45552,INF666M01HV5,152433,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,5.66,17.52,19.15,16.55,14.95,BSE 250 SmallCap TRI,5.9,18.86,17.67,16.47,15.08
Groww Nifty Smallcap 250 Index Reg,Regular,Small Cap,44154,INF666M01HV5,152433,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,N/A,N/A,N/A,N/A,N/A
Groww Small Cap Fund Reg,Regular,Small Cap,45695,INF666M01NM2,154102,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,5.69,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,N/A,N/A,N/A,N/A
HDFC Nifty Smallcap 250 ETF,Regular,Small Cap,43116,INF179KC1FB2,151375,NAV-verified,1.16,1.01,0.61,20.72,18.6,0.87,6,6,2,3,2,19,Moderately High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,N/A,N/A,N/A,N/A,N/A
HDFC Nifty Smallcap 250 Index Reg,Regular,Small Cap,43483,INF179KC1GF1,151726,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,6.31,20.13,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,18.86,N/A,N/A,N/A
HDFC Small Cap Reg,Regular,Small Cap,6770,INF179KA1RZ8,130502,NAV-verified,-0.6,0.83,0.5,17.43,14.77,0.69,4,6,2,5,1,18,Moderately High Risk,OK,Verified ✓,5.62,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,N/A,N/A,N/A,N/A
HSBC Small Cap Reg,Regular,Small Cap,26131,INF917K01QC7,151133,NAV-verified,-2.61,0.95,0.41,19.86,14.1,0.51,2,4,2,4,1,13,Moderately High Risk,OK,Verified ✓,8.33,16.32,19.05,16.34,17.16,BSE 250 SmallCap TRI,5.9,18.86,17.67,16.47,15.08
Helios Small Cap Reg,Regular,Small Cap,45557,INF0R8701350,153909,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,5.55,15.13,19.13,16.9,16.67,BSE 250 SmallCap TRI,5.9,18.86,17.67,16.47,15.08
ICICI Pru Nifty Smallcap 250 Index,Regular,Small Cap,41787,INF109KC1U84,149281,NAV-verified,0.37,1.01,0.57,20.63,17.77,0.81,6,6,2,3,2,19,Moderately High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,N/A,N/A,N/A,N/A,N/A
ICICI Pru Smallcap,Regular,Small Cap,5646,INF109K01BI0,106823,NAV-verified,-1.91,0.79,0.41,16.86,13.02,0.55,4,4,3,5,1,17,Moderately High Risk,OK,Verified ✓,5.6,19.13,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,18.86,N/A,N/A,N/A
ITI Small Cap Reg,Regular,Small Cap,40530,INF00XX01713,147920,NAV-verified,4.95,0.84,0.81,17.87,20.42,1.01,10,10,2,5,2,29,Low Risk,OK,Verified ✓,5.9,14.59,17.64,18.17,15.51,BSE 250 SmallCap TRI,5.9,18.86,17.67,16.47,15.08
Invesco India Smallcap Reg,Regular,Small Cap,37841,INF205K011T7,145139,NAV-verified,4.59,0.85,0.77,18.29,20.15,0.9,10,8,2,5,2,27,Low Risk,OK,Verified ✓,8.89,23.39,16.81,N/A,N/A,BSE 250 SmallCap TRI,5.9,18.86,17.67,N/A,N/A
JM Small Cap Reg,Regular,Small Cap,44311,INF192K01NE0,152612,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,11.06,22.91,21.17,20.94,N/A,BSE 250 SmallCap TRI,5.9,18.86,17.67,16.47,N/A
Kotak Nifty Smallcap 250 Index Reg,Regular,Small Cap,44866,INF174KA1UN3,153221,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,2.77,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,N/A,N/A,N/A,N/A
Kotak Nifty Smallcap 50 Index Reg,Regular,Small Cap,43355,INF174KA1MY7,151647,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,5.68,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,N/A,N/A,N/A,N/A
Kotak Small Cap Reg,Regular,Small Cap,2597,INF174K01211,102875,NAV-verified,-3.07,0.86,0.36,18.36,12.65,0.49,2,4,2,4,1,13,Moderately High Risk,OK,Verified ✓,7.05,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,N/A,N/A,N/A,N/A
LIC MF Small Cap Reg,Regular,Small Cap,34270,INF397L01JW3,152003,NAV-verified,-0.99,0.9,0.47,19.44,15.18,0.55,4,4,2,4,1,15,Moderately High Risk,OK,Verified ✓,3.29,13.79,14.84,18.66,16.08,BSE 250 SmallCap TRI,5.9,18.86,17.67,16.47,15.08
Mahindra Manulife Small Cap Reg,Regular,Small Cap,42797,INF174V01BH3,150912,NAV-verified,4.44,0.89,0.78,18.63,20.48,1.06,10,8,2,4,2,26,Moderate Risk,OK,Verified ✓,4.08,17.12,18.28,17.02,N/A,BSE 250 SmallCap TRI,5.9,18.86,17.67,16.47,N/A
Mirae Asset Nifty Smallcap 250 ETF,Regular,Small Cap,45590,INF769K01PQ4,153946,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,11.81,23.45,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,18.86,N/A,N/A,N/A
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,Regular,Small Cap,44091,INF769K01LC3,152455,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,N/A,N/A,N/A,N/A,N/A
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF FoF Reg,Regular,Small Cap,44092,INF769K01LC3,152455,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,2.62,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,N/A,N/A,N/A,N/A
Mirae Asset Small Cap Reg,Regular,Small Cap,44822,INF769K01NG0,153198,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,1.71,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,N/A,N/A,N/A,N/A
Motilal Oswal Nifty Microcap 250 Index Reg,Regular,Small Cap,43574,INF247L01BR7,151815,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,13.81,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,N/A,N/A,N/A,N/A
Motilal Oswal Nifty Smallcap 250 ETF,Regular,Small Cap,44249,INF247L01CH6,152546,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,3.56,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,N/A,N/A,N/A,N/A
Motilal Oswal Nifty Smallcap 250 Index Reg,Regular,Small Cap,40243,INF247L01924,147624,NAV-verified,0.44,1.01,0.57,20.72,17.88,0.82,6,6,2,3,2,19,Moderately High Risk,OK,Verified ✓,6.38,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,N/A,N/A,N/A,N/A
Motilal Oswal Small Cap Reg,Regular,Small Cap,43943,INF247L01BV9,152232,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,5.51,19.24,16.86,N/A,N/A,BSE 250 SmallCap TRI,5.9,18.86,17.67,N/A,N/A
Navi Nifty Smallcap250 Momentum Quality 100 Index Reg,Regular,Small Cap,45018,INF959L01HP8,153363,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,9.53,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,N/A,N/A,N/A,N/A
Nippon India Nifty Smallcap 250 Index Reg,Regular,Small Cap,41129,INF204KB12W7,148518,NAV-verified,0.17,1.01,0.56,20.6,17.54,0.8,6,6,2,3,2,19,Moderately High Risk,OK,Verified ✓,1.57,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,N/A,N/A,N/A,N/A
Nippon India Small Cap Reg,Regular,Small Cap,11463,INF204K01HY3,113177,NAV-verified,1.86,0.86,0.65,17.95,17.62,0.87,8,8,2,4,2,24,Moderate Risk,OK,Verified ✓,5.55,18.88,16.66,N/A,N/A,BSE 250 SmallCap TRI,5.9,18.86,17.67,N/A,N/A
PGIM India Small Cap Reg,Regular,Small Cap,41575,INF663L01W30,149020,NAV-verified,-1.85,0.73,0.4,15.88,12.42,0.57,4,4,3,6,1,18,Moderately High Risk,OK,Verified ✓,8.46,19.71,22.11,21.75,20.29,BSE 250 SmallCap TRI,5.9,18.86,17.67,16.47,15.08
Quant Small Cap Reg,Regular,Small Cap,66,INF966L01AA0,100177,NAV-verified,1.36,0.88,0.6,18.72,17.26,0.93,6,6,2,4,2,20,Moderate Risk,OK,Verified ✓,9.83,14.41,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,18.86,N/A,N/A,N/A
Quantum Small Cap Reg,Regular,Small Cap,43813,INF082J01440,152108,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,6.88,18.96,22.28,24.48,18.2,BSE 250 SmallCap TRI,5.9,18.86,17.67,16.47,15.08
SBI Nifty Smallcap 250 Index Reg,Regular,Small Cap,42579,INF200KA13P9,150676,NAV-verified,0.43,1.01,0.57,20.69,17.86,0.82,6,6,2,3,2,19,Moderately High Risk,OK,Verified ✓,9.98,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,N/A,N/A,N/A,N/A
SBI Small Cap Reg,Regular,Small Cap,10603,INF200K01T28,125494,NAV-verified,-3.05,0.74,0.34,15.49,11.32,0.46,2,2,3,6,1,14,Moderately High Risk,OK,Verified ✓,5.67,19.23,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,18.86,N/A,N/A,N/A
Samco Small Cap Reg,Regular,Small Cap,45539,INF0K1H01305,153869,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,3.06,13.09,15.09,17.35,17.24,BSE 250 SmallCap TRI,5.9,18.86,17.67,16.47,15.08
Sundaram Small Cap Reg,Regular,Small Cap,2599,INF903J01470,100795,NAV-verified,1.05,0.82,0.6,17.22,16.29,0.79,6,6,2,5,1,20,Moderate Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,N/A,N/A,N/A,N/A,N/A
TRUST MF Small Cap Reg,Regular,Small Cap,44591,INF209K01EN2,105804,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,12.46,19.06,19.09,17.83,14.73,BSE 250 SmallCap TRI,5.9,18.86,17.67,16.47,15.08
Tata Small Cap Reg,Regular,Small Cap,37989,INF277K015O2,145208,NAV-verified,-5.35,0.85,0.23,18.36,10.24,0.31,1,2,2,5,1,11,High Risk,OK,Verified ✓,19.2,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,5.9,N/A,N/A,N/A,N/A
The Wealth Company Small Cap Reg,Regular,Small Cap,45894,INF2F0001503,154268,Algorithm Match (94% Confidence),,,,,,,1,1,1,1,1,5,High Risk,NOT_FOUND,Neither code 154268 nor ISIN INF2F0001503 confirmed in NAV,-5.59,12.11,17.14,17.86,N/A,BSE 250 SmallCap TRI,5.9,18.86,17.67,16.47,N/A
UTI Small Cap Reg,Regular,Small Cap,41231,INF789F1AUO6,148617,NAV-verified,-0.63,0.86,0.49,18.21,15.04,0.71,4,4,2,4,1,15,Moderately High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,N/A,N/A,N/A,N/A,N/A
Union Small Cap Reg,Regular,Small Cap,26858,INF582M01BY1,129647,NAV-verified,2.37,0.83,0.64,18.23,17.77,0.8,8,6,2,5,2,23,Moderate Risk,OK,Verified ✓,7.17,16.7,16.92,N/A,N/A,BSE 250 SmallCap TRI,5.9,18.86,17.67,N/A,N/A
Zerodha Nifty Smallcap 100 ETF,Regular,Small Cap,45480,INF0R8F01141,153837,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,19.26,19.07,18.21,19.72,15.53,BSE 250 SmallCap TRI,5.9,18.86,17.67,16.47,15.08
ABSL Conglomerate Reg,Regular,Thematic,44786,INF209KC1399,153127,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 250 SmallCap TRI,N/A,N/A,N/A,N/A,N/A
ABSL Nifty India Defence Index Reg,Regular,Thematic,44487,INF209KC1159,152800,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,6.25,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
ABSL Special Opportunities Reg,Regular,Thematic,41141,INF209KB1T46,148537,NAV-verified,4.83,0.96,0.82,14.37,17.76,1.08,10,10,3,3,2,28,Low Risk,OK,Verified ✓,31.62,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Axis BSE India Sector Leaders Index Reg,Regular,Thematic,45781,INF846KA1416,154170,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,17.4,20.38,15.65,N/A,N/A,BSE 500 TRI,7.45,14.75,13.7,N/A,N/A
Axis Momentum Reg,Regular,Thematic,44766,INF846K010Z1,153085,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Axis Multi Factor Passive FoF Reg,Regular,Thematic,42078,INF846K014G3,149844,NAV-verified,-1.13,0.97,0.41,14.39,11.87,0.47,4,4,3,3,1,15,Moderately High Risk,OK,Verified ✓,8.46,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Axis Services Opportunities Reg,Regular,Thematic,45322,INF846KA1135,153621,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,11.02,13.18,N/A,N/A,N/A,BSE 500 TRI,7.45,14.75,N/A,N/A,N/A
Bandhan BSE India Sector Leaders Index Reg,Regular,Thematic,45460,INF194KB1KA6,153839,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,--,--,--,--,--,--,--,--,--,--,--
Bandhan Multi-Factor Reg,Regular,Thematic,45332,INF194KB1JU6,153721,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Baroda BNP Paribas Business Conglomerates Reg,Regular,Thematic,45456,INF251K01VG2,153844,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Edelweiss BSE Capital Mkts & Insurance ETF,Regular,Thematic,44826,INF754K01TX4,153180,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Edelweiss BSE Internet Economy Index Reg,Regular,Thematic,45127,INF754K01VB6,153495,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Edelweiss Recently Listed IPO Reg,Regular,Thematic,35232,INF754K01MH2,142383,NAV-verified,2.96,0.96,0.55,17.97,15.93,0.64,8,6,2,3,1,20,Moderate Risk,OK,Verified ✓,24.1,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Franklin India Multi-Factor Reg,Regular,Thematic,45583,INF090I01YN8,153943,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Franklin India Opportunities Reg,Regular,Thematic,753,INF090I01841,103151,NAV-verified,8.37,1.06,0.93,17.21,22.07,1.19,12,10,2,2,2,28,Low Risk,OK,Verified ✓,15.39,17.92,12.22,16.81,N/A,BSE 500 TRI,7.45,14.75,13.7,13.76,N/A
Groww BSE Power ETF,Regular,Thematic,45370,INF666M01LM6,153744,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Groww BSE Power ETF FOF Reg,Regular,Thematic,45371,INF666M01LR5,153747,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,10.68,26.22,19.01,18.42,16.56,BSE 500 TRI,7.45,14.75,13.7,13.76,14.21
Groww Nifty Capital Markets ETF,Regular,Thematic,45632,INF666M01MM4,153907,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Groww Nifty Capital Markets ETF FoF Reg,Regular,Thematic,45626,INF666M01MK8,153919,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Groww Nifty Chemicals ETF,Regular,Thematic,45751,INF666M01NP5,154111,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Groww Nifty India Defence ETF,Regular,Thematic,44590,INF666M01IO8,152845,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Groww Nifty India Defence ETF FoF Reg,Regular,Thematic,44595,INF666M01IU5,152928,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Groww Nifty India Internet ETF,Regular,Thematic,45241,INF666M01LI4,153625,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,32.68,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Groww Nifty India Internet ETF FoF Reg,Regular,Thematic,45242,INF666M01LG8,153631,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,31.94,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Groww Nifty Metal ETF,Regular,Thematic,45677,INF666M01NI0,154034,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Groww Nifty Realty ETF,Regular,Thematic,45522,INF666M01MN2,153899,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
HDFC BSE India Sector Leaders Index Reg,Regular,Thematic,45588,INF179KC1JX8,153958,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
HDFC Defence Reg,Regular,Thematic,43510,INF179KC1GL9,151751,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
HDFC Housing Opportunities Reg,Regular,Thematic,34768,INF179KC1AX7,141923,NAV-verified,0.19,1.12,0.47,17.56,14.3,0.59,6,4,2,2,1,15,Moderately High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
HDFC NIFTY Growth Sectors 15 ETF,Regular,Thematic,42537,INF179KC1DJ0,150621,NAV-verified,-3.21,0.83,0.18,15.12,8.8,0.22,2,2,3,5,1,13,Moderately High Risk,OK,Verified ✓,28.59,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
HDFC NIFTY Realty Index Reg,Regular,Thematic,44210,INF179KC1ID2,152522,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,5.87,15.59,15.6,12.11,N/A,BSE 500 TRI,7.45,14.75,13.7,13.76,N/A
HSBC India Export Opportunities Reg,Regular,Thematic,44522,INF336L01RL7,152830,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,5.85,9.07,N/A,N/A,N/A,BSE 500 TRI,7.45,14.75,N/A,N/A,N/A
ICICI Pru Active Momentum,Regular,Thematic,45355,INF109K1A377,153685,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,-4.72,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
ICICI Pru Commodities,Regular,Thematic,40304,INF109KC19O8,151207,NAV-verified,4.13,0.93,0.69,15.71,16.87,0.94,10,8,3,4,2,27,Low Risk,OK,Verified ✓,10.87,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
ICICI Pru Conglomerate,Regular,Thematic,45487,INF109K1A393,153865,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
ICICI Pru Eqt Minimum Variance Fund Reg,Regular,Thematic,44742,INF109KC17X3,153069,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,29.71,19.93,19.91,N/A,N/A,BSE 500 TRI,7.45,14.75,13.7,N/A,N/A
ICICI Pru Exports & Services,Regular,Thematic,2968,INF109K01BB5,103312,NAV-verified,3.45,0.84,0.75,12.69,15.51,1.08,10,8,4,5,2,29,Low Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
ICICI Pru FMCG,Regular,Thematic,591,INF109KC19V3,149072,NAV-verified,-11.14,0.83,-0.35,14.49,0.9,-0.42,1,1,3,5,1,11,High Risk,OK,Verified ✓,5.94,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
ICICI Pru Housing Opportunities,Regular,Thematic,42248,INF109KC17B9,150308,NAV-verified,0.54,0.92,0.51,14.23,13.23,0.69,6,6,3,4,1,20,Moderate Risk,OK,Verified ✓,7.15,18.15,17.1,15.81,13.84,BSE 500 TRI,7.45,14.75,13.7,13.76,14.21
ICICI Pru India Opportunities,Regular,Thematic,38583,INF109KC1RE6,145896,NAV-verified,6.66,0.85,0.98,13.07,18.84,1.24,12,10,4,5,2,33,Low Risk,OK,Verified ✓,-11.83,1.64,7.96,8.03,10.33,BSE 500 TRI,7.45,14.75,13.7,13.76,14.21
ICICI Pru Multi Sector Passive FoF,Regular,Thematic,1935,INF109K01795,102133,NAV-verified,1.7,0.89,0.61,13.31,14.17,0.74,8,6,4,4,1,23,Moderate Risk,OK,Verified ✓,8.05,15.35,N/A,N/A,N/A,BSE 500 TRI,7.45,14.75,N/A,N/A,N/A
ICICI Pru Nifty Commodities ETF,Regular,Thematic,42947,INF109KC19O8,151207,NAV-verified,5.54,0.98,0.75,16.76,18.65,1.12,12,8,3,3,2,28,Low Risk,OK,Verified ✓,10.13,21.25,22.31,18.34,N/A,BSE 500 TRI,7.45,14.75,13.7,13.76,N/A
ICICI Pru Nifty FMCG ETF,Regular,Thematic,41601,INF109KC19V3,149072,NAV-verified,-10.3,0.92,-0.23,16.19,2.37,-0.29,1,1,3,4,1,10,High Risk,OK,Verified ✓,7.91,16.02,14.71,13.41,13.06,BSE 500 TRI,7.45,14.75,13.7,13.76,14.21
ICICI Pru Nifty Metal ETF,Regular,Thematic,44461,INF109KC19W1,152769,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,19.72,20.37,N/A,N/A,N/A,BSE 500 TRI,7.45,14.75,N/A,N/A,N/A
ICICI Pru Nifty Oil & Gas ETF,Regular,Thematic,44432,INF109KC18W3,152748,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,-13.5,2.3,N/A,N/A,N/A,BSE 500 TRI,7.45,14.75,N/A,N/A,N/A
ICICI Pru Quality,Regular,Thematic,45162,INF109K1A211,153459,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,51.32,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
ICICI Pru Rural Opportunities,Regular,Thematic,44844,INF109KC19Y7,153181,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,8.05,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
Kotak Active Momentum Reg,Regular,Thematic,45387,INF174KA1XD8,153755,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,N/A,N/A,N/A,N/A,N/A,BSE 500 TRI,N/A,N/A,N/A,N/A,N/A
Kotak BSE Housing Index Reg,Regular,Thematic,43704,INF174KA1OU1,152038,NAV-verified,,,,,,,1,1,1,1,1,5,High Risk,OK,Verified ✓,5.68,N/A,N/A,N/A,N/A,BSE 500 TRI,7.45,N/A,N/A,N/A,N/A
